rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,We're All Alone In This Together,Dave,1,1,1,1,1,1,4,1.4285714285714286
2,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers,2,4,6,2,3,3,12,4.571428571428571
3,Sweetness,Obongjayar,4,6,4,9,6,5,23,8.142857142857142
4,High Tension 2.0,Dangbana Republik,7,8,12,11,8,2,11,8.428571428571429
5,LV N ATTN,Lojay,16,11,10,12,7,6,13,10.714285714285714
6,TOP MEMBA,Kida Kudz,6,7,7,18,11,10,18,11.0
7,F*CK LOVE 3: OVER YOU,The Kid Laroi,5,17,5,3,20,5,27,11.714285714285714
8,Therapy,Anne-Marie,8,10,5,8,9,20,24,12.0
9,Faith (Deluxe),Pop Smoke,9,3,8,5,17,12,40,13.428571428571429
10,Moon Boy,Yung Bleu,3,2,2,3,4,11,75,14.285714285714286
11,PANDEMIC,Ruger,12,17,14,29,15,9,21,16.714285714285715
12,Faith,Pop Smoke,14,9,23,17,10,25,20,16.857142857142858
13,Made In Lagos,Wizkid,15,27,15,7,21,4,84,24.714285714285715
14,UY Scuti,Olamide,10,21,11,16,59,16,72,29.285714285714285
15,Love or the Word (EP),Jaywillz,11,23,28,90,30,22,43,35.285714285714285
16,Justice,Justin Bieber,27,22,13,32,32,60,94,40.0
17,Twice As Tall,Burna Boy,77,29,30,6,72,67,27,44.0
18,Hall of Fame,POLO G,22,40,17,44,13,301,22,65.57142857142857
19,PSYCHODRAMA,Dave,301,15,43,24,23,34,30,67.14285714285714
20,The Voice of the Heroes,Lil Baby,301,24,52,19,28,46,53,74.71428571428571
21,Somewhere Between Beauty & Magic,Joeboy,52,26,20,301,33,70,42,77.71428571428571
22,Planet Her,Doja Cat,39,301,301,21,26,15,37,105.71428571428571
23,African Giant,Burna Boy,43,20,21,23,301,35,301,106.28571428571429
24,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp,301,16,16,73,12,301,35,107.71428571428571
25,A Better Time,DaVido,33,14,66,34,301,40,301,112.71428571428571
26,WONDALAND,Teni,301,72,61,47,58,23,301,123.28571428571429
27,Legends Never Die,Juice Wrld,80,54,301,13,301,97,32,125.42857142857143
28,We Outside,Tory Lanez,301,301,301,4,2,14,31,136.28571428571428
29,All Over The Place (Platinum VIP Edition),KSI,19,301,25,15,301,19,301,140.14285714285714
30,ROOTS,The Cavemen.,301,18,301,14,301,38,28,143.0
31,Sex Over Love,Blaqbonez,21,301,39,28,301,18,301,144.14285714285714
32,F*CK LOVE 3+: OVER YOU,The Kid Laroi,301,301,301,10,83,8,14,145.42857142857142
33,Big Conspiracy,J Hus,301,35,301,39,16,37,301,147.14285714285714
34,JESUS IS KING,Kanye West,25,37,32,301,301,53,301,150.0
35,Boo of the Booless,Chike,301,301,22,40,34,64,301,151.85714285714286
36,Planet Her (Deluxe),Doja Cat,69,43,40,301,18,301,301,153.28571428571428
37,Wild West,Central Cee,20,301,301,48,63,42,301,153.71428571428572
38,The Off-Season,J. Cole,23,89,54,301,19,301,301,155.42857142857142
39,OXYGENE,Oxlade,41,19,301,301,40,301,87,155.71428571428572
40,The Voice (Deluxe),Lil Durk,301,42,301,301,20,45,89,157.0
41,APOLLO,Fireboy Dml,79,57,301,58,301,301,16,159.0
42,Death Race For Love,Juice Wrld,301,301,75,30,77,301,33,159.71428571428572
43,Zulu Man With Some Power,Nasty C,35,301,301,38,301,68,81,160.71428571428572
44,?,XXXTentacion,301,301,301,88,37,32,67,161.0
45,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,301,32,301,83,51,301,61,161.42857142857142
46,2014 Forest Hills Drive,J. Cole,59,301,301,301,36,81,60,162.71428571428572
47,Hollywood's Bleeding,Post Malone,90,301,301,82,301,52,17,163.42857142857142
48,CLOUDS (THE MIXTAPE),NF,71,70,59,46,301,301,301,164.14285714285714
49,SoulFly,Rod Wave,301,301,60,301,62,39,93,165.28571428571428
50,Lucid,A\u1e63a,301,58,301,79,75,301,45,165.71428571428572
51,High Tension,Bella Shmurda,86,301,301,301,24,95,56,166.28571428571428
52,Superstar,Wizkid,49,45,79,94,301,301,301,167.14285714285714
53,The Human Condition,Jon Bellion,301,49,80,301,301,85,69,169.42857142857142
54,Destined 2 Win,Lil Tjay,50,301,301,301,61,93,95,171.71428571428572
55,KOD,J. Cole,100,301,301,301,42,88,97,175.71428571428572
56,Original Vibe Machine,1da Banton,13,12,301,301,56,301,301,183.57142857142858
57,KHALED KHALED,DJ Khaled,26,301,55,27,301,301,301,187.42857142857142
58,Culture III,Migos,60,301,9,42,301,301,301,187.85714285714286
59,Sounds From The Other Side,Wizkid,58,301,35,301,301,31,301,189.71428571428572
60,Ea$t N We$t,Dremo,301,301,56,52,29,301,301,191.57142857142858
61,Asa (Asha),A\u1e63a,30,301,34,301,301,77,301,192.14285714285714
62,A True Champion,Rexxie,63,67,301,301,14,301,301,192.57142857142858
63,Welcome to O'Block,King Von,301,28,301,33,301,301,85,192.85714285714286
64,SoundMan Vol. 1,Starboy,87,34,301,301,301,26,301,193.0
65,Get Layd,Omah lay,301,301,26,301,52,301,77,194.14285714285714
66,Yabasi,Basketmouth,34,55,67,301,301,301,301,194.28571428571428
67,My Turn (Deluxe),Lil Baby,301,301,68,36,301,56,301,194.85714285714286
68,A Good Time,DaVido,24,301,301,81,301,63,301,196.0
69,Outside,Burna Boy,46,301,301,25,301,301,98,196.14285714285714
70,For Broken Ears,Tems,76,301,41,301,67,301,301,198.28571428571428
71,No Bad Songz,Kizz Daniel,301,301,44,86,301,301,55,198.42857142857142
72,Free Dem Boyz,42 Dugg,301,301,301,87,57,59,301,201.0
73,Strings And Bling,Nasty C,45,301,301,63,301,301,96,201.14285714285714
74,Make E No Cause Fight 2,Ajebutter22,88,301,301,80,301,301,71,206.14285714285714
75,Rapture EP,Koffee,95,301,77,301,78,301,301,207.71428571428572
76,Happier Than Ever,Billie Eilish,301,301,301,301,301,7,1,216.14285714285714
77,All In,Skepta,301,301,301,301,301,13,2,217.14285714285714
78,Haitian Boy Kodak,Kodak Black,301,25,18,301,301,301,301,221.14285714285714
79,7 EP,Lil Nas X,44,301,301,301,22,301,301,224.42857142857142
80,2 in 1,Darkoo,301,301,301,22,44,301,301,224.42857142857142
81,Man Of Galilee,Judikay,36,31,301,301,301,301,301,224.57142857142858
82,Cultural Praise,KCee,301,301,301,301,31,36,301,224.57142857142858
83,Ignorance is Bliss,Skepta,301,301,301,301,39,301,29,224.71428571428572
84,Product of My Environment,Abra Cadabra,301,301,29,301,301,44,301,225.42857142857142
85,Therapy Session,NF,47,301,301,301,301,29,301,225.85714285714286
86,Tribl I,tribl,28,301,48,301,301,301,301,225.85714285714286
87,"Laughter, Tears & Goosebumps",Fireboy Dml,40,301,37,301,301,301,301,226.0
88,No Pressure,Sarkodie,301,301,301,301,301,74,7,226.57142857142858
89,Before the Chaos-EP,Erigga,301,50,301,301,301,301,34,227.0
90,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,32,301,301,301,53,301,301,227.14285714285714
91,Heavy Is The Head,Stormzy,301,36,301,301,301,301,49,227.14285714285714
92,Scorpion,Drake,301,301,301,43,301,301,46,227.71428571428572
93,While The World Was Burning,SAINt JHN,301,301,301,301,66,24,301,227.85714285714286
94,DAMN.,Kendrick Lamar,301,301,301,55,38,301,301,228.28571428571428
95,Hood Boy Dreams,Jeriq,301,301,301,301,45,49,301,228.42857142857142
96,Culture III (Deluxe),Migos,301,301,301,301,25,72,301,228.85714285714286
97,What Have We Done,Omah lay,301,301,27,71,301,301,301,229.0
98,RESTLESS II,Simi,301,301,301,35,68,301,301,229.71428571428572
99,Best Of Davido,DaVido,301,301,301,56,301,301,48,229.85714285714286
100,Heaven Or Hell,Don Toliver,301,301,24,301,301,301,83,230.28571428571428
101,Deezer Sessions,Koffee,301,62,47,301,301,301,301,230.57142857142858
102,Old Church Basement,Elevation Worship,301,301,19,301,301,301,92,230.85714285714286
103,Herstory in the Making,Young M.A,301,301,301,41,301,301,70,230.85714285714286
104,Gang Signs & Prayer,Stormzy,301,301,81,301,301,30,301,230.85714285714286
105,Championships,Meek Mill,301,301,301,301,49,301,65,231.28571428571428
106,Gold-Diggers Sound,Leon Bridges,53,301,301,301,301,301,62,231.42857142857142
107,I'll Say It For You,Dax,84,301,301,301,301,301,36,232.14285714285714
108,King Of Love,Kizz Daniel,301,301,301,74,301,47,301,232.28571428571428
109,Meet The Woo 2,Pop Smoke,301,301,301,78,46,301,301,232.71428571428572
110,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,301,301,51,301,301,301,73,232.71428571428572
111,Budweiser (Remix),Various Artists,301,301,301,301,43,82,301,232.85714285714286
112,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,93,301,33,301,301,301,301,233.0
113,"Afro Pop, Vol. 1",Adekunle Gold,301,301,301,57,71,301,301,233.28571428571428
114,Common Sense,J Hus,48,301,301,301,82,301,301,233.57142857142858
115,ADHD,Joyner Lucas,301,301,301,77,301,54,301,233.71428571428572
116,SUPER SLIMEY,Future,67,301,301,65,301,301,301,233.85714285714286
117,The Search,NF,91,301,42,301,301,301,301,234.0
