Position,song,artist,album
1,Understand,Omah lay,Understand
2,Bounce,Ruger,PANDEMIC
3,Feeling,"LADIPOE, Buju",Feeling
4,Soundgasm,Rema,Soundgasm
5,Outside,Buju,Outside
6,Rock,Olamide,Rock
7,Big Thug Boys,AV,Big Thug Boys
8,Naira Marley,Zinoleesky,Naira Marley
9,Yaba Buluku (Remix),"DJ TÃ¡rico, Burna Boy, Preck, Nelson Tivane",Yaba Buluku (feat. Preck & Nelson Tivane) [Remix]
10,Confident,"Savage, Buju",Confident
11,Sinner,"Adekunle Gold, Lucky Daye",Sinner
12,Monalisa,"Lojay, Sarz",LV N ATTN
13,Party Next Door,"Dangbana Republik, Bella Shmurda",High Tension 2.0
14,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
15,Feel Good,MohBad,Feel Good
16,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
17,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
18,Oliver Twist,ArrDee,Oliver Twist
19,Testimony,Buju,Testimony
20,Felony,CKay,Boyfriend
21,Coming,"Naira Marley, Busiswa",Coming
22,Far Away,"Dangbana Republik, Bella Shmurda",High Tension 2.0
23,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
24,It Is What It Is,Adekunle Gold,It Is What It Is
25,Clash,"Dave, Stormzy",Clash
26,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",LV N ATTN
27,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
28,Kilometre,Burna Boy,Kilometre
29,Bounce,Rema,Bounce
30,Abu Dhabi,Ruger,PANDEMIC
31,PonPon,"Olamide, FAVE",UY Scuti
32,FOR YOU,"Teni, DaVido",FOR YOU
33,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
34,History,"Cheque, Fireboy Dml",History
35,Infinity,"Olamide, Omah lay",Carpe Diem
36,RAPSTAR,POLO G,Hall of Fame
37,Loved By You,"Justin Bieber, Burna Boy",Justice
38,All,"Rexxie, DaVido",A True Champion
39,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
40,Show Me,Joeboy,Somewhere Between Beauty & Magic
41,Tell The Vision,"Pop Smoke, Kanye West, Pusha T",Faith
42,Out There,"Dangbana Republik, Bella Shmurda",High Tension 2.0
43,Pronto,"Ajebo Hustlers, Omah lay",Pronto
44,Stay,"The Kid Laroi, Justin Bieber",Stay
45,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
46,World,"Dangbana Republik, Bella Shmurda",High Tension 2.0
47,Tonongo,"Lojay, Sarz",LV N ATTN
48,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
49,Kilofeshe,Zinoleesky,Chrome
50,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
51,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
52,Medicine,Jaywillz,Love or the Word (EP)
53,Woo Baby,"Pop Smoke, Chris Brown",Faith
54,Running (To You),"Chike, Simi",Running (To You)
55,Celebrate Me,Patoranking,Celebrate Me
56,Soldier Go,"Dangbana Republik, Bella Shmurda",High Tension 2.0
57,Mr. Jones,"Pop Smoke, Future",Faith
58,Bout A Million,"Pop Smoke, 21 Savage, 42 Dugg",Faith
59,Early Momo,"Vector, Good girl LA",Early Momo
60,Real Shiii,Graimmy Thesoh,SOH : The arrival
61,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
62,HUSTLE,Teni,WONDALAND
63,La La (feat. Ckay),"DaVido, CKay",A Better Time
64,Lako,"Dangbana Republik, Bella Shmurda",High Tension 2.0
65,Manslaughter,"Pop Smoke, Rick Ross, The-Dream",Faith
66,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
67,Rush,"Dangbana Republik, Bella Shmurda",High Tension 2.0
68,Godly,Omah lay,What Have We Done
69,Focus,Joeboy,Somewhere Between Beauty & Magic
70,Omo X 100,"Reminisce, Olamide",Omo X 100
71,Heartbreak Anniversary,Giveon,TAKE TIME
72,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
73,Late At Night,Roddy Ricch,Late At Night
74,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
75,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
76,More Time,Pop Smoke,Faith
77,Demeanor,"Pop Smoke, Dua Lipa",Faith
78,Commitment Issues,Central Cee,Commitment Issues
79,23,Burna Boy,Twice As Tall
80,Motley Crew,Post Malone,Motley Crew
81,Good News,Pop Smoke,Faith
82,Bad Influence,Omah lay,Bad Influence
83,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
84,PEPE,"L.A.X, DaVido",PEPE
85,Champion,"Dangbana Republik, Bella Shmurda",High Tension 2.0
86,Ruger,Ruger,PANDEMIC
87,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
88,Jailer,"Olamide, Jaywillz",UY Scuti
89,Dior,Pop Smoke,Meet The Woo
90,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
91,a m a r i,J. Cole,The Off-Season
92,Bad Habits,Ed Sheeran,Bad Habits
93,Genius,"Pop Smoke, Lil Tjay, Swae Lee",Faith
94,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
95,Brush Em,"Pop Smoke, Rah Swish",Faith
96,Top Shotta,"Pop Smoke, The Neptunes, Pusha T, Travi, Beam",Faith
97,Damages,Tems,Damages
98,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",Peaches (Masterkraft Remix)
99,Korope,"Lil Kesh, Naira Marley",Korope
100,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
