Position,artist,album
1,Troniq Music,Eclipse
2,Tiwa Savage,Water & Garri
3,Ayra Starr,19 & Dangerous
4,Dave,We're All Alone In This Together
5,Ruger,PANDEMIC
6,Blaqbonez,Sex Over Love
7,Wizkid,Made In Lagos
8,Lojay,LV N ATTN
9,Lorde,Solar Power
10,Liya,Alari
11,Fireboy Dml,"Laughter, Tears & Goosebumps"
12,Dangbana Republik,High Tension 2.0
13,Trippie Redd,Trip At Knight
14,DaVido,A Better Time
15,Rod Wave,SoulFly (Deluxe Version)
16,Ed Sheeran,÷ (Deluxe)
17,Post Malone,beerbongs & bentleys
18,Jeriq,Hood Boy Dreams
19,Doja Cat,Planet Her
20,Lil Baby,The Voice of the Heroes
21,Lil Durk,The Voice (Deluxe)
22,Nas,King's Disease II
23,Tems,For Broken Ears
24,Olamide,UY Scuti
25,Kida Kudz,TOP MEMBA
26,Various Artists,Budweiser (Remix)
27,Travis Greene,Oil + Water
28,Billie Eilish,Happier Than Ever
29,Kendrick Lamar,DAMN.
30,Post Malone,Hollywood's Bleeding
31,Roddy Ricch,Please Excuse Me for Being Antisocial
32,Chike,Boo of the Booless
33,Bella Shmurda,High Tension
34,Burna Boy,Twice As Tall
35,Fireboy Dml,APOLLO
36,Juice Wrld,Legends Never Die
37,The Spirituals,Black History Project (Live from London)
38,Dremo,Ea$t N We$t
39,Victor AD,Nothing To Prove
40,Rexxie,A True Champion
41,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
42,Lil Yachty,BIRTHDAY MIX 6
43,Trippie Redd,Trip At Knight (Complete Edition)
44,Cali-Ber Tha Grime,2040 II
45,Doja Cat,Planet Her (Deluxe)
46,21 Savage,SAVAGE MODE II
47,J. Cole,The Off-Season
48,African China,Mr. President
49,Adekunle Gold,Gold
50,Justin Bieber,Freedom.
51,Jaywillz,Love or the Word (EP)
52,Various Artists,Gospel Worship 2021
53,Skepta,All In
54,YNW Melly,Just A Matter of Slime
55,Psquare,Danger
56,Joyner Lucas,ADHD
57,Basketmouth,Yabasi
58,The Weeknd,The Highlights
59,King Perryy,CITIZEN OF THE WORLD
60,D'banj,Entertainer
61,2Face Idibia,Grass 2 Grace
62,G4 Boyz,S.C.A.M
63,Shaybo,Queen of the South
64,The Weeknd,Beauty Behind The Madness
65,21 Savage,Issa Album
66,Wizkid,Sounds From The Other Side
67,XXXTentacion,17
68,Kendrick Lamar,Black Panther The Album Music From And Inspired By
69,XXXTentacion,?
70,Tope Alabi,Yes And Amen
71,Dremo,"Codename, Vol. 1"
72,Olamide,Lagos Nawa!
73,Future,Future & Juice WRLD Present... WRLD ON DRUGS
74,Juice Wrld,Death Race For Love
75,Burna Boy,African Giant
76,DaVido,A Good Time
77,XXXTentacion,Bad Vibes Forever
78,J Hus,Big Conspiracy
79,Brymo,Yellow
80,Kanye West,My Beautiful Dark Twisted Fantasy
81,Miley Cyrus,Plastic Hearts
82,Hillsong UNITED,The People Tour: Live from Madison Square Garden
83,Don Moen,Ultimate Collection
84,Unknown T,Adolescence
85,Young Thug,I'm Up
86,Jon Bellion,The Human Condition
87,Desiigner,3 THE HARD WAY
88,Jon Bellion,The Definition
89,blackbear,everything means nothing
90,Brandy,Never Say Never
91,Travis Scott,ASTROWORLD
92,Kaash Paige,Parked Car Convos
93,Adekunle Gold,"Afro Pop, Vol. 1"
94,David Guetta,Listen
95,Hozier,Hozier
96,G-Eazy,The Beautiful & Damned
97,Anne-Marie,Speak Your Mind (Deluxe)
98,3 Doors Down,The Better Life (Deluxe Edition)
99,NF,The Search
100,Oxlade,OXYGENE
