rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,19 & Dangerous,Ayra Starr,2,1,1,1,1,1,4,1.5714285714285714
2,We're All Alone In This Together,Dave,3,4,4,2,3,5,8,4.142857142857143
3,LV N ATTN,Lojay,5,2,2,34,2,3,13,8.714285714285714
4,Just A Matter of Slime,YNW Melly,1,88,3,3,3,4,10,16.0
5,Made In Lagos,Wizkid,8,15,15,22,6,54,12,18.857142857142858
6,Justice,Justin Bieber,13,24,24,8,5,42,17,19.0
7,misery lake,blackbear,4,13,13,41,14,27,23,19.285714285714285
8,Happier Than Ever,Billie Eilish,33,6,6,10,30,43,16,20.571428571428573
9,High Tension 2.0,Dangbana Republik,9,21,21,28,7,44,18,21.142857142857142
10,ROOTS,The Cavemen.,36,37,37,12,20,22,14,25.428571428571427
11,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers,11,5,5,33,33,33,85,29.285714285714285
12,F*CK LOVE 3: OVER YOU,The Kid Laroi,62,38,38,5,17,24,39,31.857142857142858
13,Planet Her,Doja Cat,93,18,18,21,53,15,27,35.0
14,Hall of Fame,POLO G,21,8,8,85,67,18,47,36.285714285714285
15,King's Disease II,Nas,24,33,33,31,21,79,54,39.285714285714285
16,Twice As Tall,Burna Boy,92,12,12,13,9,6,301,63.57142857142857
17,Faith,Pop Smoke,301,34,34,19,16,21,55,68.57142857142857
18,UY Scuti,Olamide,301,29,29,24,19,17,100,74.14285714285714
19,Old Church Basement,Elevation Worship,78,11,11,52,47,52,301,78.85714285714286
20,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,63,36,36,25,52,301,56,81.28571428571429
21,African Giant,Burna Boy,301,10,10,61,39,67,88,82.28571428571429
22,"Laughter, Tears & Goosebumps",Fireboy Dml,301,65,65,100,8,69,35,91.85714285714286
23,SoulFly,Rod Wave,37,19,19,301,23,51,301,107.28571428571429
24,Big Conspiracy,J Hus,70,22,22,14,45,301,301,110.71428571428571
25,Death Race For Love,Juice Wrld,15,71,71,301,26,301,15,114.28571428571429
26,A Better Time,DaVido,87,301,301,45,37,13,26,115.71428571428571
27,Ayra Starr,Ayra Starr,301,82,82,6,40,25,301,119.57142857142857
28,Ayo,Wizkid,31,52,52,301,301,46,58,120.14285714285714
29,Sex Over Love,Blaqbonez,301,77,77,53,34,29,301,124.57142857142857
30,PANDEMIC,Ruger,41,91,91,301,301,9,40,124.85714285714286
31,"Afro Pop, Vol. 1",Adekunle Gold,91,41,41,301,301,37,65,125.28571428571429
32,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,80,301,301,64,82,58,80,138.0
33,The Voice (Deluxe),Lil Durk,7,16,16,27,301,301,301,138.42857142857142
34,All In,Skepta,10,14,14,32,301,301,301,139.0
35,For Broken Ears,Tems,301,7,7,49,301,16,301,140.28571428571428
36,Hood Boy Dreams,Jeriq,95,93,93,301,90,301,32,143.57142857142858
37,Get Layd,Omah lay,35,301,301,7,64,11,301,145.71428571428572
38,The Voice of the Heroes,Lil Baby,26,301,301,301,18,45,28,145.71428571428572
39,Budweiser (Remix),Various Artists,54,17,17,301,31,301,301,146.0
40,Black History Project (Live from London),The Spirituals,17,30,30,67,301,301,301,149.57142857142858
41,Sounds From The Other Side,Wizkid,301,28,28,17,301,301,74,150.0
42,Outside,Burna Boy,29,301,301,66,301,39,20,151.0
43,Love or the Word (EP),Jaywillz,69,25,25,301,301,301,53,153.57142857142858
44,Freedom.,Justin Bieber,301,35,35,90,301,34,301,156.71428571428572
45,Legends Never Die,Juice Wrld,301,9,9,89,301,90,301,157.14285714285714
46,The Gospel of the Kingdom,Dunsin Oyekan,301,49,49,301,36,64,301,157.28571428571428
47,Yabasi,Basketmouth,301,40,40,301,301,86,43,158.85714285714286
48,My Turn (Deluxe),Lil Baby,34,88,88,301,301,7,301,160.0
49,KHALED KHALED,DJ Khaled,49,301,301,301,69,77,29,161.0
50,Zulu Man With Some Power,Nasty C,90,301,301,88,24,23,301,161.14285714285714
51,Goodbye & Good Riddance,Juice Wrld,28,72,72,63,301,301,301,162.57142857142858
52,What Have We Done,Omah lay,53,301,301,44,301,48,96,163.42857142857142
53,The Human Condition,Jon Bellion,301,50,50,301,93,301,48,163.42857142857142
54,DAMN.,Kendrick Lamar,82,301,301,72,301,50,49,165.14285714285714
55,OXYGENE,Oxlade,301,301,301,54,98,80,42,168.14285714285714
56,Don Moen Collection,Don Moen,96,62,62,301,60,301,301,169.0
57,Strings And Bling,Nasty C,301,75,75,301,84,56,301,170.42857142857142
58,Haitian Boy Kodak,Kodak Black,301,95,95,48,301,301,71,173.14285714285714
59,American Teen,Khalid,301,100,100,73,91,301,301,181.0
60,beerbongs & bentleys,Post Malone,301,27,27,15,301,301,301,181.85714285714286
61,WONDALAND,Teni,22,301,301,18,301,301,44,184.0
62,Nothing To Prove,Victor AD,16,301,301,23,54,301,301,185.28571428571428
63,Please Excuse Me for Being Antisocial,Roddy Ricch,6,301,301,301,301,70,25,186.42857142857142
64,Itheep,Moelogo,25,301,301,301,301,31,60,188.57142857142858
65,Moon Boy,Yung Bleu,47,301,301,301,301,28,41,188.57142857142858
66,CLOUDS (THE MIXTAPE),NF,301,301,301,16,35,68,301,189.0
67,Adolescence,Unknown T,14,301,301,301,13,301,95,189.42857142857142
68,The Highlights,The Weeknd,301,31,31,301,301,63,301,189.85714285714286
69,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp,301,301,301,84,301,12,34,190.57142857142858
70,Sweetness,Obongjayar,301,301,301,46,301,8,81,191.28571428571428
71,Independence Day,Fredo,60,301,301,26,62,301,301,193.14285714285714
72,High Tension,Bella Shmurda,27,63,63,301,301,301,301,193.85714285714286
73,Therapy,Anne-Marie,301,47,47,301,63,301,301,194.42857142857142
74,Greatest Hits,Lighthouse Family,301,54,54,301,301,301,52,194.85714285714286
75,Superstar,Wizkid,58,301,301,79,301,26,301,195.28571428571428
76,Carpe Diem,Olamide,46,60,60,301,301,301,301,195.71428571428572
77,SOUR,Olivia Rodrigo,40,301,301,301,68,301,59,195.85714285714286
78,THE GOAT,POLO G,42,301,301,50,87,301,301,197.57142857142858
79,TOP MEMBA,Kida Kudz,301,89,89,301,301,301,46,204.0
80,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)",LSD,301,83,83,301,301,65,301,205.0
81,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,301,79,79,301,301,301,76,205.42857142857142
82,Culture II,Migos,301,78,78,301,301,301,78,205.42857142857142
83,Dead Rose,Corizo,301,301,301,80,301,76,94,207.71428571428572
84,Boo of the Booless,Chike,301,301,301,301,100,73,92,209.85714285714286
85,Alari,Liya,301,301,301,301,301,4,2,215.85714285714286
86,The Off-Season,J. Cole,12,301,301,301,10,301,301,218.14285714285714
87,PSYCHODRAMA,Dave,301,301,301,301,11,301,22,219.71428571428572
88,Long Term Effects of SUFFERING,$uicideboy$,20,301,301,20,301,301,301,220.71428571428572
89,The Voice,Lil Durk,301,20,20,301,301,301,301,220.71428571428572
90,SoundMan Vol. 1,Starboy,301,301,301,301,22,19,301,220.85714285714286
91,Trip At Knight,Trippie Redd,301,301,301,301,301,41,3,221.28571428571428
92,?,XXXTentacion,301,301,301,301,12,301,33,221.42857142857142
93,Born to Do It,Craig David,301,23,23,301,301,301,301,221.57142857142858
94,Best Of Davido,DaVido,301,301,301,301,29,20,301,222.0
95,KOD,J. Cole,301,26,26,301,301,301,301,222.42857142857142
96,To Pimp A Butterfly,Kendrick Lamar,301,301,301,9,301,301,45,222.71428571428572
97,Vivo (Original Motion Picture Soundtrack),Lin-Manuel Miranda,44,301,301,301,15,301,301,223.42857142857142
98,Queendoncom,Yemi Alade,19,301,301,43,301,301,301,223.85714285714286
99,The Definition,Jon Bellion,301,32,32,301,301,301,301,224.14285714285714
100,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,301,39,39,301,301,301,301,226.14285714285714
101,Planet Her (Deluxe),Doja Cat,64,301,301,301,301,14,301,226.14285714285714
102,Here As In Heaven,Elevation Worship,301,42,42,301,301,301,301,227.0
103,The Palmwine Express,Show Dem Camp,301,301,301,301,49,301,36,227.14285714285714
104,x (Deluxe Edition),Ed Sheeran,301,43,43,301,301,301,301,227.28571428571428
105,VORY,Vory,301,44,44,301,301,301,301,227.57142857142858
