Position,artist,album
1,Tiwa Savage,Water & Garri
2,Liya,Alari
3,Trippie Redd,Trip At Knight
4,Ayra Starr,19 & Dangerous
5,Rod Wave,SoulFly (Deluxe Version)
6,Lorde,Solar Power
7,Sknny,DARKEST HOUR pack
8,Dave,We're All Alone In This Together
9,Travis Greene,Oil + Water
10,Trippie Redd,Trip At Knight
11,dvsn,Cheers to the Best Memories
12,Wizkid,Made In Lagos
13,Lojay,LV N ATTN
14,The Cavemen.,ROOTS
15,Juice Wrld,Death Race For Love
16,Billie Eilish,Happier Than Ever
17,Justin Bieber,Justice
18,Dangbana Republik,High Tension 2.0
19,Chidinma,New Season
20,Burna Boy,Outside
21,Roddy Ricch,Feed Tha Streets II
22,Dave,PSYCHODRAMA
23,blackbear,misery lake
24,Blanco,City Of God
25,Roddy Ricch,Please Excuse Me for Being Antisocial
26,DaVido,A Better Time
27,Doja Cat,Planet Her
28,Lil Baby,The Voice of the Heroes
29,DJ Khaled,KHALED KHALED
30,Mad Vibe,July Street
31,Shaybo,Queen of the South
32,Jeriq,Hood Boy Dreams
33,XXXTentacion,?
34,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
35,Fireboy Dml,"Laughter, Tears & Goosebumps"
36,Show Dem Camp,The Palmwine Express
37,YNW Melly,Just A Matter of Slime
38,Dame D.O.L.L.A.,Different On Levels The Lord Allowed
39,The Kid Laroi,F*CK LOVE 3: OVER YOU
40,Ruger,PANDEMIC
41,Yung Bleu,Moon Boy
42,Oxlade,OXYGENE
43,Basketmouth,Yabasi
44,Teni,WONDALAND
45,Kendrick Lamar,To Pimp A Butterfly
46,Kida Kudz,TOP MEMBA
47,POLO G,Hall of Fame
48,Jon Bellion,The Human Condition
49,Kendrick Lamar,DAMN.
50,Morell,MVNSV
51,G4 Boyz,S.C.A.M
52,Westlife,Greatest Hits
53,Jaywillz,Love or the Word (EP)
54,Nas,King's Disease II
55,Pop Smoke,Faith
56,Lil Durk,Just Cause Y'all Waited 2 (Deluxe)
57,Pressa,Gardner Express
58,Wizkid,Ayo
59,Olivia Rodrigo,SOUR
60,Moelogo,Itheep
61,Zamir,FLOWERBOI4000
62,Rudeboy,Rudykillus
63,Pop Smoke,Faith (Deluxe)
64,S.O.,Larry Ginni Crescent
65,Adekunle Gold,"Afro Pop, Vol. 1"
66,Roddy Ricch,Feed tha Streets
67,The Kid Laroi,F*CK LOVE (SAVAGE)
68,Freddie Gibbs & Madlib,Piñata
69,Drake,Scary Hours 2
70,Dremo,Ea$t N We$t
71,Kodak Black,Haitian Boy Kodak
72,J. Cole,2014 Forest Hills Drive
73,Migos,Culture III (Deluxe)
74,Wizkid,Sounds From The Other Side
75,Huncho Jack,"Huncho Jack, Jack Huncho"
76,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
77,Kiss Daniel,New Era
78,Migos,Culture II
79,Drake,Scorpion
80,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers
81,Obongjayar,Sweetness
82,Travis Scott,ASTROWORLD
83,Khalid,Suncity
84,Offset,FATHER OF 4
85,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
86,Scobar,Gorillas N Jungles
87,Mustard,Perfect Ten
88,Burna Boy,African Giant
89,Drake,Care Package
90,Juice Wrld,Unreleased 999
91,Tion Wayne,T Wayne’s World 3
92,Chike,Boo of the Booless
93,$heenGanG KUBZY,M.4.I.P ( Music 4 Invincible people)
94,Corizo,Dead Rose
95,Unknown T,Adolescence
96,Omah lay,What Have We Done
97,Victony,Saturn
98,Fireboy Dml,APOLLO
99,Lil Dicky,Professional Rapper
100,Olamide,UY Scuti
