Position,song,artist,album
37,RAPSTAR,POLO G,RAPSTAR
38,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
39,Commitment Issues,Central Cee,Commitment Issues
40,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
41,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
42,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
43,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
44,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
45,Cho Cho,"Zlatan, DaVido, Mayorkun",Cho Cho
46,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
47,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
48,Koleyewon,Naira Marley,Koleyewon
49,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
50,World,"Dangbana Republik, Bella Shmurda",World
51,Away,Ayra Starr,Ayra Starr
52,Damages,Tems,Damages
53,Dior,Pop Smoke,Meet The Woo
54,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
55,Money,"Terri, Bella Shmurda, MohBad",Money
56,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
57,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
58,Blinding Lights,The Weeknd,After Hours
59,Early Momo,"Vector, Good girl LA",Early Momo
60,Don Dada,Timaya,Don Dada
61,9 5 . s o u t h,J. Cole,The Off-Season
62,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
63,Ruger,Ruger,PANDEMIC
64,Voice of the Heroes,"Lil Baby, Lil Durk",Voice of the Heroes
65,Anyone,Justin Bieber,Justice
66,Champion,"Fireboy Dml, D Smoke",APOLLO
67,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
68,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
69,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
70,La La (feat. Ckay),"DaVido, CKay",A Better Time
71,Tonongo,"Lojay, Sarz",Tonongo
72,Flex,Kizz Daniel,Flex
73,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
74,Reckless,Wizkid,Made In Lagos
75,Sere (Remix),"Spinall, Fireboy Dml, 6lack",Sere (Remix)
76,Fall for Me,"Laycon, YKB",Fall for Me
77,Oliver Twist,ArrDee,Oliver Twist
78,Way Too Big,Burna Boy,Twice As Tall
79,Abu Dhabi,Ruger,PANDEMIC
80,i n t e r l u d e,J. Cole,The Off-Season
81,Ramen & OJ,"Joyner Lucas, Lil Baby",Ramen & OJ
82,No Stress,Wizkid,Made In Lagos
83,Verified,"Laycon, Mayorkun",...Shall We Begin...
84,INJURE ME,Teni,WONDALAND
85,Loco (feat. Mayorkun),"KDDO, Mayorkun",TOO LATE TOO LIT (EP)
86,Lonely,Joeboy,Lonely
87,Bad Influence,Omah lay,Bad Influence
88,This Your Body,"Skales, DaVido",This Your Body
89,Go Crazy,"Chris Brown, Young Thug",Slime & B
90,Arcade,Duncan Laurence,Arcade
91,God Forbid,Peruzzi,Rum & Boogie
92,Longtime (feat. Skepta),"Wizkid, Skepta",Made In Lagos
93,Lonely,"Justin Bieber, Benny Blanco",Justice
94,Smile (feat. H.E.R.),"Wizkid, H.E.R.",Made In Lagos
95,His & Hers,"Internet money, Gunna, Don Toliver, Lil Uzi Vert",His & Hers
96,Ma Pariwo,Zinoleesky,Ma Pariwo
97,a p p l y i n g . p r e s s u r e,J. Cole,The Off-Season
98,SUN GOES DOWN,Lil Nas X,SUN GOES DOWN
99,Sweet One,Wizkid,Made In Lagos
100,Love Like This (feat. Fireboy DML),"Lil Kesh, Fireboy Dml",Ecstasy
