Position,song,artist,album
1,Feeling,"LADIPOE, Buju",Feeling
2,Rock,Olamide,Rock
3,Bounce,Ruger,PANDEMIC
4,Soundgasm,Rema,Soundgasm
5,Outside,Buju,Outside
6,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
7,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
8,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
9,Coming,"Naira Marley, Busiswa",Coming
10,PonPon,"Olamide, FAVE",UY Scuti
11,Felony,CKay,Boyfriend
12,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
13,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",LV N ATTN
14,Jailer,"Olamide, Jaywillz",UY Scuti
15,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
16,It Is What It Is,Adekunle Gold,It Is What It Is
17,Need For Speed,Olamide,UY Scuti
18,Bounce,Rema,Bounce
19,Julie,Olamide,UY Scuti
20,Kilometre,Burna Boy,Kilometre
21,Confident,"Savage, Buju",Confident
22,Oliver Twist,ArrDee,Oliver Twist
23,Show Me,Joeboy,Somewhere Between Beauty & Magic
24,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
25,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
26,Pronto,"Ajebo Hustlers, Omah lay",Pronto
27,History,"Cheque, Fireboy Dml",History
28,Want,"Olamide, FAVE",UY Scuti
29,Loved By You,"Justin Bieber, Burna Boy",Justice
30,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
31,FOR YOU,"Teni, DaVido",FOR YOU
32,Kilofeshe,Zinoleesky,Chrome
33,Cup of Tea,Olamide,UY Scuti
34,Infinity,"Olamide, Omah lay",Carpe Diem
35,Naira Marley,Zinoleesky,Naira Marley
36,Omo X 100,"Reminisce, Olamide",Omo X 100
37,Rough Up,"Olamide, LaYYdoe",UY Scuti
38,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
39,Running (To You),"Chike, Simi",Running (To You)
40,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
41,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
42,23,Burna Boy,Twice As Tall
43,RAPSTAR,POLO G,Hall of Fame
44,Focus,Joeboy,Somewhere Between Beauty & Magic
45,Somebody,"Olamide, Phyno",UY Scuti
46,All,"Rexxie, DaVido",A True Champion
47,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
48,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
49,Big Thug Boys,AV,Big Thug Boys
50,Godly,Omah lay,What Have We Done
51,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
52,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
53,Commitment Issues,Central Cee,Commitment Issues
54,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
55,Tonongo,"Lojay, Sarz",LV N ATTN
56,So Much More,Olamide,UY Scuti
57,Having Our Way,"Migos, Drake",Culture III
58,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
59,a m a r i,J. Cole,The Off-Season
60,Monalisa,"Lojay, Sarz",LV N ATTN
61,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",Peaches (Masterkraft Remix)
62,Money,"Terri, Bella Shmurda, MohBad",Money
63,Heartbreak Anniversary,Giveon,TAKE TIME
64,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
65,PEPE,"L.A.X, DaVido",PEPE
66,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
67,Late At Night,Roddy Ricch,Late At Night
68,Straightenin,Migos,Culture III
69,Arcade,Duncan Laurence,Arcade
70,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
71,La La (feat. Ckay),"DaVido, CKay",A Better Time
72,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
73,Koleyewon,Naira Marley,Koleyewon
74,Abu Dhabi,Ruger,PANDEMIC
75,Damages,Tems,Damages
76,World,"Dangbana Republik, Bella Shmurda",World
77,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
78,Early Momo,"Vector, Good girl LA",Early Momo
79,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
80,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
