rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,High Tension 2.0,Dangbana Republik,1,1,1,1,1,1,3,1.2857142857142858
2,Clone Wars Vol. 5 - The Algorhythm,Show Dem Camp,2,2,2,2,2,12,6,4.0
3,UY Scuti,Olamide,9,5,3,4,4,2,17,6.285714285714286
4,LV N ATTN,Lojay,8,3,5,3,3,31,8,8.714285714285714
5,A True Champion,Rexxie,3,4,4,10,10,13,24,9.714285714285714
6,Made In Lagos,Wizkid,6,11,14,8,8,26,5,11.142857142857142
7,Twice As Tall,Burna Boy,7,10,6,34,34,11,29,18.714285714285715
8,Hall of Fame,POLO G,10,62,22,20,20,9,10,21.857142857142858
9,PANDEMIC,Ruger,5,16,55,6,6,4,68,22.857142857142858
10,The Voice of the Heroes,Lil Baby,65,64,20,28,28,16,36,36.714285714285715
11,Planet Her (Deluxe),Doja Cat,12,14,31,61,61,18,60,36.714285714285715
12,Ayo,Wizkid,32,13,35,88,88,28,19,43.285714285714285
13,Space Jam: A New Legacy (Original Motion Picture Soundtrack),Various Artists,16,301,12,19,19,8,7,54.57142857142857
14,A Good Time,DaVido,37,6,29,13,13,5,301,57.714285714285715
15,WONDALAND,Teni,29,75,301,5,5,20,26,65.85714285714286
16,Wild West,Central Cee,17,33,36,21,21,33,301,66.0
17,Somewhere Between Beauty & Magic,Joeboy,30,76,301,7,7,14,41,68.0
18,African Giant,Burna Boy,45,82,301,12,12,6,18,68.0
19,Justice,Justin Bieber,74,25,301,15,15,30,31,70.14285714285714
20,Old Church Basement,Elevation Worship,301,94,53,16,16,49,67,85.14285714285714
21,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,34,29,27,301,301,19,9,102.85714285714286
22,Culture III,Migos,301,61,21,9,9,22,301,103.42857142857143
23,CLOUDS (THE MIXTAPE),NF,301,301,9,14,14,48,62,107.0
24,Death Race For Love,Juice Wrld,39,301,24,17,17,56,301,107.85714285714286
25,High Tension,Bella Shmurda,36,301,7,38,38,35,301,108.0
26,USEE4YOURSELF,IDK,11,9,84,26,26,301,301,108.28571428571429
27,CALL ME IF YOU GET LOST,"Tyler, The Creator",25,59,43,27,27,301,301,111.85714285714286
28,Sex Over Love,Blaqbonez,13,24,13,67,67,301,301,112.28571428571429
29,PSYCHODRAMA,Dave,22,8,301,49,49,57,301,112.42857142857143
30,The Greatest Showman (Original Motion Picture Soundtrack),Various Artists,301,83,17,36,36,63,301,119.57142857142857
31,Boo of the Booless,Chike,301,301,34,55,55,78,47,124.42857142857143
32,SoundMan Vol. 1,Starboy,301,35,301,71,71,77,46,128.85714285714286
33,"Afro Pop, Vol. 1",Adekunle Gold,83,27,301,77,77,37,301,129.0
34,?,XXXTentacion,99,301,73,43,43,301,58,131.14285714285714
35,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,93,301,301,60,60,54,75,134.85714285714286
36,The Off-Season,J. Cole,4,15,8,301,301,40,301,138.57142857142858
37,APOLLO,Fireboy Dml,33,301,301,23,23,15,301,142.42857142857142
38,Love or the Word (EP),Jaywillz,301,69,301,11,11,3,301,142.42857142857142
39,Vince Staples,Vince Staples,60,22,11,301,301,301,59,150.71428571428572
40,The Palmwine Express,Show Dem Camp,15,48,69,301,301,23,301,151.14285714285714
41,Outside,Burna Boy,41,301,301,57,57,7,301,152.14285714285714
42,Ea$t N We$t,Dremo,72,68,301,25,25,301,301,156.14285714285714
43,A Better Time,DaVido,301,301,301,75,75,10,43,158.0
44,American Teen,Khalid,301,84,301,35,35,301,54,158.71428571428572
45,Man Of Galilee,Judikay,86,30,301,52,52,301,301,160.42857142857142
46,"Laughter, Tears & Goosebumps",Fireboy Dml,90,50,301,301,301,53,30,160.85714285714286
47,ASTROWORLD,Travis Scott,97,301,10,58,58,301,301,160.85714285714286
48,Haitian Boy Kodak,Kodak Black,301,67,301,66,66,301,35,162.42857142857142
49,Flu Game,AJ Tracey,75,26,301,70,70,301,301,163.42857142857142
50,Goodbye & Good Riddance,Juice Wrld,301,301,67,59,59,58,301,163.71428571428572
51,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,24,57,85,301,301,301,92,165.85714285714286
52,SAVAGE MODE II,21 Savage,301,301,59,73,73,301,84,170.28571428571428
53,Mars,BadboyMarz,67,40,301,100,100,301,301,172.85714285714286
54,8th Wondah,Sound Sultan,301,78,70,85,85,301,301,174.42857142857142
55,ROOTS,The Cavemen.,301,17,15,301,301,301,28,180.57142857142858
56,The Search,NF,301,301,30,18,18,301,301,181.42857142857142
57,Please Excuse Me for Being Antisocial,Roddy Ricch,301,18,301,32,32,301,301,183.71428571428572
58,Jubilee: Juneteenth Edition,Maverick City Music,27,301,301,29,29,301,301,184.14285714285714
59,Free Spirit,Khalid,301,21,301,39,39,301,301,186.14285714285714
60,For Broken Ears,Tems,14,28,60,301,301,301,301,186.57142857142858
61,Planet Her,Doja Cat,62,301,18,301,301,301,23,186.71428571428572
62,Superstar,Wizkid,301,301,301,42,42,301,20,186.85714285714286
63,The Human Condition,Jon Bellion,301,7,301,301,301,29,78,188.28571428571428
64,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)",LSD,38,301,301,45,45,301,301,190.28571428571428
65,Get Layd,Omah lay,20,301,301,54,54,301,301,190.28571428571428
66,SoulFly,Rod Wave,76,301,301,301,301,32,25,191.0
67,Goodbye & Good Riddance (Anniversary Edition),Juice Wrld,301,301,28,301,301,69,37,191.14285714285714
68,The Voice (Deluxe),Lil Durk,301,43,301,301,301,72,27,192.28571428571428
69,Heaven Or Hell,Don Toliver,84,38,301,301,301,21,301,192.42857142857142
70,Carpe Diem,Olamide,301,301,61,301,301,44,48,193.85714285714286
71,OXYGENE,Oxlade,49,301,301,53,53,301,301,194.14285714285714
72,El Dorado,24kgoldn,301,72,51,301,301,41,301,195.42857142857142
73,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,18,77,301,301,301,301,71,195.71428571428572
74,Masta Groove,Masterkraft,301,301,301,64,64,301,51,197.57142857142858
75,What Have We Done,Omah lay,31,301,301,74,74,301,301,197.57142857142858
76,Hopeless Romantic,Tomi Thomas,301,301,49,65,65,301,301,197.57142857142858
77,Legends Never Die,Juice Wrld,301,301,26,78,78,301,301,198.0
78,Rapture EP,Koffee,301,74,62,301,301,301,76,202.28571428571428
79,Light,MohBad,301,36,301,96,96,301,301,204.57142857142858
80,Starboy,The Weeknd,59,87,301,301,301,301,89,205.57142857142858
81,Hollywood's Bleeding,Post Malone,91,81,301,301,301,75,301,207.28571428571428
82,True 2 Myself,Lil Tjay,301,80,301,91,91,301,301,209.42857142857142
83,Barter 6,Young Thug,301,301,301,98,98,67,301,209.57142857142858
84,Zero Panic,Balloranking,301,301,19,301,301,17,301,220.14285714285714
85,Send Them To Coventry,Pa Salieu,301,301,301,22,22,301,301,221.28571428571428
86,Hood Boy Dreams,Jeriq,301,301,301,24,24,301,301,221.85714285714286
87,Be Right Back,Jorja Smith,301,301,301,30,30,301,301,223.57142857142858
88,Big Conspiracy,J Hus,301,12,301,301,301,301,49,223.71428571428572
89,Evolution,Joyner Lucas,301,301,301,31,31,301,301,223.85714285714286
90,Meet The Woo 2 (Deluxe),Pop Smoke,21,301,301,301,301,301,45,224.42857142857142
91,Chrome,Zinoleesky,301,301,301,33,33,301,301,224.42857142857142
92,Therapy Session,NF,301,53,16,301,301,301,301,224.85714285714286
93,God's Favourite Baby,Limoblaze,26,301,44,301,301,301,301,225.0
94,2 in 1,Darkoo,301,301,301,301,301,39,34,225.42857142857142
95,While The World Was Burning,SAINt JHN,301,301,23,301,301,51,301,225.57142857142858
96,Feed Tha Streets II,Roddy Ricch,301,301,301,37,37,301,301,225.57142857142858
97,Product of My Environment,Abra Cadabra,301,19,57,301,301,301,301,225.85714285714286
98,I LOVE GIRLS WITH TROBUL,Sarz,301,301,301,40,40,301,301,226.42857142857142
99,Rum & Boogie,Peruzzi,301,42,301,301,301,38,301,226.42857142857142
100,RY RY WORLD,Mariah the Scientist,23,58,301,301,301,301,301,226.57142857142858
101,2014 Forest Hills Drive,J. Cole,301,301,301,41,41,301,301,226.71428571428572
102,Die A Legend,POLO G,301,51,32,301,301,301,301,226.85714285714286
103,Common Sense,J Hus,301,34,301,301,301,301,53,227.42857142857142
104,Heavy Is The Head,Stormzy,301,49,38,301,301,301,301,227.42857142857142
105,More Life,Drake,301,301,301,44,44,301,301,227.57142857142858
106,poems of the past,Powfu,301,301,301,46,46,301,301,228.14285714285714
107,There Is More,Hillsong Worship,301,301,301,47,47,301,301,228.42857142857142
108,Make E No Cause Fight,Ajebutter22 and BOJ,301,301,301,48,48,301,301,228.71428571428572
109,Before the Chaos-EP,Erigga,301,301,50,301,301,47,301,228.85714285714286
110,Back of My Mind,H.E.R.,301,301,301,50,50,301,301,229.28571428571428
111,heartbreak hotel,Phora,301,301,301,51,51,301,301,229.57142857142858
112,drinking under the streetlights,Powfu,42,301,301,301,301,301,63,230.0
113,Off the Yak,Young M.A,69,301,301,301,301,301,38,230.28571428571428
114,Ignorance is Bliss,Skepta,35,301,74,301,301,301,301,230.57142857142858
115,KHALED KHALED,DJ Khaled,70,301,301,301,301,301,39,230.57142857142858
116,508-507-2209,Joyner Lucas,301,301,301,56,56,301,301,231.0
117,Zulu Man With Some Power,Nasty C,301,45,301,301,301,68,301,231.14285714285714
118,Scam,G4 Boyz,301,301,47,301,301,70,301,231.71428571428572
119,Satisfied,Mercy Chinwo,301,301,301,62,62,301,301,232.71428571428572
120,The Very Best Of UB40,UB40,301,301,301,63,63,301,301,233.0
121,SYRE,Jaden,57,301,301,301,301,301,70,233.14285714285714
122,SOUR,Olivia Rodrigo,66,301,301,301,301,301,64,233.57142857142858
123,THE GOAT,POLO G,301,47,88,301,301,301,301,234.28571428571428
124,Back From The Future,Sound Sultan,301,301,301,68,68,301,301,234.42857142857142
125,Expressions,STYL-PLUS,301,301,301,69,69,301,301,234.71428571428572
126,Cultural Praise,KCee,301,73,301,301,301,301,65,234.71428571428572
127,Chronicles of CORIZO,Corizo,301,93,46,301,301,301,301,234.85714285714286
128,Conflict Of Interest,Ghetts,301,301,301,72,72,301,301,235.57142857142858
129,Mr. Boombastic,Blaqbonez,301,301,301,76,76,301,301,236.71428571428572
130,Alagbe,Qdot,301,301,301,301,301,64,88,236.71428571428572
131,Rema Compilation,Rema,301,301,301,79,79,301,301,237.57142857142858
132,Sin City The Mixtape,Ski Mask the Slump God,98,301,301,301,301,301,61,237.71428571428572
133,Ehiemere's Property 1,Creen Caesar,301,301,301,80,80,301,301,237.85714285714286
134,A Gangsta\u2019s Pain,Moneybagg Yo,71,301,90,301,301,301,301,238.0
135,Hood Life Krisis Vol. 1,J.I the Prince of N.Y,301,301,301,81,81,301,301,238.14285714285714
136,The Separation,Jon Bellion,301,301,81,301,301,301,81,238.14285714285714
137,Beautiful Thugger Girls,Young Thug,301,301,301,82,82,301,301,238.42857142857142
138,KOD,J. Cole,301,301,301,83,83,301,301,238.71428571428572
139,Suncity,Khalid,301,301,301,301,301,89,77,238.71428571428572
140,MAP OF THE SOUL : 7,BTS,301,301,301,84,84,301,301,239.0
141,Gongo Aso,9ice,301,301,301,86,86,301,301,239.57142857142858
142,The Live Report,A-Q,301,301,301,87,87,301,301,239.85714285714286
143,Greater Than (Live),Tye Tribbett,301,301,301,89,89,301,301,240.42857142857142
144,Kos'oluwa Laye,Toluwani,301,301,301,90,90,301,301,240.71428571428572
145,Upon Reflection,Wretch 32,301,301,301,92,92,301,301,241.28571428571428
146,Rise Above Hate,Unknown T,301,301,301,93,93,301,301,241.57142857142858
147,Worship Circle Hymns,Worship Circle,301,301,301,94,94,301,301,241.85714285714286
148,The Young Lover,R.I.O,301,301,301,95,95,301,301,242.14285714285714
149,Steel Human,NoCap,301,301,301,97,97,301,301,242.71428571428572
150,Meet The Vamps,The Vamps,301,301,301,99,99,301,301,243.28571428571428
151,Faith,Pop Smoke,301,301,301,301,301,301,1,258.14285714285717
152,All Over The Place (Platinum VIP Edition),KSI,301,301,301,301,301,301,2,258.2857142857143
153,Deity,Marizu,301,301,301,301,301,301,11,259.57142857142856
154,Childish II,SaveMilli,301,301,301,301,301,301,12,259.7142857142857
155,Welcome To The Madhouse,Tones and I,301,301,301,301,301,301,13,259.85714285714283
156,Fallen Embers,Illenium,301,301,301,301,301,301,14,260.0
157,lately I feel EVERYTHING,Willow,301,301,301,301,301,301,15,260.14285714285717
158,JORDI (Deluxe),Maroon 5,301,301,301,301,301,301,16,260.2857142857143
159,Roots,NSG,19,301,301,301,301,301,301,260.7142857142857
160,ANTI,Rihanna,301,20,301,301,301,301,301,260.85714285714283
161,Sling,Clairo,301,301,301,301,301,301,21,261.0
162,Sob Rock,John Mayer,301,301,301,301,301,301,22,261.14285714285717
163,Too Faithful,Moses Bliss,301,23,301,301,301,301,301,261.2857142857143
164,Budweiser (Remix),Various Artists,301,301,301,301,301,24,301,261.42857142857144
165,Strings And Bling,Nasty C,301,301,25,301,301,301,301,261.57142857142856
166,The Mayor of Lagos,Mayorkun,301,301,301,301,301,25,301,261.57142857142856
167,Chosen,M\u00e5neskin,301,301,301,301,301,27,301,261.85714285714283
168,"Soundgod Fest, Vol. 1",Runtown,28,301,301,301,301,301,301,262.0
169,Mirage,Mannywellz,301,31,301,301,301,301,301,262.42857142857144
170,Ghetto Lenny's Love Songs,SAINt JHN,301,301,301,301,301,301,32,262.57142857142856
171,Bad Commando,Rema,301,32,301,301,301,301,301,262.57142857142856
172,Welcome To The Madhouse (Deluxe),Tones and I,301,301,301,301,301,301,33,262.7142857142857
173,Yellow,Brymo,301,301,33,301,301,301,301,262.7142857142857
174,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert,301,301,301,301,301,34,301,262.85714285714283
175,Fully Loaded,Duncan Mighty,301,301,301,301,301,36,301,263.14285714285717
176,Changes,Justin Bieber,301,301,37,301,301,301,301,263.2857142857143
177,THE ANGEL YOU DON'T KNOW,amaarae,301,37,301,301,301,301,301,263.2857142857143
178,King Of The Wolves,Alpha P,301,301,39,301,301,301,301,263.57142857142856
179,Barry Back,Barry Jhay,301,39,301,301,301,301,301,263.57142857142856
180,Full Moon,The Flowolf,40,301,301,301,301,301,301,263.7142857142857
181,Justice (Triple Chucks Deluxe),Justin Bieber,301,301,301,301,301,301,40,263.7142857142857
182,Bianu Kayi Kelee Jehova,Rev. Patty Obassey,301,301,40,301,301,301,301,263.7142857142857
183,Best Of Wande Coal,Wande Coal,301,301,41,301,301,301,301,263.85714285714283
184,LOGAN,Emtee,301,41,301,301,301,301,301,263.85714285714283
185,1000 Forms Of Fear,Sia,301,301,42,301,301,301,301,264.0
186,Boyfriend,CKay,301,301,301,301,301,301,42,264.0
187,All Of My Best Friends (Acoustic),Hillsong Young & Free,301,301,301,301,301,42,301,264.0
188,Invasion of Privacy,Cardi B,43,301,301,301,301,301,301,264.14285714285717
189,First Daze Of Winter,Maleek Berry,301,301,301,301,301,43,301,264.14285714285717
190,B4 The Storm (Complete Edition),Internet money,301,44,301,301,301,301,301,264.2857142857143
191,For The Night,Pop Smoke,301,301,301,301,301,301,44,264.2857142857143
192,JACKBOYS,JACKBOYS,44,301,301,301,301,301,301,264.2857142857143
193,TOP MEMBA,Kida Kudz,301,301,45,301,301,301,301,264.42857142857144
194,Scaled And Icy,Twenty One Pilots,301,301,301,301,301,45,301,264.42857142857144
195,WUNNA (Deluxe),Gunna,301,46,301,301,301,301,301,264.57142857142856
196,Beam Me Up Scotty,Nicki Minaj,301,301,301,301,301,46,301,264.57142857142856
197,While We Wait,Kehlani,46,301,301,301,301,301,301,264.57142857142856
198,KIDS SEE GHOSTS,KIDS SEE GHOSTS,47,301,301,301,301,301,301,264.7142857142857
199,Mixed Emotions - EP,Abra Cadabra,301,301,48,301,301,301,301,264.85714285714283
200,Palmwine Music,Show Dem Camp,48,301,301,301,301,301,301,264.85714285714283
201,Nobody Is Listening,ZAYN,301,301,301,301,301,50,301,265.14285714285717
202,Coup\u00e9 bibamba,Awilo Longomba,50,301,301,301,301,301,301,265.14285714285717
203,"My Dear Melancholy,",The Weeknd,301,301,301,301,301,301,50,265.14285714285717
204,The Erigma II,Erigga,51,301,301,301,301,301,301,265.2857142857143
205,Welcome to O'Block,King Von,301,301,301,301,301,52,301,265.42857142857144
206,...Shall We Begin...,Laycon,301,301,52,301,301,301,301,265.42857142857144
207,Enjoy Your Life,Lady Donli,52,301,301,301,301,301,301,265.42857142857144
208,I'll Say It For You,Dax,301,301,301,301,301,301,52,265.42857142857144
209,All My Demons Greeting Me As A Friend (Deluxe),AURORA,301,52,301,301,301,301,301,265.42857142857144
