Position,artist,album
1,Dave,We're All Alone In This Together
2,Billie Eilish,Happier Than Ever
3,Skepta,All In
4,Sarkodie,No Pressure
5,Victor AD,Nothing To Prove
6,WIIN,Deja Vu Playlist 2
7,Ruger,PANDEMIC
8,Lojay,LV N ATTN
9,Pop Smoke,Faith
10,Travis Scott,ASTROWORLD
11,POLO G,Hall of Fame
12,Moelogo,Itheep
13,Unknown T,Adolescence
14,Teni,WONDALAND
15,Juice Wrld,Goodbye & Good Riddance
16,Various Artists,Budweiser (Remix)
17,The Cavemen.,ROOTS
18,Yung Bleu,Moon Boy
19,Logic,Bobby Tarantino III
20,Toosii,Thank You For Believing (The Manifestation)
21,Pop Smoke,Faith (Deluxe)
22,Justin Bieber,Justice
23,Dangbana Republik,High Tension 2.0
24,XXXTentacion,?
25,KCee,Cultural Praise
26,Juice Wrld,Death Race For Love
27,Migos,Culture III
28,Starboy,SoundMan Vol. 1
29,Burna Boy,Twice As Tall
30,Obongjayar,Sweetness
31,Wizkid,Made In Lagos
32,Pop Smoke,Faith (Deluxe)
33,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
34,POLO G,THE GOAT
35,MohBad,Light
36,Central Cee,Wild West
37,Wizkid,Superstar
38,Hillsong Worship,Shout to the Lord 2 (Live)
39,Jon Bellion,The Human Condition
40,J Hus,Common Sense
41,Wizkid,Sounds From The Other Side
42,Lady Donli,W I L D
43,Roddy Ricch,Please Excuse Me for Being Antisocial
44,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
45,Doja Cat,Planet Her
46,Fireboy Dml,APOLLO
47,Juice Wrld,Legends Never Die
48,King Von,Welcome to O'Block
49,Tory Lanez,We Outside
50,Lil Durk,The Voice (Deluxe)
51,A\u1e63a,Asa Live In Lagos (Live)
52,Joeboy,Somewhere Between Beauty & Magic
53,NF,The Search
54,J Hus,Big Conspiracy
55,Drake,Dark Lane Demo Tapes
56,Playboi Carti,Whole Lotta Red
57,Offset,FATHER OF 4
58,Eric Donaldson,Eric Donaldson Sings 20 Jamaica Classics
59,Kanye West,JESUS IS KING
60,Yung Josh 93,Yung Josh 93 & Don Toliver
61,Lil Uzi Vert,Eternal Atake (Deluxe) - LUV vs. The World 2
62,Logic,No Pressure
63,Jaden,CTV3: Cool Tape Vol. 3
64,Tems,For Broken Ears
65,Justin Bieber,Justice (Triple Chucks Deluxe)
66,Corizo,Chronicles of CORIZO
67,Kida Kudz,TOP MEMBA
68,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
69,LADIPOE,T.A.P (Talk About Poe)
70,Kendrick Lamar,Section.80
71,Rod Wave,Ghetto Gospel
72,Alpha P,King Of The Wolves
73,JACKBOYS,JACKBOYS
74,Sunny Bobo,Old Skool
75,Dave East,HOFFA
76,Darkoo,2 in 1
77,blackbear,everything means nothing
78,Gabzy,Malone
79,CKay,Boyfriend
80,G4 Boyz,S.C.A.M
81,Odumodublvck,Eye Don Red
82,Justin Bieber,Freedom.
83,Chief Stephen Osita Osadebe,Kedu America
84,A\u1e63a,Asa (Asha)
85,Wizkid,Ayo
86,Jon Bellion,The Definition
87,Lin-Manuel Miranda,Hamilton (Original Broadway Cast Recording)
88,Lil Durk,Signed To The Streets 3
89,Stormzy,Gang Signs & Prayer
90,Show Dem Camp,Palmwine Music
91,Roddy Ricch,Feed Tha Streets II
92,NF,Perception
93,Lil Uzi Vert,Luv Is Rage 2 (Deluxe)
94,Hillsong Worship,There Is More
95,Burna Boy,Outside
96,Jaywillz,Love or the Word (EP)
97,Olamide,Street OT
98,Future,Future & Juice WRLD Present... WRLD ON DRUGS
99,Tomi Thomas,Hopeless Romantic
100,Lil Baby,The Voice of the Heroes
