Position,artist,album
1,Dangbana Republik,High Tension 2.0
2,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
3,Olamide,UY Scuti
4,Rexxie,A True Champion
5,Lojay,LV N ATTN
6,Burna Boy,Twice As Tall
7,Bella Shmurda,High Tension
8,J. Cole,The Off-Season
9,NF,CLOUDS (THE MIXTAPE)
10,Travis Scott,ASTROWORLD
11,Vince Staples,Vince Staples
12,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
13,Blaqbonez,Sex Over Love
14,Wizkid,Made In Lagos
15,The Cavemen.,ROOTS
16,NF,Therapy Session
17,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
18,Doja Cat,Planet Her
19,Balloranking,Zero Panic
20,Lil Baby,The Voice of the Heroes
21,Migos,Culture III
22,POLO G,Hall of Fame
23,SAINt JHN,While The World Was Burning
24,Juice Wrld,Death Race For Love
25,Nasty C,Strings And Bling
26,Juice Wrld,Legends Never Die
27,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
28,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
29,DaVido,A Good Time
30,NF,The Search
31,Doja Cat,Planet Her (Deluxe)
32,POLO G,Die A Legend
33,Brymo,Yellow
34,Chike,Boo of the Booless
35,Wizkid,Ayo
36,Central Cee,Wild West
37,Justin Bieber,Changes
38,Stormzy,Heavy Is The Head
39,Alpha P,King Of The Wolves
40,Rev. Patty Obassey,Bianu Kayi Kelee Jehova
41,Wande Coal,Best Of Wande Coal
42,Sia,1000 Forms Of Fear
43,"Tyler, The Creator",CALL ME IF YOU GET LOST
44,Limoblaze,God's Favourite Baby
45,Kida Kudz,TOP MEMBA
46,Corizo,Chronicles of CORIZO
47,G4 Boyz,Scam
48,Abra Cadabra,Mixed Emotions - EP
49,Tomi Thomas,Hopeless Romantic
50,Erigga,Before the Chaos-EP
51,24kgoldn,El Dorado
52,Laycon,...Shall We Begin...
53,Elevation Worship,Old Church Basement
54,Only The Family,Only The Family - Lil Durk Presents: Loyal Bros
55,Ruger,PANDEMIC
56,Dunsin Oyekan,The Gospel of the Kingdom
57,Abra Cadabra,Product of My Environment
58,Alpha P,"Wolves & Mustangs, Vol. 1"
59,21 Savage,SAVAGE MODE II
60,Tems,For Broken Ears
61,Olamide,Carpe Diem
62,Koffee,Rapture EP
63,Mr Eazi,One Day You Will Understand
64,Various Artists,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
65,Jacob Banks,Village
66,Kodak Black,Dying to Live
67,Juice Wrld,Goodbye & Good Riddance
68,Lil Baby,Street Gossip
69,Show Dem Camp,The Palmwine Express
70,Sound Sultan,8th Wondah
71,Jay-Z,Watch The Throne (Deluxe)
72,Doja Cat,Hot Pink
73,XXXTentacion,?
74,Skepta,Ignorance is Bliss
75,Kanye West,The Life Of Pablo
76,Kendrick Lamar,DAMN. COLLECTORS EDITION.
77,Olamide,Eyan Mayweather
78,Glee Cast,"Glee: The Music, The Complete Season Three"
79,NF,Perception
80,Camila Cabello,Camila
81,Jon Bellion,The Separation
82,Kendrick Lamar,DAMN.
83,Anendlessocean,Apeirogon
84,IDK,USEE4YOURSELF
85,Snoh Aalegra,TEMPORARY HIGHS IN THE VIOLET SKIES
86,DJ Khaled,Suffering From Success (Deluxe Version)
87,Various Artists,Power (Soundtrack from the Starz Original Series)
88,POLO G,THE GOAT
89,William Fitzsimmons,The Sparrow and the Crow
90,Moneybagg Yo,A Gangsta\u2019s Pain
91,Rudeboy,Rudeboy Hits Vol.1
92,Show Dem Camp,Palmwine Music 2
93,Various Artists,Future Bass Trends
94,James Brown,I Feel Good
95,slenderbodies,are we?
96,Sia,Music (Songs From And Inspired By The Motion Picture)
97,Warsheep,Unearthly Vibrations
98,John Legend,Deezer Sessions
99,Logic,Supermarket (Soundtrack)
100,Sauti Sol,Midnight Train
