Position,artist,album
1,Rexxie,A True Champion
2,Lojay,LV N ATTN
3,Wizkid,Made In Lagos
4,Olamide,UY Scuti
5,"Tyler, The Creator",CALL ME IF YOU GET LOST
6,POLO G,Hall of Fame
7,Doja Cat,Planet Her (Deluxe)
8,The Cavemen.,ROOTS
9,Doja Cat,Planet Her
10,Blaqbonez,Sex Over Love
11,Burna Boy,Twice As Tall
12,Burna Boy,African Giant
13,Lil Baby,The Voice of the Heroes
14,J. Cole,The Off-Season
15,Ruger,PANDEMIC
16,Post Malone,Hollywood's Bleeding
17,Metro Boomin,NOT ALL HEROES WEAR CAPES
18,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)"
19,ZAYN,Icarus Falls
20,Migos,Culture III (Deluxe)
21,H.E.R.,Back of My Mind
22,G4 Boyz,Scam
23,DJ Khaled,KHALED KHALED
24,Justin Bieber,Justice
25,The Weeknd,The Highlights
26,Joeboy,Somewhere Between Beauty & Magic
27,Abra Cadabra,Product of My Environment
28,Tems,For Broken Ears
29,Nasty C,Zulu Man With Some Power
30,Mr Eazi,"Life is Eazi, Vol. 2 - Lagos To London"
31,XXXTentacion,17
32,Jon Bellion,The Human Condition
33,Juice Wrld,Death Race For Love
34,Young Thug,Beautiful Thugger Girls
35,9ice,Gongo Aso
36,POLO G,Die A Legend
37,Maleek Berry,First Daze Of Winter
38,Wizkid,Sounds From The Other Side
39,Isaac Daniel,excerpts and elisions
40,Mr Eazi,Something Else
41,DaBaby,BLAME IT ON BABY
42,POLO G,THE GOAT
43,The Weeknd,After Hours
44,Chike,Boo of the Booless
45,Young Thug,So Much Fun
46,Takeoff,The Last Rocket
47,Maleek Berry,Last Daze Of Summer
48,Lil Uzi Vert,Luv Is Rage 2 (Deluxe)
49,21 Savage,Without Warning
50,Logic,YS Collection Vol. 1
51,Masterkraft,Masta Groove
52,Limoblaze,God's Favourite Baby
53,Maverick City Music,Jubilee: Juneteenth Edition
54,Lucky Dube,Best Of
55,Migos,Culture III
56,Corizo,Chronicles of CORIZO
57,Erigga,Before the Chaos-EP
58,Twenty One Pilots,Scaled And Icy
59,Nicki Minaj,Beam Me Up Scotty
60,Runtown,SoundGod Fest Reloaded
61,Elevation Worship,Old Church Basement
62,MohBad,Light
63,The Kid Laroi,F*CK LOVE (SAVAGE)
64,Pop Smoke,Enjoy Yourself
65,Adele,25
66,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
67,Jackboy,Living In History
68,Adekunle Gold,"Afro Pop, Vol. 1"
69,SAINt JHN,Ghetto Lenny's Love Songs
70,SAINt JHN,Collection One
71,Kizz Daniel,King Of Love
72,Naika,"Lost in Parad\u00efse, Pt. 1 (EP)"
73,Lukas Graham,Lukas Graham
74,Rexxie,Afro Streets
75,Olamide,999
76,J Hus,Big Conspiracy
77,6lack,East Atlanta Love Letter
78,Post Malone,beerbongs & bentleys
79,Ed Sheeran,\u00f7 (Deluxe)
80,Lil Kesh,YAGI (Young and Getting It)
81,Wizkid,Ayo
82,Jhen\u00e9 Aiko,Sail Out
83,Surfaces,Pacifico
84,Eminem,Curtain Call: The Hits
85,Calvin Harris,Funk Wav Bounces Vol.1
86,Joyner Lucas,508-507-2209
87,Adeyinka Alaseyori,Arojinle
88,Studying Music and Study Music,Music to Study by Relaxing Piano Study Music New Age Music Meditation and Classical Piano Background Music
89,Justin Bieber,Freedom.
90,Ada Ehi,Future Now
91,Mike Denver,Thank God For The Radio
92,Various Artists,"Sacred Mantras From India: Beautiful Indian Mantras For Peace, Prosperity, Love, Abundance, and More!"
93,Halsey,hopeless fountain kingdom (Deluxe)
94,Tomi Thomas,Hopeless Romantic
95,Lil Tjay,Destined 2 Win
96,T-Pain,Rappa Ternt Sanga (Expanded Edition)
97,YOASOBI,THE BOOK
98,Bryson Tiller,T R A P S O U L (Deluxe)
99,Internet money,B4 The Storm
100,Taylor Swift,1989
