Position,artist,album
1,Pop Smoke,Faith
2,Dangbana Republik,High Tension 2.0
3,Darkoo,2 in 1
4,Pop Smoke,Faith
5,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
6,KSI,All Over The Place (Platinum VIP Edition)
7,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
8,POLO G,Hall of Fame
9,Lil Baby,The Voice of the Heroes
10,Lojay,LV N ATTN
11,Doja Cat,Planet Her (Deluxe)
12,Olamide,UY Scuti
13,Illenium,Fallen Embers
14,Bella Shmurda,High Tension
15,Judikay,Man Of Galilee
16,Burna Boy,Twice As Tall
17,Rexxie,A True Champion
18,Olivia Rodrigo,SOUR
19,DJ Khaled,KHALED KHALED
20,J. Cole,The Off-Season
21,Fireboy Dml,APOLLO
22,Wizkid,Made In Lagos
23,Ruger,PANDEMIC
24,Jaywillz,Love or the Word (EP)
25,H.E.R.,Back of My Mind
26,SaveMilli,Childish II
27,"Tyler, The Creator",CALL ME IF YOU GET LOST
28,Sia,1000 Forms Of Fear
29,Migos,Culture III
30,Blxst,Sixtape 2
31,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
32,Dave,PSYCHODRAMA
33,Jon Bellion,The Human Condition
34,Burna Boy,African Giant
35,Erigga,The Erigma II
36,Starboy,SoundMan Vol. 1
37,Chike,Boo of the Booless
38,POLO G,THE GOAT
39,Internet money,B4 The Storm
40,MohBad,Light
41,NF,CLOUDS (THE MIXTAPE)
42,Teni,WONDALAND
43,Logic,YS Collection Vol. 1
44,Willow,lately I feel EVERYTHING
45,A\u1e63a,Asa (Asha)
46,50 Cent,Get Rich Or Die Tryin'
47,Justin Bieber,Justice
48,Joeboy,Somewhere Between Beauty & Magic
49,Tom Odell,monsters
50,Marizu,Deity
51,Ayra Starr,Ayra Starr
52,Elevation Worship,Old Church Basement
53,Lil Tjay,Destined 2 Win
54,Erigga,Before the Chaos-EP
55,Limoblaze,God's Favourite Baby
56,Various Artists,Budweiser (Remix)
57,Drake,What A Time To Be Alive
58,Sam Smith,Love Goes
59,CKay,Boyfriend
60,Crayon,Twelve A.M
61,KCee,Cultural Praise
62,G Herbo,25
63,Wizkid,Superstar
64,Tones and I,Welcome To The Madhouse
65,Ari Lennox,Shea Butter Baby
66,Nipsey Hussle,Victory Lap
67,1spirit & Theophilus Sunday,Morning Dew
68,Drake,Scorpion
69,6lack,East Atlanta Love Letter
70,Show Dem Camp,Palmwine Music 2
71,Pop Smoke,Mood Swings
72,John Mayer,Sob Rock
73,NF,The Search
74,Musiliu Haruna Ishola,Soyoyo
75,A\u1e63a,Lucid
76,Fireboy Dml,"Laughter, Tears & Goosebumps"
77,Oxlade,OXYGENE
78,Dax,I'll Say It For You
79,Joyner Lucas,ADHD
80,Drake,Dark Lane Demo Tapes
81,NSG,Roots
82,Joeboy,Love & Light
83,Victony,Saturn
84,The Weeknd,Beauty Behind The Madness
85,Drake,Scary Hours 2
86,Justin Bieber,Justice (Triple Chucks Deluxe)
87,Vince Staples,Vince Staples
88,Bruno Mars,24K Magic
89,Eminem,Curtain Call: The Hits
90,Drake,More Life
91,SF9,TURN OVER
92,Ski Mask the Slump God,Sin City The Mixtape
93,NLE Choppa,NLE Choppa
94,Various Artists,Baroque Treasures
95,YNW Melly,We All Shine
96,Phyno,Deal with It
97,YoungBoy Never Broke Again,Top
98,King Wasiu Ayinde Marshal 1,Okofaji Carnival Fuji Fusion
99,London Grammar,If You Wait (Deluxe Version)
100,Not3s,Take Not3s II
