rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,UY Scuti,Olamide,1,1,1,1,1,1,5,1.5714285714285714
2,Hall of Fame,POLO G,4,10,4,5,5,3,2,4.714285714285714
3,Culture III,Migos,2,2,3,3,2,14,15,5.857142857142857
4,Back of My Mind,H.E.R.,3,7,4,4,4,8,23,7.571428571428571
5,PANDEMIC,Ruger,9,29,2,2,14,4,6,9.428571428571429
6,JORDI (Deluxe),Maroon 5,7,6,14,14,5,15,19,11.428571428571429
7,The Voice of the Heroes,Lil Baby,6,8,7,7,21,6,26,11.571428571428571
8,Jubilee: Juneteenth Edition,Maverick City Music,14,5,6,6,8,12,80,18.714285714285715
9,Justice,Justin Bieber,13,20,25,25,13,37,12,20.714285714285715
10,The Off-Season,J. Cole,8,40,10,10,53,16,18,22.142857142857142
11,Big Conspiracy,J Hus,31,24,32,32,37,42,24,31.714285714285715
12,Made In Lagos,Wizkid,16,10,90,90,9,5,8,32.57142857142857
13,Sex Over Love,Blaqbonez,28,12,8,8,22,24,301,57.57142857142857
14,Somewhere Between Beauty & Magic,Joeboy,57,11,16,16,45,17,301,66.14285714285714
15,Legends Never Die,Juice Wrld,90,301,11,11,6,52,17,69.71428571428571
16,Twice As Tall,Burna Boy,34,27,26,26,19,86,301,74.14285714285714
17,Wild West,Central Cee,29,15,69,69,35,34,301,78.85714285714286
18,CLOUDS (THE MIXTAPE),NF,67,33,24,24,27,79,301,79.28571428571429
19,Zulu Man With Some Power,Nasty C,23,74,44,44,59,33,301,82.57142857142857
20,Boo of the Booless,Chike,60,62,36,36,55,88,301,91.14285714285714
21,African Giant,Burna Boy,301,58,83,83,79,13,22,91.28571428571429
22,LV N ATTN,Lojay,5,3,301,301,10,3,16,91.28571428571429
23,Superstar,Wizkid,18,88,17,17,24,301,301,109.42857142857143
24,The Human Condition,Jon Bellion,301,301,18,18,7,61,99,115.0
25,Death Race For Love,Juice Wrld,301,23,81,81,301,10,28,117.85714285714286
26,Goodbye & Good Riddance (Anniversary Edition),Juice Wrld,26,19,56,56,301,69,301,118.28571428571429
27,Scam,G4 Boyz,86,301,22,22,62,301,53,121.0
28,Old Church Basement,Elevation Worship,30,31,59,59,301,81,301,123.14285714285714
29,Outside,Burna Boy,45,84,301,301,72,31,29,123.28571428571429
30,When It's All Said And Done... Take Time,Giveon,68,30,63,63,43,301,301,124.14285714285714
31,Yabasi,Basketmouth,96,77,301,301,12,51,39,125.28571428571429
32,Ea$t N We$t,Dremo,301,16,60,60,65,75,301,125.42857142857143
33,Sounds From The Other Side,Wizkid,301,35,76,76,69,32,301,127.14285714285714
34,Hollywood's Bleeding,Post Malone,97,59,50,50,80,301,301,134.0
35,Product of My Environment,Abra Cadabra,77,79,301,301,85,83,59,140.71428571428572
36,Be Right Back,Jorja Smith,88,301,89,89,87,301,41,142.28571428571428
37,Village,Jacob Banks,301,18,19,19,301,39,301,142.57142857142858
38,Ayo,Wizkid,301,301,12,12,66,9,301,143.14285714285714
39,Ice Daddy,Gucci Mane,49,36,13,13,301,301,301,144.85714285714286
40,WONDALAND,Teni,301,28,15,15,301,301,60,145.85714285714286
41,Fast & Furious 9: The Fast Saga (Original Motion Picture Soundtrack),Various Artists,48,301,21,21,61,301,301,150.57142857142858
42,APOLLO,Fireboy Dml,52,301,28,28,301,301,49,151.42857142857142
43,THE GOAT,POLO G,301,70,35,35,301,301,37,154.28571428571428
44,El Dorado,24kgoldn,301,301,23,23,54,78,301,154.42857142857142
