Position,song,artist,album
36,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
37,Commitment Issues,Central Cee,Commitment Issues
38,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
39,Away,Ayra Starr,Ayra Starr
40,Early Momo,"Vector, Good girl LA",Early Momo
41,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
42,23,Burna Boy,Twice As Tall
43,World,"Dangbana Republik, Bella Shmurda",World
44,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
45,Cho Cho,"Zlatan, DaVido, Mayorkun",Cho Cho
46,Heartbreak Anniversary,Giveon,TAKE TIME
47,RAPSTAR,POLO G,RAPSTAR
48,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
49,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
50,SUN GOES DOWN,Lil Nas X,SUN GOES DOWN
51,Koleyewon,Naira Marley,Koleyewon
52,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
53,Money,"Terri, Bella Shmurda, MohBad",Money
54,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
55,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
56,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
57,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
58,Damages,Tems,Damages
59,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
60,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
61,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
62,La La (feat. Ckay),"DaVido, CKay",A Better Time
63,9 5 . s o u t h,J. Cole,The Off-Season
64,Ruger,Ruger,PANDEMIC
65,Bad Influence,Omah lay,Bad Influence
66,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
67,Abu Dhabi,Ruger,PANDEMIC
68,Don Dada,Timaya,Don Dada
69,Dior,Pop Smoke,Meet The Woo
70,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
71,Flex,Kizz Daniel,Flex
72,Sere (Remix),"Spinall, Fireboy Dml, 6lack",Sere (Remix)
73,Fall for Me,"Laycon, YKB",Fall for Me
74,Champion,"Fireboy Dml, D Smoke",APOLLO
75,Squander,"Falz, Niniola",Squander
76,Save Your Tears (Remix),"The Weeknd, Ariana Grande",Save Your Tears (Remix)
77,Way Too Big,Burna Boy,Twice As Tall
78,Anyone,Justin Bieber,Justice
79,Blinding Lights,The Weeknd,After Hours
80,Lucid Dreams,Juice Wrld,Goodbye & Good Riddance
81,Happy Birthday,"Simi, Adekunle Gold, DÃ©jÃ ",Happy Birthday
82,Killer (Remix),"Eminem, Jack Harlow, Cordae",Killer (Remix)
83,Okwaraji,Blaqbonez,Sex Over Love
84,Straightenin,Migos,Straightenin
85,INJURE ME,Teni,WONDALAND
86,Verified,"Laycon, Mayorkun",...Shall We Begin...
87,Love Like This (feat. Fireboy DML),"Lil Kesh, Fireboy Dml",Ecstasy
88,Reckless,Wizkid,Made In Lagos
89,Your Body,Mayorkun,Your Body
90,a p p l y i n g . p r e s s u r e,J. Cole,The Off-Season
91,l e t . g o . m y . h a n d,"J. Cole, Bas, 6lack",The Off-Season
92,Graduation,"Benny Blanco, Juice Wrld",Graduation
93,No Stress,Wizkid,Made In Lagos
94,Loco (feat. Mayorkun),"KDDO, Mayorkun",TOO LATE TOO LIT (EP)
95,Lonely,"Justin Bieber, Benny Blanco",Justice
96,Ballinâ€™,"Mustard, Roddy Ricch",Perfect Ten
97,Ma Pariwo,Zinoleesky,Ma Pariwo
98,Too Correct,"Crayon, Rema",Twelve A.M
99,GANG GANG,"POLO G, Lil Wayne",GANG GANG
100,i n t e r l u d e,J. Cole,The Off-Season
