Position,artist,album
1,Tiwa Savage,Water & Garri
2,Ayra Starr,19 & Dangerous
3,Trippie Redd,Trip At Knight
4,Trippie Redd,Trip At Knight (Complete Edition)
5,Liya,Alari
6,Rod Wave,SoulFly (Deluxe Version)
7,Lorde,Solar Power
8,Dave,We're All Alone In This Together
9,Travis Greene,Oil + Water
10,Lojay,LV N ATTN
11,Trippie Redd,Trip At Knight
12,dvsn,Cheers to the Best Memories
13,Ruger,PANDEMIC
14,YNW Melly,Just A Matter of Slime
15,POLO G,Hall of Fame
16,Burna Boy,Twice As Tall
17,Chike,Boo of the Booless
18,Wizkid,Sounds From The Other Side
19,Sknny,DARKEST HOUR pack
20,Omah lay,Get Layd
21,Travis Scott,ASTROWORLD
22,Justin Bieber,Justice
23,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
24,Oxlade,OXYGENE
25,Fireboy Dml,"Laughter, Tears & Goosebumps"
26,Juice Wrld,Unreleased 999
27,Giveon,When It's All Said And Done... Take Time
28,Joeboy,Somewhere Between Beauty & Magic
29,SAINt JHN,Ghetto Lenny's Love Songs
30,6lack,6pc Hot EP
31,NF,The Search
32,Kendrick Lamar,To Pimp A Butterfly
33,Jon Bellion,The Human Condition
34,Kendrick Lamar,DAMN.
35,Billie Eilish,Happier Than Ever
36,Nas,King's Disease II
37,Pop Smoke,Faith
38,Lil Durk,The Voice (Deluxe)
39,Doja Cat,Planet Her
40,Dangbana Republik,High Tension 2.0
41,DJ Khaled,KHALED KHALED
42,Olamide,UY Scuti
43,Justin Bieber,Freedom.
44,The Weeknd,The Highlights
45,Nasty C,Strings And Bling
46,Nasty C,Zulu Man With Some Power
47,Ayra Starr,Ayra Starr
48,XXXTentacion,?
49,Burna Boy,Outside
50,J Hus,Big Conspiracy
51,POLO G,THE GOAT
52,Dagrin,C.E.O
53,A Boogie Wit da Hoodie,Artist 2.0 (Deluxe)
54,Jeriq,Hood Boy Dreams
55,The Spirituals,Black History Project (Live from London)
56,DaVido,A Better Time
57,King Von,Welcome to O'Block
58,Joeboy,Love & Light
59,Kaptain,Kapacity
60,Kendrick Lamar,Section.80
61,Shaybo,Queen of the South
62,Dave,PSYCHODRAMA
63,Central Cee,Wild West
64,Fireboy Dml,APOLLO
65,Unknown T,Rise Above Hate
66,Justin Bieber,Changes
67,Stormzy,Heavy Is The Head
68,Post Malone,Hollywood's Bleeding
69,Juice Wrld,Death Race For Love
70,DaVido,Son of Mercy - EP
71,50 Cent,Best Of 50 Cent
72,NF,Perception
73,Blaqbonez,Sex Over Love
74,Zamir,FLOWERBOI4000
75,Rudeboy,Rudykillus
76,Future,Future & Juice WRLD Present... WRLD ON DRUGS
77,Yung Bleu,Moon Boy
78,Balloranking,Zero Panic
79,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
80,Maroon 5,JORDI (Deluxe)
81,B Young,Differences
82,Olivia Rodrigo,SOUR
83,KDDO,TOO LATE TOO LIT (EP)
84,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers
85,6lack,East Atlanta Love Letter
86,The Cavemen.,ROOTS
87,NoCap,Steel Human
88,Don Toliver,Heaven Or Hell
89,Dax,I'll Say It For You
90,Bella Shmurda,High Tension
91,Roddy Ricch,Please Excuse Me for Being Antisocial
92,Lil Nas X,7 EP
93,2Face Idibia,Face 2 Face
94,A-Reece,Reece Effect
95,Young Thug,Slime Season
96,Rod Wave,SoulFly
97,LSD,"LABRINTH, SIA & DIPLO PRESENT... LSD (feat. Sia, Diplo & Labrinth)"
98,Africando,Gombo salsa
99,G4 Boyz,S.C.A.M
100,Jaywillz,Love or the Word (EP)
