Position,song,artist,album
60,Cup of Tea,Olamide,UY Scuti
61,Early Momo,"Vector, Good girl LA",Early Momo
62,Commitment Issues,Central Cee,Commitment Issues
63,La La (feat. Ckay),"DaVido, CKay",A Better Time
64,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
65,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
66,Peaches (Masterkraft Remix),"Justin Bieber, Alpha P, Omah lay",Peaches (Masterkraft Remix)
67,Celebrate Me,Patoranking,Celebrate Me
68,Korope,"Lil Kesh, Naira Marley",Korope
69,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
70,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
71,Bad Influence,Omah lay,Bad Influence
72,PEPE,"L.A.X, DaVido",PEPE
73,Rough Up,"Olamide, LaYYdoe",UY Scuti
74,World,"Dangbana Republik, Bella Shmurda",World
75,Bad Habits,Ed Sheeran,Bad Habits
76,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
77,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
78,Damages,Tems,Damages
79,6am in Brighton,ArrDee,6am in Brighton
80,Voice of the Heroes,"Lil Baby, Lil Durk",The Voice of the Heroes
81,Somebody,"Olamide, Phyno",UY Scuti
82,Reckless,Wizkid,Made In Lagos
83,Ruger,Ruger,PANDEMIC
84,Way Too Big,Burna Boy,Twice As Tall
85,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
86,Blinding Lights,The Weeknd,After Hours
87,Dior,Pop Smoke,Meet The Woo
88,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
89,Money,"Terri, Bella Shmurda, MohBad",Money
90,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
91,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",All My Life (feat. Oxlade)
92,Straightenin,Migos,Culture III
93,All In,"Nasty C, T.I.",Zulu Man With Some Power
94,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
95,Jack,Nasty C,Jack
96,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
97,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
98,INJURE ME,Teni,WONDALAND
99,Want,"Olamide, FAVE",UY Scuti
100,Light It Up,"Migos, Pop Smoke",Culture III
