Position,song,artist,album
1,Understand,Omah lay,Understand
2,Bounce,Ruger,PANDEMIC
3,Feeling,"LADIPOE, Buju",Feeling
4,Rock,Olamide,Rock
5,Soundgasm,Rema,Soundgasm
6,Outside,Buju,Outside
7,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
8,Big Thug Boys,AV,Big Thug Boys
9,Testimony,Buju,Testimony
10,Confident,"Savage, Buju",Confident
11,Naira Marley,Zinoleesky,Naira Marley
12,Sinner,"Adekunle Gold, Lucky Daye",Sinner
13,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
14,Party Next Door,"Dangbana Republik, Bella Shmurda",High Tension 2.0
15,Yaba Buluku (Remix),"DJ TÃ¡rico, Burna Boy, Preck, Nelson Tivane",Yaba Buluku (feat. Preck & Nelson Tivane) [Remix]
16,Coming,"Naira Marley, Busiswa",Coming
17,Felony,CKay,Boyfriend
18,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
19,Far Away,"Dangbana Republik, Bella Shmurda",High Tension 2.0
20,Monalisa,"Lojay, Sarz",LV N ATTN
21,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
22,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",LV N ATTN
23,It Is What It Is,Adekunle Gold,It Is What It Is
24,Oliver Twist,ArrDee,Oliver Twist
25,Clash,"Dave, Stormzy",Clash
26,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
27,Kilometre,Burna Boy,Kilometre
28,Bounce,Rema,Bounce
29,Stay,"The Kid Laroi, Justin Bieber",Stay
30,Feel Good,MohBad,Feel Good
34,More Time,Pop Smoke,Faith
35,Good News,Pop Smoke,Faith
36,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
37,History,"Cheque, Fireboy Dml",History
38,Bout A Million,"Pop Smoke, 21 Savage, 42 Dugg",Faith
39,Pronto,"Ajebo Hustlers, Omah lay",Pronto
40,World,"Dangbana Republik, Bella Shmurda",High Tension 2.0
41,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
42,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
43,Show Me,Joeboy,Somewhere Between Beauty & Magic
44,Loved By You,"Justin Bieber, Burna Boy",Justice
45,Out There,"Dangbana Republik, Bella Shmurda",High Tension 2.0
46,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
47,Abu Dhabi,Ruger,PANDEMIC
48,Running (To You),"Chike, Simi",Running (To You)
49,All,"Rexxie, DaVido",A True Champion
50,PonPon,"Olamide, FAVE",UY Scuti
51,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
52,Manslaughter,"Pop Smoke, Rick Ross, The-Dream",Faith
53,RAPSTAR,POLO G,Hall of Fame
54,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
55,Kilofeshe,Zinoleesky,Chrome
56,Omo X 100,"Reminisce, Olamide",Omo X 100
57,Medicine,Jaywillz,Love or the Word (EP)
58,Lako,"Dangbana Republik, Bella Shmurda",High Tension 2.0
59,Soldier Go,"Dangbana Republik, Bella Shmurda",High Tension 2.0
60,Godly,Omah lay,What Have We Done
61,Brush Em,"Pop Smoke, Rah Swish",Faith
62,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
63,Rush,"Dangbana Republik, Bella Shmurda",High Tension 2.0
64,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
65,Focus,Joeboy,Somewhere Between Beauty & Magic
66,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
67,Celebrate Me,Patoranking,Celebrate Me
68,23,Burna Boy,Twice As Tall
69,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
70,Top Shotta,"Pop Smoke, The Neptunes, Pusha T, Travi, Beam",Faith
71,Woo Baby,"Pop Smoke, Chris Brown",Faith
72,La La (feat. Ckay),"DaVido, CKay",A Better Time
73,Tonongo,"Lojay, Sarz",LV N ATTN
74,Heartbreak Anniversary,Giveon,TAKE TIME
75,HUSTLE,Teni,WONDALAND
76,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
77,Commitment Issues,Central Cee,Commitment Issues
78,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
79,Late At Night,Roddy Ricch,Late At Night
80,Genius,"Pop Smoke, Lil Tjay, Swae Lee",Faith
81,Motley Crew,Post Malone,Motley Crew
82,Reckless,Wizkid,Made In Lagos
83,Early Momo,"Vector, Good girl LA",Early Momo
84,Whatâ€™s Crackin,"Pop Smoke, Takeoff",Faith
85,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
86,30,"Pop Smoke, Bizzy Banks",Faith
87,Dior,Pop Smoke,Meet The Woo
88,PEPE,"L.A.X, DaVido",PEPE
89,Beat The Speaker,Pop Smoke,Faith
90,Champion,"Dangbana Republik, Bella Shmurda",High Tension 2.0
91,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
92,Bad Influence,Omah lay,Bad Influence
93,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
94,Demeanor,"Pop Smoke, Dua Lipa",Faith
95,Mr. Jones,"Pop Smoke, Future",Faith
96,6am in Brighton,ArrDee,6am in Brighton
97,Spoiled,"Pop Smoke, Pharrell Williams",Faith
98,Bad Habits,Ed Sheeran,Bad Habits
99,Coupe,Pop Smoke,Faith
100,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
