,Position,song,artist
0,1,Understand,Omah lay
1,2,Sinner,Adekunle Gold
2,3,Bounce,Ruger
3,4,Feeling,LADIPOE
4,5,Outside,Buju
5,6,Monalisa,Lojay
6,7,Big Thug Boys,AV
7,8,Peru,Fireboy Dml
8,9,Soundgasm,Rema
9,10,Rock,Olamide
10,11,INDUSTRY BABY,Lil Nas X
11,12,Feel Good,MohBad
12,13,Naira Marley,Zinoleesky
13,14,Clash,Dave
14,15,Yaba Buluku (Remix),DJ Tárico
15,16,System,Dave
16,17,Essence (feat. Tems),Wizkid
17,18,Confident,Savage
18,19,Bling (feat. Amaarae & Buju),Blaqbonez
19,20,Testimony,Buju
20,21,Party Next Door,Dangbana Republik
21,22,Dimension (feat. Skepta & Rema),Jae5
22,23,Coming,Naira Marley
23,24,Lazarus,Dave
24,25,Felony,CKay
25,26,It Is What It Is,Adekunle Gold
26,27,LV N ATTN feat. Wizkid,Lojay
27,28,Forever (Remix),Gyakie
28,29,Medicine,Jaywillz
29,30,Hallelu,Masterkraft
30,31,Oliver Twist,ArrDee
31,32,Bounce,Rema
32,33,Abu Dhabi,Ruger
33,34,Ke Star (Remix),Focalistic
34,35,HUSTLE,Teni
35,36,Kilometre,Burna Boy
36,37,STAY,The Kid Laroi
37,38,Cocaine,Dai Verse
38,39,Pronto,Ajebo Hustlers
39,40,Loved By You,Justin Bieber
40,41,Far Away,Dangbana Republik
41,42,FOR YOU,Teni
42,43,Somebody Baby,Peruzzi
43,44,Show Me,Joeboy
44,45,Kilofeshe,Zinoleesky
45,46,History,Cheque
46,47,PonPon,Olamide
47,48,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne
48,49,Bloody Samaritan,Ayra Starr
49,50,Pray,Victony
50,51,MONTERO (Call Me By Your Name),Lil Nas X
51,52,All,Rexxie
52,53,Godly,Omah lay
53,54,RAPSTAR,POLO G
54,55,Infinity,Olamide
55,56,We're All Alone,Dave
56,57,Ginger (feat. Burna Boy),Wizkid
57,58,Nirvana,Skepta
58,59,Both Sides Of A Smile,Dave
59,60,Bellator,Skepta
60,61,Verdansk,Dave
61,62,KPK (Ko Por Ke),Rexxie
62,63,Running (To You),Chike
63,64,Law Of Attraction,Dave
64,65,23,Burna Boy
65,66,In The Fire,Dave
66,67,Tonongo,Lojay
67,68,Twenty To One,Dave
68,69,Focus,Joeboy
69,70,World,Dangbana Republik
70,71,La La (feat. Ckay),DaVido
71,72,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled
72,73,Late At Night,Roddy Ricch
73,74,Celebrate Me,Patoranking
74,75,Call Me Baby,Cheque
75,76,Getting Older,Billie Eilish
76,77,Damages,Tems
77,78,Peaches,Justin Bieber
78,79,Motley Crew,Post Malone
79,80,ROCKSTAR,DaBaby
80,81,Leave The Door Open,Bruno Mars
81,82,Commitment Issues,Central Cee
82,83,Peace of Mind,Skepta
83,84,Bad Habits,Ed Sheeran
84,85,Heart Attack,Dave
85,86,Out There,Dangbana Republik
86,87,The Best (feat. Mayorkun),DaVido
87,88,KOLO (feat. Oxlade),Ice Prince
88,89,Blessed (feat. Damian Marley),Wizkid
89,90,Bad Influence,Omah lay
90,91,Bout A Million,Pop Smoke
91,92,Ruger,Ruger
92,93,Mercy,Falz
93,94,Yafun Yafun,Ajebo Hustlers
94,95,Rush,Dangbana Republik
95,96,Heartbreak Anniversary,Giveon
96,97,Lit Like This,Skepta
97,98,Billie Bossa Nova,Billie Eilish
98,99,Lemonade,Internet money
99,100,All In,Nasty C
