Position,song,artist,album
36,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
37,a m a r i,J. Cole,The Off-Season
38,RAPSTAR,POLO G,RAPSTAR
39,Heartbreak Anniversary,Giveon,TAKE TIME
40,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
41,Commitment Issues,Central Cee,Commitment Issues
42,23,Burna Boy,Twice As Tall
43,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
44,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
45,Godly,Omah lay,What Have We Done
46,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
47,Monalisa,"Lojay, Sarz",LV N ATTN
48,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
49,Money,"Terri, Bella Shmurda, MohBad",Money
50,Early Momo,"Vector, Good girl LA",Early Momo
51,Hats Off,"Lil Baby, Lil Durk, Travis Scott",The Voice of the Heroes
52,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
53,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
54,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
55,Away,Ayra Starr,Ayra Starr
56,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
57,Park O X3,"Lojay, Sarz",LV N ATTN
58,Koleyewon,Naira Marley,Koleyewon
59,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",All My Life (feat. Oxlade)
60,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
61,La La (feat. Ckay),"DaVido, CKay",A Better Time
62,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
63,Abu Dhabi,Ruger,PANDEMIC
64,Cho Cho,"Zlatan, DaVido, Mayorkun",Cho Cho
65,Who I Want,"Lil Baby, Lil Durk",The Voice of the Heroes
66,Rich Off Pain,"Lil Baby, Lil Durk, Rod Wave",The Voice of the Heroes
67,World,"Dangbana Republik, Bella Shmurda",World
68,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
69,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
70,Wow,Tion Wayne,Wow
71,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
72,Ruger,Ruger,PANDEMIC
73,Damages,Tems,Damages
74,Panty!,"Lojay, Sarz",LV N ATTN
75,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
76,Anyone,Justin Bieber,Justice
77,2040,"Lil Baby, Lil Durk",The Voice of the Heroes
78,Dior,Pop Smoke,Meet The Woo
79,This Your Body,"Skales, DaVido",This Your Body
80,9 5 . s o u t h,J. Cole,The Off-Season
81,Blinding Lights,The Weeknd,After Hours
82,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
83,Straightenin,Migos,Straightenin
84,Flex,Kizz Daniel,Flex
85,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
86,Reckless,Wizkid,Made In Lagos
87,Still Hood,"Lil Baby, Lil Durk",The Voice of the Heroes
88,Sere (Remix),"Spinall, Fireboy Dml, 6lack",Sere (Remix)
89,Lonely,"Justin Bieber, Benny Blanco",Justice
90,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
91,Way Too Big,Burna Boy,Twice As Tall
92,His & Hers,"Internet money, Gunna, Don Toliver, Lil Uzi Vert",His & Hers
93,6am in Brighton,ArrDee,6am in Brighton
94,Don Dada,Timaya,Don Dada
95,How It Feels,"Lil Baby, Lil Durk",The Voice of the Heroes
96,Champion,"Fireboy Dml, D Smoke",APOLLO
97,INJURE ME,Teni,WONDALAND
98,Man of my Word,"Lil Baby, Lil Durk",The Voice of the Heroes
99,All In,"Nasty C, T.I.",Zulu Man With Some Power
100,Too Correct,"Crayon, Rema",Twelve A.M
