Position,artist,album
1,Dave,We're All Alone In This Together
2,Ajebo Hustlers,"Kpos Lifestyle, Vol. 1"
3,Yung Bleu,Moon Boy
4,The Kid Laroi,F*CK LOVE 3: OVER YOU
5,Obongjayar,Sweetness
6,Kida Kudz,TOP MEMBA
7,Anne-Marie,Therapy
8,Pop Smoke,Faith (Deluxe)
9,Dangbana Republik,High Tension 2.0
10,Pop Smoke,Faith
11,1da Banton,Original Vibe Machine
12,tribl,Tribl I
13,Dave,PSYCHODRAMA
14,Burna Boy,African Giant
15,Ruger,PANDEMIC
16,Tones and I,Welcome To The Madhouse (Deluxe)
17,Juice Wrld,Legends Never Die
18,J. Cole,The Off-Season
19,Wizkid,Made In Lagos
20,MARVZEHIZ,Storyline
21,Future,Future & Juice WRLD Present... WRLD ON DRUGS
22,Olamide,UY Scuti
23,Lojay,LV N ATTN
24,Rod Wave,SoulFly
25,KSI,All Over The Place (Platinum VIP Edition)
26,Joeboy,Somewhere Between Beauty & Magic
27,The Kid Laroi,F*CK LOVE 3: OVER YOU
28,Omah lay,What Have We Done
29,Fatboy E,Fatboy Energy
30,Darkoo,2 in 1
31,Show Dem Camp,Clone Wars Vol. 5 - The Algorhythm
32,POLO G,THE GOAT
33,Logic,YS Collection Vol. 1
34,J. Cole,4 Your Eyez Only
35,Justin Bieber,Justice
36,Remble,IT\u2019S REMBLE
37,Leon Bridges,Gold-Diggers Sound
38,Ransom,Heavy Is the Head
39,Willow,lately I feel EVERYTHING
40,A\u1e63a,Asa (Asha)
41,Olamide,Baddest Guy Ever Liveth
42,Post Malone,beerbongs & bentleys
43,Jaywillz,Love or the Word (EP)
44,Lil Tjay,Destined 2 Win
45,Kanye West,Graduation
46,Bella Shmurda,High Tension
47,Abra Cadabra,Product of My Environment
48,Jack Harlow,Thats What They All Say
49,Various Artists,Space Jam: A New Legacy (Original Motion Picture Soundtrack)
50,Dagizah,Zero Your Mind
51,POLO G,Hall of Fame
52,Migos,Culture III
53,Lil Baby,The Voice of the Heroes
54,Kanye West,My Beautiful Dark Twisted Fantasy
55,Dave,Game Over
56,NF,CLOUDS (THE MIXTAPE)
57,Bazzi,COSMIC
58,Dremo,Ea$t N We$t
59,Giveon,TAKE TIME
60,DaVido,Best Of Davido
61,BoyWitch,The Devil You Know (Inspired by True Events)
62,Kaptain,Kapacity
63,Doja Cat,Planet Her (Deluxe)
64,Rexxie,A True Champion
65,Kanye West,Yeezus
66,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
67,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
68,Genjutsu Beats,Akatsuki (Drill Tape)
69,Illenium,Fallen Embers
70,Aramide,Bittersweet
71,Migos,Culture III (Deluxe)
72,Cheque,Razor
73,Fetty Wap,Fetty Wap (Deluxe)
74,Eminem,Revival
75,Da baby,Back On My Baby Jesus $hit
76,Hillsong Worship,There Is More
77,Burna Boy,Outside
78,KIDS SEE GHOSTS,KIDS SEE GHOSTS
79,6lack,East Atlanta Love Letter
80,Lil Wayne,Tha Carter V
81,Lil Baby,Street Gossip
82,Kanye West,ye
83,Fireboy Dml,APOLLO
84,The Cavemen.,ROOTS
85,Blaqbonez,Sex Over Love
86,Phil Thompson,Lion of Judah
87,Olivia Rodrigo,SOUR
88,Juice Wrld,Death Race For Love
89,DaVido,A Better Time
90,Cruel Santino,Mandy & The Jungle
91,A\u1e63a,Bed of Stone
92,Lil Nas X,7 EP
93,Lil Baby,My Turn (Deluxe)
94,Ayra Starr,Ayra Starr
95,Pa Salieu,Send Them To Coventry
96,Meek Mill,QUARANTINE PACK
97,DaVido,A Good Time
98,Rev. Patty Obassey,Complete Nwamamaiwota
99,Central Cee,Wild West
100,AJ Tracey,Flu Game
