rank,album,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Water & Garri,Tiwa Savage,1,1,2,2,3,4,8,3.0
2,19 & Dangerous,Ayra Starr,2,2,3,3,1,5,5,3.0
3,SoulFly (Deluxe Version),Rod Wave,6,4,4,15,6,7,22,9.142857142857142
4,We're All Alone In This Together,Dave,8,8,18,4,10,10,17,10.714285714285714
5,Alari,Liya,5,3,19,10,11,23,28,14.142857142857142
6,Solar Power,Lorde,7,7,20,9,17,20,26,15.142857142857142
7,LV N ATTN,Lojay,10,55,8,8,5,17,47,21.428571428571427
8,Trip At Knight (Complete Edition),Trippie Redd,4,6,5,43,14,41,80,27.571428571428573
9,Happier Than Ever,Billie Eilish,35,17,37,28,12,40,66,33.57142857142857
10,Planet Her,Doja Cat,39,19,73,19,29,9,58,35.142857142857146
11,Trip At Knight,Trippie Redd,3,11,5,7,13,301,48,55.42857142857143
12,High Tension 2.0,Dangbana Republik,40,46,301,12,13,13,18,63.285714285714285
13,Oil + Water,Travis Greene,9,9,6,27,50,301,43,63.57142857142857
14,Made In Lagos,Wizkid,301,10,67,7,35,8,30,65.42857142857143
15,PANDEMIC,Ruger,13,61,301,5,28,29,33,67.14285714285714
16,Hall of Fame,POLO G,15,13,71,301,16,35,19,67.14285714285714
17,Twice As Tall,Burna Boy,16,301,14,34,8,15,91,68.42857142857143
18,Just A Matter of Slime,YNW Melly,14,30,27,54,301,47,64,76.71428571428571
19,African Giant,Burna Boy,301,73,54,75,15,33,13,80.57142857142857
20,King's Disease II,Nas,36,35,29,22,91,301,56,81.42857142857143
21,Eclipse,Troniq Music,301,301,1,1,2,3,3,87.42857142857143
22,The Voice (Deluxe),Lil Durk,38,37,74,21,85,301,85,91.57142857142857
23,Boo of the Booless,Chike,17,25,24,32,45,301,301,106.42857142857143
24,Black History Project (Live from London),The Spirituals,55,11,16,37,58,301,301,111.28571428571429
25,Hollywood's Bleeding,Post Malone,68,26,56,30,19,301,301,114.42857142857143
26,Justice,Justin Bieber,22,22,301,301,51,72,34,114.71428571428571
27,ASTROWORLD,Travis Scott,21,16,301,91,70,301,39,119.85714285714286
28,Ayra Starr,Ayra Starr,47,65,301,301,33,28,68,120.42857142857143
29,Wild West,Central Cee,63,301,15,301,65,68,31,120.57142857142857
30,The Search,NF,31,40,55,99,18,301,301,120.71428571428571
31,Shoot For The Stars Aim For The Moon (Deluxe),Pop Smoke,23,301,13,301,83,93,95,129.85714285714286
32,East Atlanta Love Letter,6lack,85,42,301,301,97,73,77,139.42857142857142
33,Faith,Pop Smoke,37,12,301,301,9,21,301,140.28571428571428
34,Nothing To Prove,Victor AD,301,14,301,39,27,14,301,142.42857142857142
35,misery lake,blackbear,301,29,11,301,54,11,301,144.0
36,A Better Time,DaVido,56,15,301,14,301,301,35,146.14285714285714
37,"Laughter, Tears & Goosebumps",Fireboy Dml,25,71,301,11,301,37,301,149.57142857142858
38,UY Scuti,Olamide,42,56,26,24,301,301,301,150.14285714285714
39,Vivo (Original Motion Picture Soundtrack),Lin-Manuel Miranda,301,301,48,301,53,30,29,151.85714285714286
40,The Off-Season,J. Cole,301,301,17,47,301,63,37,152.42857142857142
41,Hood Boy Dreams,Jeriq,54,69,25,18,301,301,301,152.71428571428572
42,APOLLO,Fireboy Dml,64,301,64,35,301,12,301,154.0
43,Freedom.,Justin Bieber,43,57,33,50,301,301,301,155.14285714285714
44,All In,Skepta,301,24,301,53,88,22,301,155.71428571428572
45,The Human Condition,Jon Bellion,33,28,301,86,60,301,301,158.57142857142858
46,Legends Never Die,Juice Wrld,301,301,63,36,301,42,92,162.28571428571428
47,?,XXXTentacion,48,90,39,69,301,301,301,164.14285714285714
48,Moon Boy,Yung Bleu,77,301,75,301,87,18,301,165.71428571428572
49,S.C.A.M,G4 Boyz,99,301,301,62,301,36,67,166.71428571428572
50,Big Conspiracy,J Hus,50,70,301,78,301,301,73,167.71428571428572
51,Euphoria,PsychoYP,301,301,301,301,4,2,2,173.14285714285714
52,"Afro Pop, Vol. 1",Adekunle Gold,301,68,301,93,301,58,90,173.14285714285714
53,The Voice of the Heroes,Lil Baby,301,301,301,20,7,301,36,181.0
54,NOEASY,Stray Kids,301,301,10,301,21,34,301,181.28571428571428
55,Strings And Bling,Nasty C,45,301,12,301,301,39,301,185.71428571428572
56,Outside,Burna Boy,49,301,301,301,25,301,24,186.0
57,Sex Over Love,Blaqbonez,73,301,301,6,301,301,38,188.71428571428572
58,Budweiser (Remix),Various Artists,301,301,46,26,301,46,301,188.85714285714286
59,TOP MEMBA,Kida Kudz,301,54,301,25,301,44,301,189.57142857142858
60,Rudykillus,Rudeboy,75,18,301,301,32,301,301,189.85714285714286
61,DAMN.,Kendrick Lamar,34,301,301,29,64,301,301,190.14285714285714
62,Somewhere Between Beauty & Magic,Joeboy,28,301,301,301,30,301,78,191.42857142857142
63,Cultural Praise,KCee,301,21,301,301,55,301,60,191.42857142857142
64,Please Excuse Me for Being Antisocial,Roddy Ricch,91,301,23,31,301,301,301,192.71428571428572
65,Planet Her (Deluxe),Doja Cat,301,301,31,45,301,77,301,193.85714285714286
66,Sweetness,Obongjayar,301,301,45,301,301,76,45,195.71428571428572
67,High Tension,Bella Shmurda,90,301,301,33,301,301,50,196.71428571428572
68,While The World Was Burning,SAINt JHN,301,64,68,301,48,301,301,197.71428571428572
69,Legend - The Best Of Bob Marley And The Wailers,Bob Marley & The Wailers,84,27,301,301,301,301,76,198.71428571428572
70,The Highlights,The Weeknd,44,301,301,58,93,301,301,199.85714285714286
71,Zulu Man With Some Power,Nasty C,46,67,301,301,301,301,86,200.42857142857142
72,Superstar,Wizkid,301,79,301,301,301,49,72,200.57142857142858
73,Perception,NF,72,301,78,301,66,301,301,202.85714285714286
74,Death Race For Love,Juice Wrld,69,301,301,74,301,301,75,203.14285714285714
75,SoulFly,Rod Wave,96,301,301,301,86,301,44,204.28571428571428
76,"Kpos Lifestyle, Vol. 1",Ajebo Hustlers,79,301,72,301,301,75,301,204.28571428571428
77,Future & Juice WRLD Present... WRLD ON DRUGS,Future,76,301,97,73,301,301,301,207.14285714285714
78,Adolescence,Unknown T,301,100,301,84,89,301,301,211.0
79,Made In Lagos: Deluxe Edition,Wizkid,301,301,301,301,301,1,1,215.28571428571428
80,Shopla,Jaido P,301,301,301,301,301,6,7,216.85714285714286
81,6pc Hot EP,6lack,30,301,301,301,20,301,301,222.14285714285714
82,BIRTHDAY MIX 6,Lil Yachty,301,301,9,42,301,301,301,222.28571428571428
83,For Broken Ears,Tems,301,301,301,23,301,301,32,222.85714285714286
84,beerbongs & bentleys,Post Malone,301,43,301,17,301,301,301,223.57142857142858
85,Cheers to the Best Memories,dvsn,12,301,301,301,56,301,301,224.71428571428572
86,Get Layd,Omah lay,20,48,301,301,301,301,301,224.71428571428572
87,KHALED KHALED,DJ Khaled,41,301,34,301,301,301,301,225.71428571428572
88,WONDALAND,Teni,301,60,301,301,301,16,301,225.85714285714286
89,Sounds From The Other Side,Wizkid,18,301,301,66,301,301,301,227.0
90,A True Champion,Rexxie,301,301,44,40,301,301,301,227.0
91,Redemption,Burna Boy,301,301,301,301,22,301,69,228.0
92,When It's All Said And Done... Take Time,Giveon,27,301,301,301,301,301,70,228.85714285714286
93,FLOWERBOI4000,Zamir,74,301,301,301,301,301,27,229.42857142857142
94,2040 II,Cali-Ber Tha Grime,301,301,301,44,57,301,301,229.42857142857142
95,Haitian Boy Kodak,Kodak Black,301,301,43,301,301,301,59,229.57142857142858
96,THE GOAT,POLO G,51,301,301,301,301,54,301,230.0
97,Boyfriend,CKay,301,62,301,301,301,301,49,230.85714285714286
98,SAVAGE MODE II,21 Savage,301,301,66,46,301,301,301,231.0
99,SOUR,Olivia Rodrigo,82,301,30,301,301,301,301,231.0
100,ROOTS,The Cavemen.,86,301,301,301,301,27,301,231.14285714285714
101,Issa Album,21 Savage,301,51,301,65,301,301,301,231.57142857142858
102,Welcome to O'Block,King Von,57,301,301,301,301,60,301,231.71428571428572
103,Black Panther The Album Music From And Inspired By,Kendrick Lamar,301,301,49,68,301,301,301,231.71428571428572
104,Starboy,The Weeknd,301,301,38,301,301,79,301,231.71428571428572
105,Culture III,Migos,301,301,35,301,82,301,301,231.71428571428572
106,Differences,B Young,81,301,301,301,39,301,301,232.14285714285714
