Position,song,artist,album
78,Sere (Remix),"Spinall, Fireboy Dml, 6lack",Sere (Remix)
79,FEM,DaVido,FEM
80,a p p l y i n g . p r e s s u r e,J. Cole,The Off-Season
81,Fall for Me,"Laycon, YKB",Fall for Me
82,Way Too Big,Burna Boy,Twice As Tall
83,Too Correct,"Crayon, Rema",Twelve A.M
84,God Forbid,Peruzzi,Rum & Boogie
85,INJURE ME,Teni,WONDALAND
86,All In,"Nasty C, T.I.",Zulu Man With Some Power
87,i n t e r l u d e,J. Cole,The Off-Season
88,Lonely,"Justin Bieber, Benny Blanco",Justice
89,l e t . g o . m y . h a n d,"J. Cole, Bas, 6lack",The Off-Season
90,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",Levitating (feat. DaBaby)
91,Flex,Kizz Daniel,Flex
92,Verified,"Laycon, Mayorkun",...Shall We Begin...
93,Loco (feat. Mayorkun),"KDDO, Mayorkun",TOO LATE TOO LIT (EP)
94,Hold On,Justin Bieber,Justice
95,6am in Brighton,ArrDee,6am in Brighton
96,Body,"Russ Millions, Tion Wayne",Body
97,Jackpot,"Crayon, Bella Shmurda",Twelve A.M
98,Straightenin,Migos,Straightenin
99,Ma Pariwo,Zinoleesky,Ma Pariwo
100,No Stress,Wizkid,Made In Lagos
