Position,song,artist,album
1,Feeling,"LADIPOE, Buju",Feeling
2,Rock,Olamide,Rock
3,Bounce,Ruger,PANDEMIC
4,Outside,Buju,Outside
5,Bling (feat. Amaarae & Buju),"Blaqbonez, amaarae, Buju",Bling (feat. Amaarae & Buju)
6,Dimension (feat. Skepta & Rema),"Jae5, Skepta, Rema",Dimension (feat. Skepta & Rema)
7,Coming,"Naira Marley, Busiswa",Coming
8,Felony,CKay,Boyfriend
9,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions, ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
10,Essence (feat. Tems),"Wizkid, Tems",Made In Lagos
11,Forever (Remix),"Gyakie, Omah lay",Forever (Remix)
12,Bounce,Rema,Bounce
13,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",Ke Star (Remix)
14,Somebody Baby,"Peruzzi, DaVido",Somebody Baby
15,It Is What It Is,Adekunle Gold,It Is What It Is
16,Kilometre,Burna Boy,Kilometre
17,Pronto,"Ajebo Hustlers, Omah lay",Pronto
18,History,"Cheque, Fireboy Dml",History
19,Loved By You,"Justin Bieber, Burna Boy",Justice
20,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",Hallelu
21,FOR YOU,"Teni, DaVido",FOR YOU
22,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name)
23,Peaches,"Justin Bieber, Daniel Caesar, Giveon",Justice
24,a m a r i,J. Cole,The Off-Season
25,Infinity,"Olamide, Omah lay",Carpe Diem
26,Running (To You),"Chike, Simi",Running (To You)
27,Kilofeshe,Zinoleesky,Chrome
28,Focus,Joeboy,Somewhere Between Beauty & Magic
29,Show Me,Joeboy,Somewhere Between Beauty & Magic
30,KOLO (feat. Oxlade),"Ice Prince, Oxlade",KOLO (feat. Oxlade)
31,KPK (Ko Por Ke),"Rexxie, MohBad",KPK (Ko Por Ke)
32,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe)
33,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",KHALED KHALED
34,Godly,Omah lay,What Have We Done
35,Commitment Issues,Central Cee,Commitment Issues
36,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",Made In Lagos
37,The Best (feat. Mayorkun),"DaVido, Mayorkun",A Better Time
38,RAPSTAR,POLO G,RAPSTAR
39,Early Momo,"Vector, Good girl LA",Early Momo
40,Heartbreak Anniversary,Giveon,TAKE TIME
41,Voice of the Heroes,"Lil Baby, Lil Durk",Voice of the Heroes
42,23,Burna Boy,Twice As Tall
43,Cho Cho,"Zlatan, DaVido, Mayorkun",Cho Cho
44,Rush,"Dangbana Rebublik, Bella Shmurda",Rush
45,m y . l i f e,"J. Cole, 21 Savage, Morray",The Off-Season
46,Astronaut In The Ocean,Masked Wolf,Astronaut In The Ocean
47,Cash App,"Bella Shmurda, Zlatan, Lincoln",Cash App
48,Calling My Phone,"Lil Tjay, 6lack",Calling My Phone
49,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",The Off-Season
50,Away,Ayra Starr,Ayra Starr
51,World,"Dangbana Republik, Bella Shmurda",World
52,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
53,Blessed (feat. Damian Marley),"Wizkid, Damian Marley",Made In Lagos
54,Koleyewon,Naira Marley,Koleyewon
55,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",Sex Over Love
56,Damages,Tems,Damages
57,Dior,Pop Smoke,Meet The Woo
58,Lemonade,"Internet money, Gunna, Don Toliver, NAV",Lemonade
59,9 5 . s o u t h,J. Cole,The Off-Season
60,Anyone,Justin Bieber,Justice
61,Money,"Terri, Bella Shmurda, MohBad",Money
62,La La (feat. Ckay),"DaVido, CKay",A Better Time
63,Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA)
64,Ruger,Ruger,PANDEMIC
65,Abu Dhabi,Ruger,PANDEMIC
66,Blinding Lights,The Weeknd,After Hours
67,ROCKSTAR,"DaBaby, Roddy Ricch",BLAME IT ON BABY
68,Bad Influence,Omah lay,Bad Influence
69,Southy Love,"Peruzzi, Fireboy Dml",Southy Love
70,Don Dada,Timaya,Don Dada
71,Okwaraji,Blaqbonez,Sex Over Love
72,Champion,"Fireboy Dml, D Smoke",APOLLO
73,At My Worst (feat. Kehlani),"Pink Sweat$, Kehlani",At My Worst (feat. Kehlani)
74,SUN GOES DOWN,Lil Nas X,SUN GOES DOWN
75,Reckless,Wizkid,Made In Lagos
76,Music Messiah,"DJ Neptune, Wande Coal",Music Messiah
77,Ginger Me,Rema,Ginger Me
