Position,artist,album
1,Lil Baby,The Voice of the Heroes
2,Lojay,LV N ATTN
3,The Cavemen.,ROOTS
4,Wizkid,Made In Lagos
5,DaVido,A Better Time
6,Central Cee,Wild West
7,J. Cole,The Off-Season
8,Blaqbonez,Sex Over Love
9,Ruger,PANDEMIC
10,Justin Bieber,Justice
11,G4 Boyz,Scam
12,DJ Khaled,KHALED KHALED
13,JACKBOYS,JACKBOYS
14,Olivia Rodrigo,SOUR
15,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe)
16,Burna Boy,Twice As Tall
17,Post Malone,beerbongs & bentleys
18,Lil Tjay,Destined 2 Win
19,Wizkid,Sounds From The Other Side
20,Future,Future Hndrxx Presents: The WIZRD
21,Post Malone,Hollywood's Bleeding
22,Fireboy Dml,"Laughter, Tears & Goosebumps"
23,Roddy Ricch,Please Excuse Me for Being Antisocial
24,Judikay,Man Of Galilee
25,Internet money,B4 The Storm (Complete Edition)
26,Omah lay,What Have We Done
27,Lil Durk,The Voice (Deluxe)
28,Joeboy,Somewhere Between Beauty & Magic
29,Juice Wrld,Goodbye & Good Riddance (Anniversary Edition)
30,Tomi Thomas,Hopeless Romantic
31,Don Moen,I Will Sing (Live)
32,Melvitto,Summers
33,Russ,SHAKE THE SNOW GLOBE (DELUXE)
34,Mereba,AZEB - EP
35,Sia,1000 Forms Of Fear
36,Maverick City Music,Maverick City Vol. 3 Part 1
37,Nasty C,Zulu Man With Some Power
38,Alpha P,"Wolves & Mustangs, Vol. 1"
39,Abra Cadabra,Product of My Environment
40,DMX,Exodus
41,NF,CLOUDS (THE MIXTAPE)
42,NSG,Roots
43,Fireboy Dml,APOLLO
44,Eminem,Curtain Call: The Hits (Deluxe Edition)
45,Drake,Take Care (Deluxe)
46,King Von,Welcome to O'Block
47,A\u1e63a,Asa (Asha)
48,Fasina,Love and Grief
49,1spirit & Theophilus Sunday,The Journey
50,King Perryy,CITIZEN OF THE WORLD
51,Ransom,Se7en
52,Eminem,The Marshall Mathers LP2
53,TPL,Fright Night
54,Corizo,Chronicles of CORIZO
55,Post Malone,Stoney (Deluxe)
56,Drake,More Life
57,Jay-Z,4:44
58,Future,SUPER SLIMEY
59,XXXTentacion,17
60,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack)
61,M.I Abaga,Rendezvous
62,Nasty C,Strings And Bling
63,6lack,East Atlanta Love Letter
64,Jacob Banks,Village
65,Skepta,Ignorance is Bliss
66,Burna Boy,African Giant
67,Aha Gazelle,Pardon Me
68,Labrinth,Euphoria (Original Score from the HBO Series)
69,Lil Tjay,True 2 Myself
70,Erigga,Before the Chaos-EP
71,DaVido,A Good Time
72,21 Savage,Spiral: From The Book of Saw Soundtrack
73,A\u1e63a,Lucid
74,Mercy Chinwo,SATISFIED
75,SAINt JHN,Ghetto Lenny's Love Songs
76,DaBaby,BLAME IT ON BABY
77,Tems,For Broken Ears
78,Dotman,Hakuna Matata
79,Peruzzi,Rum & Boogie
80,24kgoldn,El Dorado
81,Dremo,Ea$t N We$t
82,Sean Tizzle,The Journey
83,J. Cole,2014 Forest Hills Drive
84,Jon Bellion,The Definition
85,Deno,Boy Meets World
86,chloe moriondo,Blood Bunny
87,Joey Bada$$,ALL-AMERIKKKAN BADA$$
88,Jazz Instrumentals,Relaxin' Jazz Moods
89,Olamide,Lagos Nawa!
90,Bad Boy Timz,Timz
91,The Weeknd,After Hours
92,Indila,Mini World
93,Brand X Music,Nemesis X
94,Sam Smith,The Thrill Of It All (Special Edition)
95,J. Cole,KOD
96,Mike Posner,A Real Good Kid
97,Travis Greene,Setlist Vol. 1 (Live)
98,Flume,Skin
99,Enya,The Very Best of Enya (Deluxe Edition)
100,Don Moen,Thank You Lord (Live)
