,Position,song,artist
0,1,Lie,Kizz Daniel
1,2,Essence (feat. Justin Bieber & Tems),Wizkid
2,3,Understand,Omah lay
3,4,Peru,Fireboy Dml
4,5,Bounce,Ruger
5,6,Sinner,Adekunle Gold
6,7,Bloody Samaritan,Ayra Starr
7,8,Monalisa,Lojay
8,9,Outside,Buju
9,10,Big Thug Boys,AV
10,11,Feel Good,MohBad
11,12,Feeling,LADIPOE
12,13,Soundgasm,Rema
13,14,Rock,Olamide
14,15,Naira Marley,Zinoleesky
15,16,Ojuju,Oxlade
16,17,Fashion Killer,Ayra Starr
17,18,INDUSTRY BABY,Lil Nas X
18,19,Medicine,Jaywillz
19,20,Yaba Buluku (Remix),DJ Tárico
20,21,Clash,Dave
21,22,Confident,Savage
22,23,Essence (feat. Tems),Wizkid
23,24,STAY,The Kid Laroi
24,25,Dimension (feat. Skepta & Rema),Jae5
25,31,System,Dave
26,32,Felony,CKay
27,33,Beggie Beggie,Ayra Starr
28,34,Coming,Naira Marley
29,35,It Is What It Is,Adekunle Gold
30,36,Testimony,Buju
31,37,HUSTLE,Teni
32,38,Mercy,Falz
33,39,LV N ATTN feat. Wizkid,Lojay
34,40,Forever (Remix),Gyakie
35,41,Oliver Twist,ArrDee
36,42,Lazarus,Dave
37,43,Abu Dhabi,Ruger
38,44,Kilometre,Burna Boy
39,45,Sisi,Geminigh
40,46,Loved By You,Justin Bieber
41,47,Bounce,Rema
42,48,RAPSTAR,POLO G
43,49,Lonely,Ayra Starr
44,50,Alubarika,Zlatan
45,51,Far Away,Dangbana Republik
46,52,Hallelu,Masterkraft
47,53,Ke Star (Remix),Focalistic
48,54,Bad Habits,Ed Sheeran
49,55,Ile Aye (This Life),Josseyan-tizzy
50,56,Ginger (feat. Burna Boy),Wizkid
51,57,All,Rexxie
52,58,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne
53,59,MONTERO (Call Me By Your Name),Lil Nas X
54,60,Show Me,Joeboy
55,61,Tonongo,Lojay
56,62,Snitch,Ayra Starr
57,63,Toxic,Ayra Starr
58,64,Infinity,Olamide
59,65,Somebody Baby,Peruzzi
60,66,Kilofeshe,Zinoleesky
61,67,La La (feat. Ckay),DaVido
62,68,History,Cheque
63,69,Bridgertn,Ayra Starr
64,70,Need To Know,Doja Cat
65,71,Karma,Ayra Starr
66,72,Call Me Baby,Cheque
67,73,Pronto,Ajebo Hustlers
68,74,FOR YOU,Teni
69,75,Celebrate Me,Patoranking
70,76,Damages,Tems
71,77,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled
72,78,KOLO (feat. Oxlade),Ice Prince
73,79,In Between,Ayra Starr
74,80,23,Burna Boy
75,81,Peaches,Justin Bieber
76,82,Commitment Issues,Central Cee
77,83,Petite,NSG
78,84,PonPon,Olamide
79,85,Late At Night,Roddy Ricch
80,86,Godly,Omah lay
81,87,Blessed (feat. Damian Marley),Wizkid
82,88,Heartbreak Anniversary,Giveon
83,89,Dior,Pop Smoke
84,90,Running (To You),Chike
85,91,Motley Crew,Post Malone
86,92,Reckless,Wizkid
87,93,Focus,Joeboy
