rank,song,artist,Previous week,weeks on chart
1,Feeling ft. Buju,"LADIPOE, Buju",1,5
2,Understand,Omah Lay,29,5
3,Bounce,Ruger,3,5
4,Kamata,Diamond Platnumz,4,5
5,Kilometre,Burna Boy,5,4
6,Running (To You) ft. Simi,"Chike, Simi",6,5
7,Forever (Remix) ft. Omah Lay,"Gyakie, Omah Lay",9,5
8,Coming ft. Busiswa,"Naira Marley, Busiswa",10,5
9,Slow Down,King Promise,8,5
10,Soundgasm,Rema,16,5
11,Essence (feat. Tems),Wizkid,27,5
12,Big Thug Boys,AV,17,5
13,Outside,Buju,22,5
14,Rock,Olamide,2,5
15,Coachella ft. Kwesi Arthur,"Sarkodie, Kwesi Arthur",20,5
16,For You,Teni,32,5
17,History ft. Fireboy DML,"Cheque, Fireboy DML",31,5
18,Sinner,"Adekunle Gold, Lucky Daye",0,1
19,Somebody ft. Phyno,Olamide,7,5
20,Infinity ft. Omah Lay,Olamide,48,5
21,Godly,Omah Lay,46,5
22,Banyana,"DJ Maphorisa, Sir Trill, Daliwonga, Kabza De Small",0,1
23,Vibration,Sarkodie,0,1
24,Mood,Mr Drew,84,3
25,Bad Influence,Omah Lay,0,1
26,Door ft. Kwesi Arthur,Joeboy,11,5
27,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba,12,4
28,LV N ATTN feat. Wizkid,Lojay,69,5
29,Nobody,Anjella,53,2
30,Focus,Joeboy,15,4
31,Nimekuzoea,Nandy,14,3
32,Bling (feat. Amaarae & Buju),Blaqbonez,90,5
33,Baikoko ft. Diamond Platnumz,Mbosso,13,5
34,KPK (Ko Por Ke),Rexxie,95,2
35,It Is What It Is,Adekunle Gold,0,1
36,Touch It,KiDi,89,4
37,Show Me,Joeboy,18,4
38,Siyathandana (feat. Abidoza & Boohle),Cassper Nyovest,26,5
39,Felony,CKay,0,1
40,Dimension (feat. Skepta & Rema),JAE5,19,5
41,Send Me Nudes (feat. Joey B),KiDi,23,4
42,Somebody Baby,"Davido, Peruzzi",0,1
43,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,"DJ Tarico, Burna Boy",25,5
44,"Y3 Y3 DOM ft. Skyface SDW, Reggie, Kwaku DMC, City Boy & Kawabanga",Jay Bahd,30,4
45,Confident,"Savage, Buju",24,5
46,Medicine,Jaywillz,0,1
47,Celebrate Me,Patoranking,28,5
48,Niko Sawa (feat. Bien),Nviiri The Storyteller,33,5
49,Kilofese,Zinoleesky,34,3
50,GUPTA (feat. Lady Du & Mellow and Sleazy),"Focalistic, Mr JazziQ",35,5
51,John Wick (feat. Sir Trill & Da Muziqal Chef),De Mthuda,36,5
52,Nossas Coisas (feat. ARY),C4 pedro,37,3
53,Ex,Nikita Kering,0,1
54,Le temps,Tayc,0,1
55,Dollar On You,Kuami Eugene,38,3
56,"Khuza Gogo (feat. Mpura, AmaAvenger & M.J)","DBN Gogo, Blaqnick, MasterBlaq",39,5
57,Maserati (Remix),"Olakira, DaVido",0,1
58,Damages,Tems,0,1
59,Baby I'm Jealous,"Mr Eazi, emPawa Africa, King Promise",0,1
60,Such Kinda Love ft. Jovial,Otile Brown,41,3
61,Nyumba Ndogo,Zuchu,43,3
62,Jennifer,GUCHI,42,3
63,Activate,"Stonebwoy, DaVido",0,1
64,AG Baby,"Adekunle Gold, Nailah Blackman",0,1
65,Salute (feat. Rudeboy),Alikiba,45,3
66,Ke Star (Remix),"Focalistic, DaVido, Virgo Deep",0,1
67,Summeryomuthi,Blaq Diamond,0,1
68,23,Burna Boy,0,1
69,Sukari,Zuchu,49,5
70,Hallelu,"Masterkraft, Bella Shmurda, Zlatan",0,1
71,Woman,Rema,0,1
72,Joro,Wizkid,0,1
73,Away,Ayra Starr,0,1
74,Jeraha ft. Jovial,Otile Brown,50,3
75,The Best (feat. Mayorkun),"DaVido, Mayorkun",0,1
76,MAD,"Sarz, WurlD",0,1
77,Number One ft. Zuchu,Rayvanny,52,5
78,Ginger (feat. Burna Boy),"Wizkid, Burna Boy",0,1
79,Baajo,"Kwesi Arthur, Joeboy",0,1
80,Sandakalawe,Harmonize,51,3
81,E Choke ft. Mr Drew,Sefa,60,2
82,Pronto,"Ajebo Hustlers, Omah lay",0,1
83,Kilofeshe,Zinoleesky,0,1
84,Enfant de Dieu ( Lhymne national),Ks bloom,55,2
85,Yalaah,Mbosso,54,3
86,Again,Wande Coal,0,1
87,Champion,"Fireboy Dml, D Smoke",0,1
88,Adom Grace,Diana Hamilton,58,3
89,Abule,Patoranking,57,3
90,Mtaalam,Mbosso,62,3
91,MOSLADO,Teni,59,3
92,Biibi Besi ft. Kuami Eugene,Kwame Yogot,64,3
93,Tabia Za Wakenya (Kanairo),Mejja,67,2
94,Mwisho,Killy (TZ),0,1
95,Najieka,Jay Melody,66,2
96,Cheche ft. Diamond Platnumz,Zuchu,75,3
97,Need For Speed,Olamide,78,3
98,La Mour,KS Bloom,0,1
99,Falling For U,Blaq Jerzee,61,3
100,Mon soleil ft. Anitta,Dadju,74,3
