rank,song,artist,Previous week,weeks on chart
1,Understand,Omah Lay,1,8
2,Feeling ft. Buju,LADIPOE and  Buju,2,8
3,Essence (feat. Tems),Wizkid,16,8
4,Big Thug Boys,AV,5,8
5,Bounce,Ruger,4,7
6,Sinner,Adekunle Gold and  Lucky Daye,6,8
7,Peru,Fireboy DML,29,8
8,Kilometre,Burna Boy,8,8
9,Running (To You) ft. Simi,Chike and  Simi,3,8
10,Rock,Olamide,7,8
11,Slow Down,King Promise,10,8
12,Coming ft. Busiswa,Naira Marley and  Busiswa,13,8
13,Yaba Buluku (feat. Preck & Nelson Tivane) - Remix,DJ Tarico and  Burna Boy,11,8
14,Kamata,Diamond Platnumz,9,8
15,Soundgasm,Rema,14,8
16,Forever (Remix) ft. Omah Lay,Gyakie,12,8
17,Lie,Kizz Daniel,0,1
18,Second Sermon,Black Sherif,15,4
19,Outside,Buju,17,8
20,Touch It,KiDi,32,8
21,Infinity ft. Omah Lay,Olamide,19,8
22,"IYO (feat. Focalistic, Mapara A Jazz, & Ntosh Gazi)",Diamond Platnumz,65,2
23,Jealous (feat. Mayorkun) ,Alikiba,75,4
24,Godly,Omah Lay,21,2
25,For You,Marioo (TZ),18,4
26,History ft. Fireboy DML,Cheque,23,8
27,Monalisa,Lojay and  Sarz,24,7
28,LV N ATTN feat. Wizkid,Lojay,30,8
29,Door ft. Kwesi Arthur,Joeboy,28,2
30,Bad Influence,Omah Lay,27,7
31,Mood,Mr Drew,25,6
32,Medicine,Jaywillz,36,3
33,Ojuju,Troniq Music and  Oxlade,0,1
34,Banyana,"DJ Maphorisa, Kabza De Small",22,5
35,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba,34,4
36,Show Me,Joeboy,35,7
37,Bling (feat. Amaarae & Buju),Blaqbonez,33,2
38,Focus,Joeboy,31,8
39,Felony,CKay,38,4
40,NEED ME,Gyakie,0,1
41,Shopping Spree (feat. Chris Brown & Young Thug),Davido,41,7
42,Nimekuzoea,Nandy,39,4
43,Ex,Nikita Kering,0,1
44,Non Living Thing (feat. Oxlade),Sarkodie,44,2
45,Izolo,DJ Maphorisa and  Tyler ICU,0,1
46,Feel Good,MohBad,0,1
47,Dimension (feat. Skepta & Rema),JAE5,43,2
48,Siyathandana (feat. Abidoza & Boohle),Cassper Nyovest,45,8
49,Ring My Line (feat. Headie One),King Promise,0,1
50,Joy,Blxckie and  Oxlade,0,1
51,Kilofese,Zinoleesky,48,8
52,Emlanjeni,De Mthuda and  Sir Trill,46,6
53,Ba Xolele,Dzo 729,0,1
54,Nossas Coisas (feat. ARY),C4 pedro,50,4
55,Niko Sawa (feat. Bien),Nviiri The Storyteller,49,6
56,Bobo,Aya Nakamura,47,2
57,It Is What It Is,Adekunle Gold,54,4
58,Maserati (Remix),Olakira,53,4
59,Damages,Tems,55,4
60,First Sermon,Black Sherif,0,1
61,Coachella ft. Kwesi Arthur,Sarkodie,20,6
62,Baby I'm Jealous,Mr Eazi,56,6
63,Such Kinda Love ft. Jovial,Otile Brown,57,4
64,Vibration,Fireboy Dml,26,4
65,Nyumba Ndogo,Zuchu,59,6
66,Baikoko ft. Diamond Platnumz,Mbosso,60,4
67,Activate,Stonebwoy,61,4
68,Ke Star (Remix),Focalistic,62,4
69,Jennifer,GUCHI,58,8
70,AG Baby,Adekunle Gold,64,4
71,Salute (feat. Rudeboy),Alikiba,63,3
72,23,Burna Boy,68,4
73,Sukari,Zuchu,66,4
74,Kiss ft. Rayvanny,Bahati,0,1
75,Summeryomuthi,Blaq Diamond,67,2
76,MAD,Sarz,72,4
77,Jeraha ft. Jovial,Otile Brown,71,8
78,Hallelu,Masterkraft,69,4
79,Somebody Baby,Peruzzi,42,4
80,Woman,Rema,70,2
81,Away,Ayra Starr,73,5
82,Number One ft. Zuchu,Rayvanny,78,4
83,Kilofeshe,Zinoleesky,79,4
84,Fake Ex,Yaw Tog,0,1
85,Again,Wande Coal,81,3
86,Adom Grace,Diana Hamilton,86,4
87,Ababuyanga,Aymos,0,1
88,Sweet ft. GUCHI,Rayvanny,0,1
89,Celebrate Me,Patoranking,40,6
90,Mtaalam,Mbosso,90,6
91,Enfant de Dieu ( Lhymne national),Ks bloom,95,6
92,All of This (Jorja Smith x GuiltyBeatz),Jorja Smith,0,1
93,Fashion Killer,Ayra Starr,0,1
94,Sweety,Yemi Alade,0,1
95,Yalaah,Mbosso,87,3
96,Abule,Patoranking,92,2
97,SPUNK,WurlD,0,1
98,Sandakalawe,Harmonize,89,2
99,Mwisho,Killy (TZ),100,6
100,E Choke ft. Mr Drew,Sefa,83,3
