rank,song,artist,Previous week,weeks on chart
1,Nimekuzoea,Nandy,1,2
2,Feeling ft. Buju,"LADIPOE, Buju",2,2
3,Rock,Olamide,4,2
4,Show Me,Joeboy,3,2
5,Somebody ft. Phyno,Olamide,0,1
6,Coachella ft. Kwesi Arthur,"Sarkodie, Kwesi Arthur",6,2
7,Slow Down,King Promise,9,2
8,Kilometre,Burna Boy,5,2
9,For You,Teni,7,2
10,"Y3 Y3 DOM ft. Skyface SDW, Reggie, Kwaku DMC, City Boy & Kawabanga",Jay Bahd,8,2
11,Outside,Buju,22,2
12,Forever (Remix) ft. Omah Lay,"Gyakie, Omah Lay",10,2
13,Bounce,Ruger,13,2
14,Running (To You) ft. Simi,"Chike, Simi",12,2
15,History ft. Fireboy DML,"Cheque, Fireboy DML",11,2
16,Coming ft. Busiswa,"Naira Marley, Busiswa",16,2
17,Bobo,Aya Nakamura,32,2
18,Dollar On You,Kuami Eugene,14,2
19,Sore (Remix) (Remix) ft. Stormzy & Kwesi Arthur,"Yaw Tog, Stormzy, Kwesi Arthur",17,2
20,Essence (feat. Tems),Wizkid,20,2
21,"Africa, One Of A Kind","Angelique Kidjo, Mr Eazi, Salif Keita",19,2
22,Fine Wine (feat. King Promise & Joeboy),R2Bees,0,1
23,All (feat. Davido),Rexxie,0,1
24,Siyathandana (feat. Abidoza & Boohle),Cassper Nyovest,23,2
25,"LiYoshona (feat. Njelic, MalumNator & De Mthuda) [Main Mix]",Kwiish SA,24,2
26,Southy Love (feat. Fireboy DML),Peruzzi,65,2
27,"Samsokolo (feat. Mr JazziQ, Sir Trill, ThackzinDJ & Boohle) [Radio Edit]","Tee Jay, Rascoe Kaos",0,1
28,La La (feat. CKay),Davido,25,2
29,Bling (feat. Amaarae & Buju),Blaqbonez,28,2
30,Rise of the Underdogs 2 (feat. Tomi Thomas),Show Dem Camp,0,1
31,Niko Sawa (feat. Bien),Nviiri The Storyteller,33,2
32,It Is What It Is,Adekunle Gold,34,2
33,LV N ATTN feat. Wizkid,"Lojay, Sarz",29,2
34,Dimension (feat. Skepta & Rema),JAE5,30,2
35,Enough,Hersh,0,1
36,Xxikiwawa (feat. Pholoso & DJ Khosto),"DJ Fortee, Black Motion, Lady Du",0,1
37,Ba Xolele (feat. Guyu Pane & YoungStunner) [729 Street Vocal],Dzo 729,0,1
38,I Want (feat. Mutoriah),Chris Kaiga,26,2
39,Soundgasm,Rema,21,2
40,Le temps,Tayc,47,2
41,Kamata,Diamond Platnumz,0,1
42,Weekend,Eddy Kenzo,27,2
43,Sika,Blxckie,31,2
44,K:HOVA,K.O,0,1
45,Best I Ever Had,Nasty C,35,2
46,NDOVU NI KUU (feat. KHALIGRAPH JONES & BOUTROSS MUNENE),arcane krispah,36,2
47,GUPTA (feat. Lady Du & Mellow and Sleazy),"Focalistic, Mr JazziQ",37,2
48,John Wick (feat. Sir Trill & Da Muziqal Chef),De Mthuda,38,2
49,"Umsebenzi Wethu (feat. Zuma, Mr JazziQ, Lady Du & Reece Madlisa)","Busta 929, Mpura",39,2
50,Do I Qualify (feat. Han-C) [Edit],DJ Clock,40,2
51,Pronto,"Ajebo Hustlers, Omah Lay",41,2
52,Baby Go ft. Kizz Daniel,"Otile Brown, Kizz Daniel",15,2
53,PEPE,"L.A.X, Davido",42,2
54,Somebody Baby,"Davido, Peruzzi",43,2
55,I Miss You,Joda Kgosi,45,2
56,Felony,CKay,46,2
57,Stereo,Bensoul,48,2
58,Je veux que toi (feat. Fally Ipupa),Bramsito,49,2
59,Tornado,chuXchu,50,2
60,Questions,Shekhinah,51,2
61,Right Now,Elaine,52,2
62,Sere (Remix),"Spinall, Fireboy DML, 6LACK",53,2
63,Baajo,"Kwesi Arthur, Joeboy",54,2
64,Verified (feat. Mayorkun),Laycon,55,2
65,Akekho,KekeLingo,56,2
66,KOLO (feat. Oxlade),Ice Prince,57,2
67,Long Way,Emtee,58,2
68,Shine Your Light (feat. Akon),"Master KG, David Guetta",59,2
69,Un coup (feat. Dadju),Fally Ipupa,60,2
70,Early Momo (feat. GoodGirl LA),Vector,71,2
71,Big Boss,Didi B,61,2
72,LEGGO,"Serge Ibaka, Tayc",62,2
73,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky,64,2
74,La Vie Est Belle,"Kabza De Small, DJ Maphorisa, TRESOR",69,2
75,"Khuza Gogo (feat. Mpura, AmaAvenger & M.J)","DBN Gogo, Blaqnick, MasterBlaq",66,2
76,Jennifer,GUCHI,73,2
77,Nossas Coisas (feat. ARY),C4 pedro,68,2
78,Baikoko ft. Diamond Platnumz,Mbosso,74,2
79,Such Kinda Love ft. Jovial,Otile Brown,76,2
80,First Sermon,Black Sherif,75,2
81,Touch It,KiDi,77,2
82,Nyumba Ndogo,Zuchu,98,2
83,"Ndombolo (feat. AbduKiba, K2ga & Tommy Flavour)",Alikiba,81,2
84,Godly,Omah Lay,78,2
85,Sukari,Zuchu,79,2
86,Infinity ft. Omah Lay,Olamide,80,2
87,Number One ft. Zuchu,Rayvanny,82,2
88,Kiss ft. Rayvanny,Bahati,87,2
89,Nobody,Anjella,83,2
90,Focus,Joeboy,85,2
91,Abule,Patoranking,84,2
92,Pete Yangu ft. Nadia Mukami,Bahati,97,2
93,Yalaah,Mbosso,86,2
94,Door ft. Kwesi Arthur,Joeboy,88,2
95,Need For Speed,Olamide,0,1
96,New Couple,Nandy,0,1
97,Spiritual ft. Kuami Eugene & Patoranking,KiDi,90,2
98,Biibi Besi ft. Kuami Eugene,Kwame Yogot,91,2
99,Cheketua ,Barnaba Classic  (TZ),89,2
100,Lala ft. Jux,Rayvanny,92,2
