rank,song,artist,Previous week,weeks on chart
1,Understand,Omah Lay,85,2
2,Outside,Buju,3,9
3,Sinner,"Adekunle Gold, Lucky Daye",0,1
4,Essence (feat. Tems),Wizkid,5,9
5,COMING,"Naira Marley, Busiswa",4,9
6,Feeling,"LADIPOE, Buju",1,9
7,Naira Marley,Zinoleesky,7,3
8,Yaba Buluku (Remix),"DJ Tarico, Burna Boy",12,3
9,History,"Cheque, Fireboy DML",8,9
10,Far Away,"Dangbana Republik, Bella Shmurda",0,1
11,Bia,Phyno,0,1
12,Out There,"Dangbana Republik, Bella Shmurda",0,1
13,Kilometre,Burna Boy,9,9
14,CELEBRATE ME,Patoranking,14,5
15,World,"Dangbana Republik, Bella Shmurda",20,9
16,Running (To You),"Chike, Simi",10,9
17,Godly,Omah Lay,15,9
18,Party Next Door,"Dangbana Republik, Bella Shmurda",6,2
19,FOR YOU,Teni,13,9
20,Somebody Baby,"Davido, Peruzzi",17,9
21,Cash App,"Bella Shmurda, Zlatan, Lincoln",22,9
22,Rock,Olamide,2,9
23,Bounce,Ruger,55,9
24,Lako,"Dangbana Republik, Bella Shmurda",0,1
25,Soldier Go,"Dangbana Republik, Bella Shmurda",0,1
26,Soundgasm,Rema,26,5
27,Big Thug Boys,AV,34,4
28,Rush,"Dangbana Republik, Bella Shmurda",66,9
29,Jailer,Olamide,23,4
30,Focus,Joeboy,11,9
31,Confident,"Savage, Buju",31,5
32,Bling,Blaqbonez,28,9
33,Champion,"Dangbana Republik, Bella Shmurda",69,6
34,Need For Speed,Olamide,24,4
35,Julie,Olamide,25,4
36,Show Me,Joeboy,29,9
37,It Is What It Is,Adekunle Gold,32,9
38,PonPon,Olamide,27,4
39,INJURE ME,Teni,18,9
40,Pronto,"Ajebo Hustlers, Omah Lay",58,9
41,dimension,JAE5,16,9
42,Ke Star (Remix),"Focalistic, Davido",33,9
43,Ginger,Wizkid,37,9
44,HUSTLE,Teni,21,2
45,Forever (Remix),"Gyakie, Omah Lay",39,9
46,23,Burna Boy,36,9
47,Medicine,Jaywillz,63,3
48,Infinity,Olamide,38,9
49,The Best,Davido,19,9
50,Way Too Big,Burna Boy,44,9
51,High Way,"DJ Kaywise, Phyno",67,8
52,Hallelu,Masterkraft,43,9
53,Body (Remix),"Tion Wayne, Russ Millions",42,9
54,Bad Influence,Omah Lay,54,9
55,Early Momo,Vector,50,9
56,KPK (Ko Por Ke),"Rexxie, MohBad",45,9
57,KOLO,Ice Prince,51,9
58,Cup of Tea,Olamide,41,4
59,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,53,9
60,Somebody,Olamide,30,4
61,Felony,CKay,57,9
62,Selense,The Cavemen.,0,1
63,All,Rexxie,59,3
64,Tonongo,"Lojay, Sarz",62,7
65,LV N ATTN (feat. Wizkid),"Lojay, Sarz",61,3
66,Late At Night,Roddy Ricch,60,6
67,Monalisa,"Lojay, Sarz",68,7
68,Clash (feat. Stormzy),"Dave, Stormzy",0,1
69,Kilofeshe,Zinoleesky,65,7
70,Southy Love,Peruzzi,52,9
71,Omo X 100,Reminisce,35,4
72,La La (feat. CKay),Davido,49,8
73,Oliver Twist,ArrDee,74,6
74,Real Life,Burna Boy,71,9
75,Motley Crew,Post Malone,0,1
76,Too Correct,Crayon,40,8
77,Door,Joeboy,82,9
78,Korope,Lil Kesh,47,3
79,Tycoon,Show Dem Camp,0,1
80,Frenemies,Rexxie,79,3
81,PEPE,L.A.X & Davido,46,5
82,Ayewada,Barry Jhay,56,7
83,If You No Love,Chike,0,1
84,Abule,Patoranking,86,3
85,Money & Laughter,"BOJ, Zamir, Amaarae",0,1
86,Testimony,Buju,0,1
87,No Stress,Wizkid,72,9
88,Blessed (feat. Damian Marley),Wizkid,70,9
89,Abu Dhabi,Ruger,89,9
90,Baba Nla,"Dr Dolor, Buju",0,1
91,Bounse,Rema,48,9
92,Music Messiah,DJ Neptune,87,7
93,Smile,Wizkid,91,5
94,Loved By You (feat. Burna Boy),Justin Bieber,88,9
95,Bank On It,Burna Boy,84,9
96,RAPSTAR,Polo G,92,9
97,WHOLE LOTTA MONEY,"BIA, Nicki Minaj",0,1
98,Olofofo,Victor AD,97,6
99,Reckless,Wizkid,96,4
100,Triumphant,Olamide,77,8
