rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,High,Adekunle Gold and Davido,1,1,1,1,1,2,3,1.0
2,Lie,Kizz Daniel,3,5,2,2,2,3,2,2.8
3,Peru,Fireboy DML,2,2,6,4,4,4,4,3.6
4,Shako,Barry Jhay,5,3,3,5,5,6,10,4.2
5,LOML,Cheque,6,4,4,7,7,14,16,5.6
6,Bloody Samaritan,Ayra Starr,9,19,5,3,3,1,1,7.8
7,Sinner,Adekunle Gold,13,12,11,8,8,7,6,10.4
8,Feeling,LADIPOE,4,8,14,14,14,13,11,10.8
9,Feel Good,Mohbad,11,16,12,13,13,12,12,13.0
10,Outside,Buju,20,13,13,12,12,10,9,14.0
11,Peru (Refix),Buju,15,6,17,17,17,17,18,14.4
12,Rock,Olamide,10,22,16,16,16,15,15,16.0
13,Confident,Savage X Buju,12,18,20,20,20,20,23,18.0
14,Ojuju,Troniq Music & Oxlade,8,11,31,25,25,25,26,20.0
15,So Cold,"Bella Shmurda, Popcaan",36,42,8,9,9,11,14,20.8
16,It Is What It Is,Adekunle Gold,35,14,23,23,23,28,30,23.6
17,COMING,Naira Marley,16,17,30,28,28,24,24,23.8
18,CELEBRATE ME,Patoranking,44,35,19,19,19,19,20,27.2
19,Drunk In Love,Dotman and Dj Neptune,7,7,25,50,50,74,110,27.8
20,Naira Marley,Zinoleesky,91,38,10,10,10,8,7,31.8
21,Colorado,Zugo,19,29,48,46,46,46,48,37.6
22,Running (To You),Chiké,38,54,38,35,35,33,32,40.0
23,Drug Test,Naira Marley,123,39,15,15,15,16,17,41.4
24,Focus,Joeboy,74,33,34,33,33,34,37,41.4
25,Yaba Buluku [Remix],Dj Tarico & Burna Boy,71,86,18,18,18,18,19,42.2
26,Somebody’s Son,Tiwa Savage,27,9,54,63,63,66,79,43.2
27,FOR YOU,Teni featuring Davido,32,77,39,36,36,35,36,44.0
28,Kilofeshe,Zinoleesky,18,53,55,56,56,51,54,47.6
29,INJURE ME,Teni,70,59,36,37,37,39,40,47.8
30,loving is harder,Johnny Drille,39,71,46,52,52,71,103,52.0
31,Ayewada,Barry Jhay,76,115,26,29,29,31,35,55.0
32,History,Cheque & Fireboy DML,82,126,27,24,24,23,25,56.6
33,Testimony,Buju,64,127,33,31,31,32,34,57.2
34,Are You Sure,Lyta,136,47,35,34,34,36,38,57.2
35,Dorime,Teni,55,101,62,54,54,43,43,65.2
36,Infinity,Olamide,105,52,60,58,58,55,57,66.6
37,PAMI,DJ Tunez,102,97,66,64,64,61,65,78.6
38,Jailer,Olamide,174,100,44,42,42,45,45,80.4
39,Out There,"Dangbana Republik, Bella Shmurda",152,168,29,30,30,30,33,81.8
40,Cash App,Bella Shmurda,104,121,76,73,73,72,71,89.4
41,Koleyewon,Naira Marley,118,69,95,94,94,97,105,94.0
42,KPK (Ko Por Ke),Rexxie and MohBad,134,37,104,101,101,102,99,95.4
43,Legends,Juice WRLD,72,21,136,124,124,122,125,95.4
44,Mercy,Falz,121,148,98,86,86,78,83,107.8
45,Rich And Blind,Juice WRLD,34,26,175,155,155,118,117,109.0
46,Sorry,MohBad,107,401,43,40,40,40,41,126.2
47,Money,"Terri, Bella Shmurda, Mohbad",120,401,37,39,39,42,46,127.2
48,Alubarika,Zlatan,401,169,28,27,27,21,22,130.4
49,Far Away,"Dangbana Republik, Bella Shmurda",176,401,24,26,26,27,28,130.6
50,Soldier Go,"Dangbana Republik, Bella Shmurda",401,116,49,49,49,50,51,132.8
51,Life Is Good,Future,42,151,157,158,158,158,165,133.2
52,Be Something,Polo G,17,95,181,193,193,186,192,135.8
53,Adura,Mohbad,31,401,83,83,83,86,86,136.2
54,Ke Star Remix,Focalistic & Davido ,401,112,67,68,68,65,68,143.2
55,Need For Speed,Olamide,401,144,58,57,57,56,60,143.4
56,Lenu (Remix),Buju & Burna Boy,116,401,71,65,65,59,61,143.6
57,Beggie Beggie,Ayra Starr featuring CKay,97,401,89,78,78,83,77,148.6
58,Sho Mo Mi,Bella Shmurda,401,119,74,75,75,73,73,148.8
59,Somebody Baby,Peruzzi & Davido,170,401,69,66,66,62,64,154.4
60,Project Dreams,Roddy Ricch,142,105,170,178,178,170,172,154.6
61,Ma Pariwo,Zinoleesky,401,96,99,96,96,94,104,157.6
62,Understand,Omah Lay,401,401,7,6,6,5,5,164.2
63,Spiritual,Buju,401,83,115,114,114,112,124,165.4
64,Question,Burna Boy,401,401,9,11,11,9,13,166.6
