rank,song,artist,Previous week,weeks on chart
1,Lie,Kizz Daniel,1,3
2,Peru,Fireboy DML,3,5
3,Question ft. Don Jazzy,Burna Boy,24,2
4,Understand,Omah Lay,2,7
5,Bloody Samaritan,Ayra Starr,7,3
6,Feel Good,MohBad,11,5
7,Sinner,Adekunle Gold and  Lucky Daye,5,6
8,Outside,Buju,9,14
9,Feeling,LADIPOE and  Buju,8,14
10,Naira Marley,Zinoleesky,10,8
11,Rock,Olamide,13,14
12,Yaba Buluku (Remix),DJ Tarico and  Burna Boy,12,8
13,Anoti,Wizkid,0,1
14,COMING,Naira Marley and  Busiswa,14,14
15,So Cold ft. Popcaan,Bella Shmurda and  Popcaan,0,1
16,Essence (feat. Tems),Wizkid,6,14
17,Blessed (feat. Damian Marley),Wizkid,49,14
18,Alubarika,Zlatan,16,3
19,Drug Test,Naira Marley,15,3
20,Mood ft. Buju,Wizkid,0,1
21,Kilometre,Burna Boy,17,14
22,Steady,Wizkid,0,1
23,Testimony,Buju,27,6
24,Mercy,Falz,34,3
25,Let Me Know,Mayorkun,4,2
26,Monalisa,Lojay and  Sarz,30,12
27,Big Thug Boys,AV,25,9
28,Bounce,Ruger,23,14
29,Medicine,Jaywillz,26,8
30,Ginger,Wizkid,28,14
31,Confident,Savage and  Buju,36,10
32,Reckless,Wizkid,0,1
33,HUSTLE,Teni,29,7
34,Beggie Beggie,Ayra Starr,33,3
35,Somebody’s Son,Tiwa Savage,48,2
36,Felony,CKay,40,14
37,Bling,Blaqbonez,44,14
38,Show Me,Joeboy,31,14
39,Far Away,Dangbana Republik and  Bella Shmurda,35,6
40,It Is What It Is,Adekunle Gold,32,14
41,Jail,Kanye West,0,1
42,CELEBRATE ME,Patoranking,18,10
43,Ojuju,Troniq Music and  Oxlade,21,3
44,Soundgasm,Rema,39,10
45,Praise God,Kanye West,0,1
46,23,Burna Boy,42,14
47,Ke Star (Remix),Focalistic and  Davido,47,14
48,Fashion Killer,Ayra Starr,74,3
49,Lonely,Ayra Starr,43,3
50,FOR YOU,Teni,51,14
51,Colorado,Zugo and  Dai Verse,56,3
52,Off The Grid,Kanye West,0,1
53,Way Too Big,Burna Boy,53,14
54,Longtime ft. Skepta,Wizkid,0,1
55,Party Next Door,Dangbana Republik and  Bella Shmurda,54,7
56,Hurricane,Kanye West,0,1
57,loving is harder,Johnny Drille,0,1
58,Running (To You),Chike,22,14
59,Godly,Omah Lay,50,14
60,Clash (feat. Stormzy),Dave and  Stormzy,62,6
61,STAY,The Kid LAROI and  Justin Bieber,63,3
62,INDUSTRY BABY ft. Jack Harlow,Lil Nas X and  Jack Harlow,57,4
63,Sharing Locations (feat. Lil Durk & Lil Baby),Meek Mill,0,1
64,No Stress,Wizkid,77,14
65,Need To Know,Doja Cat,59,3
66,God Breathed,Kanye West,0,1
67,Tonongo,Lojay and  Sarz,55,12
68,Ok Ok,Kanye West,0,1
69,Jesus Lord,Kanye West,0,1
70,Junya,Kanye West,0,1
71,family ties,Baby Keem and  Kendrick Lamar,0,1
72,Hallelu,Masterkraft,58,14
73,Infinity,Olamide,70,14
74,Forever (Remix),Gyakie and  Omah Lay,46,14
75,Donda,Kanye West,0,1
76,LV N ATTN feat. Wizkid,Lojay and  Sarz,65,4
77,Eff All Day ft. Phyno,Timaya,64,2
78,Pronto,Ajebo Hustlers and  Omah Lay,37,14
79,Call Me Baby,Cheque,52,4
80,dimension,JAE5,85,14
81,System ft. WizKid,Dave and  Wizkid,86,4
82,Cocaine,Dai Verse,75,4
83,More,Troniq Music and  Oxlade,73,2
84,High,Adekunle Gold and  Davido,0,1
85,Mighty Wine,Wizkid,0,1
86,Cast (Gen Z Anthem),Ayra Starr,78,3
87,Southy Love,Peruzzi,82,14
88,Sweet One,Wizkid,0,1
89,History,Cheque,20,14
90,Jonah,Kanye West,0,1
91,Focus,Joeboy,41,14
92,Abu Dhabi,Ruger,45,14
93,Moon,Kanye West,0,1
94,True Love (feat. Tay Iwar & Projexx),Wizkid,0,1
95,Triumphant ft. Bella Shmurda,Olamide,97,3
96,Dorime ,Teni,0,1
97,World,Dangbana Republik and  Bella Shmurda,83,14
98,Out There,Dangbana Republik and  Bella Shmurda,79,6
99,No Child Left Behind,Kanye West,0,1
100,Smile (feat. H.E.R.),Wizkid,81,2
