rank,song,artist,Previous week,weeks on chart
1,Feeling,"LADIPOE, Buju",2,3
2,Rock,Olamide,1,3
3,Bounce,Ruger,35,3
4,Coming,"Naira Marley, Busiswa",3,3
5,Show Me,Joeboy,10,3
6,Kilometre,Burna Boy,4,3
7,Forever (Remix),"Gyakie, Omah Lay",5,3
8,History (feat. Fireboy DML),"Cheque, Fireboy DML",18,3
9,Running (To You),"Chike, Simi",7,3
10,Essence (feat. Tems),Wizkid,13,3
11,It Is What It Is,Adekunle Gold,11,3
12,Dimension (feat. Skepta & Rema),JAE5,19,3
13,Outside,Buju,25,3
14,Focus,Joeboy,9,3
15,Felony,CKay,16,3
16,FOR YOU (feat. Davido),Teni,12,3
17,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",20,3
18,Godly,Omah Lay,14,3
19,Pronto,"Ajebo Hustlers, Omah Lay",17,3
20,Somebody Baby,"Davido, Peruzzi",15,3
21,Bling (feat. Amaarae & Buju),Blaqbonez,8,3
22,Loved By You (feat. Burna Boy),Justin Bieber,27,3
23,The Best (feat. Mayorkun),Davido,26,3
24,Peaches (feat. Daniel Caesar & GIVON),Justin Bieber,31,3
25,La La (feat. CKay),Davido,6,2
26,Ginger (feat. Burna Boy),Wizkid,41,3
27,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,28,3
28,KPK (Ko Por Ke),"Rexxie, MohBad",47,3
29,Money,"Terri, Bella Shmurda, MohBad",0,1
30,World,"Dangbana Republik, Bella Shmurda",21,3
31,Too Correct,"Crayon, Rema",22,2
32,Music Messiah,"DJ Neptune, Wande Coal",0,1
33,Cash App,"Bella Shmurda, Zlatan, Lincoln",32,3
34,Cho Cho (feat. Davido & Mayorkun),Zlatan,53,3
35,INJURE ME,Teni,29,3
36,Koleyewon,Naira Marley,33,3
37,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",36,3
38,High Way,"DJ Kaywise, Phyno",24,2
39,Infinity (feat. Omah Lay),Olamide,38,3
40,Door,"Joeboy, Kwesi Arthur",30,3
41,23,Burna Boy,23,3
42,Rush,"Dangbana Republik, Bella Shmurda",40,3
43,Way Too Big,Burna Boy,37,3
44,KOLO (feat. Oxlade),Ice Prince,52,3
45,Southy Love (feat. Fireboy DML),Peruzzi,42,3
46,Early Momo (feat. GoodGirl LA),Vector,54,3
47,Kilofeshe,Zinoleesky,0,1
48,This Your Body,"Skales, Davido",0,1
49,a m a r i,J. Cole,44,3
50,Bad Influence,Omah Lay,46,3
51,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",60,3
52,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,62,3
53,Away,Ayra Starr,65,3
54,Ruger,Ruger,63,3
55,Kiss Me More (feat. SZA),Doja Cat,68,2
56,Happy Birthday (feat. Adekunle Gold & Deja),Simi,0,1
57,Voice of the Heroes,"Lil Baby, Lil Durk",0,1
58,Ayewada,Barry Jhay,0,1
59,Bank on It,Burna Boy,43,3
60,Bounse,Rema,39,3
61,Triumphant (feat. Bella Shmurda),Olamide,55,2
62,Real Life (feat. Stormzy),Burna Boy,48,3
63,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,49,3
64,Blessed (feat. Damian Marley),Wizkid,73,3
65,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",71,2
66,Loading (feat. Bad Boy Timz),Olamide,51,3
67,Jowo,Davido,34,3
68,Commitment Issues,Central Cee,76,3
69,Capable God,Judikay,0,1
70,p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",72,2
71,Abu Dhabi,Ruger,80,3
72,HEARTBREAK ANNIVERSARY,GIVON,88,3
73,Fendi (feat. Joeboy),Blaqbonez,79,3
74,Runaway,AURORA,85,3
75,Don Dada,Timaya,77,3
76,RAPSTAR,Polo G,95,3
77,Reckless,Wizkid,83,3
78,Calling My Phone,"Lil Tjay, 6LACK",98,3
79,Okwaraji,Blaqbonez,78,3
80,Verified (feat. Mayorkun),Laycon,50,3
81,9 5 . s o u t h,J. Cole,57,3
82,No Stress,Wizkid,89,3
83,Love Like This,Lil Kesh ft Fireboy Dml,84,3
84,Damages,Tems,99,2
85,Squander,Falz & Niniola,81,3
86,Sweet One,Wizkid,92,3
87,a p p l y i n g . p r e s s u r e,J. Cole,58,3
88,Loco (feat. Mayorkun),KDDO,45,3
89,Longtime (feat. Skepta),Wizkid,90,3
90,l e t . g o . m y . h a n d (with Bas & 6LACK),"J. Cole, Bas, 6LACK",86,2
91,Your Body,Mayorkun,0,1
92,i n t e r l u d e,J. Cole,87,3
93,Tonongo,"Lojay, Sarz",0,1
94,Smile (feat. H.E.R.),Wizkid,0,1
95,LV N ATTN feat. Wizkid,"Lojay, Sarz",0,1
96,Jennifer,Guchi,0,1
97,Monalisa,"Lojay, Sarz",0,1
98,Hats Off,"Lil Baby, Lil Durk, Travis Scott",0,1
99,2040,"Lil Baby, Lil Durk",0,1
100,Panty!,"Lojay, Sarz",0,1
