rank,song,artist,Previous week,weeks on chart
1,Lie,Kizz Daniel,20,2
2,Understand,Omah Lay,1,6
3,Peru,Fireboy DML,3,4
4,Let Me Know,Mayorkun,0,1
5,Sinner,Adekunle Gold and  Lucky Daye,2,5
6,Essence (feat. Tems),Wizkid,5,13
7,Bloody Samaritan,Ayra Starr,25,2
8,Feeling,LADIPOE and  Buju,4,13
9,Outside,Buju,6,13
10,Naira Marley,Zinoleesky,7,7
11,Feel Good,MohBad,10,4
12,Yaba Buluku (Remix),DJ Tarico and  Burna Boy,8,7
13,Rock,Olamide,9,13
14,COMING,Naira Marley and  Busiswa,11,13
15,Drug Test,Naira Marley,29,2
16,Alubarika,Zlatan,28,2
17,Kilometre,Burna Boy,14,13
18,CELEBRATE ME,Patoranking,13,9
19,Tales By Moonlight ft. Amaarae,Tiwa Savage,0,1
20,History,Cheque and  Fireboy DML,15,13
21,Ojuju,Troniq Music and  Oxlade,41,2
22,Running (To You),Chike and  Simi,16,13
23,Bounce,Ruger,19,13
24,Question ft. Don Jazzy,Burna Boy,0,1
25,Big Thug Boys,AV,21,8
26,Medicine,Jaywillz,23,7
27,Testimony,Buju,24,5
28,Ginger,Wizkid,12,13
29,HUSTLE,Teni,26,6
30,Monalisa,Lojay and  Sarz,22,11
31,Show Me,Joeboy,27,13
32,It Is What It Is,Adekunle Gold,34,13
33,Beggie Beggie,Ayra Starr,49,2
34,Mercy,Falz,17,2
35,Far Away,Dangbana Republik and  Bella Shmurda,42,5
36,Confident,Savage and  Buju,35,9
37,Pronto,Ajebo Hustlers and  Omah Lay,32,13
38,Work Fada ft. Nas & Rich King,Tiwa Savage,0,1
39,Soundgasm,Rema,31,9
40,Felony,CKay,40,13
41,Focus,Joeboy,30,13
42,23,Burna Boy,37,13
43,Lonely,Ayra Starr,33,2
44,Bling,Blaqbonez,43,13
45,Abu Dhabi,Ruger,36,13
46,Forever (Remix),Gyakie and  Omah Lay,38,13
47,Ke Star (Remix),Focalistic and  Davido,39,13
48,Somebody’s Son,Tiwa Savage,0,1
49,Blessed (feat. Damian Marley),Wizkid,52,13
50,Godly,Omah Lay,18,13
51,FOR YOU,Teni,46,13
52,Call Me Baby,Cheque,72,3
53,Way Too Big,Burna Boy,47,13
54,Party Next Door,Dangbana Republik and  Bella Shmurda,54,6
55,Tonongo,Lojay and  Sarz,51,11
56,Colorado,Zugo and  Dai Verse,81,2
57,INDUSTRY BABY ft. Jack Harlow,Lil Nas X and  Jack Harlow,50,3
58,Hallelu,Masterkraft,59,13
59,Need To Know,Doja Cat,64,2
60,Kilofeshe,Zinoleesky,56,11
61,Pay Me ft. Troniq Music,Troniq Music and  Oxlade,0,1
62,Clash (feat. Stormzy),Dave and  Stormzy,53,5
63,STAY,The Kid LAROI and  Justin Bieber,65,2
64,Eff All Day ft. Phyno,Timaya,0,1
65,LV N ATTN feat. Wizkid,Lojay and  Sarz,62,3
66,Early Momo,Vector,69,13
67,Real Life,Burna Boy,93,13
68,Late At Night,Roddy Ricch,67,10
69,Snitch,Ayra Starr,68,2
70,Infinity,Olamide,70,13
71,KOLO,Ice Prince,71,13
72,Wade In The Water (Live),The Spirituals,73,2
73,More,Troniq Music and  Oxlade,0,1
74,Fashion Killer,Ayra Starr,77,2
75,Cocaine,Dai Verse,82,3
76,Door,Joeboy,75,13
77,No Stress,Wizkid,90,13
78,Cast (Gen Z Anthem),Ayra Starr,86,2
79,Out There,Dangbana Republik and  Bella Shmurda,79,5
80,Bad Influence,Omah Lay,76,13
81,Smile (feat. H.E.R.),Wizkid,0,1
82,Southy Love,Peruzzi,85,13
83,World,Dangbana Republik and  Bella Shmurda,55,13
84,Lazarus,Dave and  Boj,83,3
85,dimension,JAE5,60,13
86,System ft. WizKid,Dave and  Wizkid,78,3
87,Somebody Baby,Peruzzi,63,13
88,Shameful,King Ot,80,2
89,Lakiriboto ft. Davido,Liya and  Davido,0,1
90,The Best,Davido,45,13
91,La La (feat. CKay),Davido,61,12
92,Pray,Victony,88,2
93,Body (Remix),Tion Wayne,89,13
94,Bridgertn,Ayra Starr,92,2
95,Loved By You (feat. Burna Boy),Justin Bieber,91,13
96,Special Kinda,Tiwa Savage,0,1
97,Triumphant ft. Bella Shmurda,Olamide,98,2
98,INJURE ME,Teni,95,13
99,Wid It,Tion Wayne,0,1
100,Professor Peller ft. Zlatan,Seyi Vibez,97,3
