,artist,song
0,Olamide,Rock
1,LADIPOE,Feeling ft. Buju
2,Ruger,Bounce
3,Cheque,History ft. Fireboy DML
4,Joeboy,Show Me
5,Buju,Outside
6,Joeboy,Focus
7,AV,Big Thug Boys
8,Olamide,Need For Speed
9,Naira Marley,Coming ft. Busiswa
10,Olamide,Infinity ft. Omah Lay
11,Burna Boy,Kilometre
12,Victor AD,OLOFOFO
13,Chike,Running (To You) ft. Simi
14,Olamide,Julie
15,GUCHI,Jennifer
16,Olamide,Somebody ft. Phyno
17,Olamide,Triumphant ft. Bella Shmurda
18,Dangbana Republik,Party Next Door ft. Bella Shmurda
19,Patoranking,Celebrate Me
20,Omah Lay,Godly
21,Zinoleesky,Naira Marley
22,Jaywillz,Medicine
23,Olamide,Jailer ft. Jaywillz
24,Lil Kesh,Korope ft. Naira Marley
25,Wizkid,Essence ft. Tems
26,GUCHI,Jennifer (Remix) ft. Rayvanny
27,Crayon,Too Correct ft. Rema
28,Barry Jhay,Ayewada
29,L.A.X,PEPE ft. Davido
30,Justin Bieber,Peaches (Masterkraft Remix) ft. Alpha P & Omah Lay
31,Teni,INJURE ME
32,Dj Xclusive,Ameno (Dorime)
33,Joeboy,Door ft. Kwesi Arthur
34,Mrolaide ,Feel
35,Olamide,PonPon ft. Fave
36,DJ Aroma,Breakup Riddim ft. Nhlanhla Nciza
37,Gyakie,Forever (Remix) ft. Omah Lay
38,Reminisce,Omo X 100 ft. Olamide
39,Mercy Chinwo,Yahweh
40,Judikay,Capable God
41,Kaptain,Check Yourself
42,Omah Lay,Can't Relate
43,Skales,This Your Body ft. Davido
44,Naira Marley,Koleyewon
45,Oyin,Ife ft. Qdot
46,DJ Neptune,Music Messiah ft. Wande Coal
47,Fireboy DML,Champion ft. D Smoke
48,Teni,FOR YOU ft. Davido
49,Ajimovoix Drums,FOCUS DANCE BEAT ft. Hagman & Abati
50,Jae5,Dimension ft. Skepta & Rema
51,Olamide,Want ft. Fave
52,Burna Boy,Way Too Big
53,Chike,If You No Love
54,Teni,HUSTLE
55,Moses Bliss,Too Faithful
56,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
57,Patoranking,Abule
58,Kendickson,Lole
59,Olamide,Cup Of Tea
60,Jaido P,Survive ft. Olamide
61,Mr Eazi,Rotate (Freestyle)
62,Bella Shmurda,Cash App ft. Zlatan & Lincoln
63,Olamide,Loading ft. BadboyTimz
64,Burna Boy,23
65,Erigga,Many Nites
66,Omah Lay,My Bebe
67,Bella Shmurda,Adura ft. Mohbad
68,Joeboy,Lonely
69,Judikay,Omemma
70,Mercy Chinwo,Obinasom
71,Judikay,Omemma ((Live))
72,Moses Bliss,You I Live For
73,Mr Real,Baba Fela (Remix) ft. Laycon & Zlatan
74,Davido,La La ft. Ckay
75,Lil Kesh,Love Like This ft. Fireboy DML
76,Nathaniel Bassey,Hallelujah Challenge Praise Medley
77,Omah Lay,You
78,Omah Lay,Bad Influence 
79,Olamide,Rough Up ft. Layydoe
80,Slimcase,Focus Vibe
81,Falz,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar"
82,Olamide,Petty (Bonus Track)
83,Naira Marley,Aye
84,Omah Lay,Confession
85,Zlatan,Lagos Anthem
86,DJ Tarico,"Yaba Buluku (Remix) (Remix) ft. Burna Boy, Preck & Nelson Tivane"
87,Davido,The Best ft. Mayorkun
88,Omah Lay,Bad Influence
89,Flavour,Berna Reloaded ft. Fally Ipupa & Diamond Platnumz
90,Dangbana Republik,World ft. Bella Shmurda
91,Rexxie,Boi Boi ft. Teni
92,Burna Boy,Bank On It
93,Chike,Roju
94,Peruzzi,Somebody Baby ft. Davido
95,Sarkodie,Coachella ft. Kwesi Arthur
96,Omah Lay,Damn
97,Olamide,So Much More
98,Fireboy DML,Airplane Mode
99,CDQ,Tekiller
