rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Understand,Omah lay,1,1,1,1,1,1,1,1.0
2,Bounce,Ruger,3,2,3,3,3,3,3,2.857142857142857
3,Sinner,Adekunle Gold,4,4,4,2,2,2,2,2.857142857142857
4,Feeling,LADIPOE,6,5,7,4,5,4,4,5.0
5,INDUSTRY BABY,Lil Nas X,8,6,5,5,4,10,11,7.0
6,System,Dave,2,3,2,7,13,12,14,7.571428571428571
7,Clash,Dave,5,7,6,8,7,11,13,8.142857142857142
8,Soundgasm,Rema,10,10,8,9,9,6,9,8.714285714285714
9,Felony,CKay,34,28,31,26,27,24,24,27.714285714285715
10,LV N ATTN feat. Wizkid,Lojay,37,30,30,31,26,25,28,29.571428571428573
11,Coming,Naira Marley,31,32,32,30,32,27,27,30.142857142857142
12,It Is What It Is,Adekunle Gold,36,29,34,23,33,28,29,30.285714285714285
13,Oliver Twist,ArrDee,42,34,35,29,30,26,25,31.571428571428573
14,Forever (Remix),Gyakie,35,33,33,34,34,29,26,32.0
15,Abu Dhabi,Ruger,41,42,40,43,29,31,32,36.857142857142854
16,Both Sides Of A Smile,Dave,26,31,29,33,42,50,52,37.57142857142857
17,Medicine,Jaywillz,47,36,36,37,46,30,34,38.0
18,Kilometre,Burna Boy,43,41,38,38,40,34,37,38.714285714285715
19,Far Away,Dangbana Republik,46,40,39,36,38,39,35,39.0
20,Ke Star (Remix),Focalistic,44,39,42,41,47,36,30,39.857142857142854
21,Pronto,Ajebo Hustlers,39,38,46,39,44,38,36,40.0
22,Bounce,Rema,45,47,45,46,39,35,38,42.142857142857146
23,Loved By You,Justin Bieber,40,50,51,48,41,42,42,44.857142857142854
24,Hallelu,Masterkraft,48,45,49,51,37,45,44,45.57142857142857
25,FOR YOU,Teni,51,51,52,53,23,43,50,46.142857142857146
26,Somebody Baby,Peruzzi,49,46,47,47,45,44,45,46.142857142857146
27,STAY,The Kid Laroi,33,52,48,52,58,51,31,46.42857142857143
28,History,Cheque,50,44,41,49,52,41,51,46.857142857142854
29,Outside,Buju,7,8,301,6,8,5,5,48.57142857142857
30,Three Rivers,Dave,32,37,37,42,56,63,74,48.714285714285715
31,Show Me,Joeboy,53,59,53,44,43,46,55,50.42857142857143
32,Big Thug Boys,AV,13,11,301,11,6,7,8,51.0
33,Rock,Olamide,12,9,301,10,10,9,10,51.57142857142857
34,RAPSTAR,POLO G,54,57,43,58,48,48,54,51.714285714285715
35,Heart Attack,Dave,38,43,44,45,54,66,73,51.857142857142854
36,Monalisa,Lojay,14,12,301,12,11,8,7,52.142857142857146
37,Peru,Fireboy Dml,11,14,301,13,12,13,6,52.857142857142854
38,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,60,55,56,55,49,49,48,53.142857142857146
39,Lazarus,Dave,9,13,301,14,14,15,17,54.714285714285715
40,Ginger (feat. Burna Boy),Wizkid,59,49,59,56,55,53,62,56.142857142857146
41,Naira Marley,Zinoleesky,15,15,301,16,17,16,15,56.42857142857143
42,Feel Good,MohBad,28,17,301,15,15,14,12,57.42857142857143
43,All,Rexxie,57,63,54,63,53,52,61,57.57142857142857
44,PonPon,Olamide,52,61,61,57,62,61,56,58.57142857142857
45,Confident,Savage,18,20,301,19,16,18,18,58.57142857142857
46,Tonongo,Lojay,67,53,64,59,51,60,57,58.714285714285715
47,Essence (feat. Tems),Wizkid,21,18,301,17,18,17,19,58.714285714285715
48,KPK (Ko Por Ke),Rexxie,63,58,58,54,63,55,60,58.714285714285715
49,Kilofeshe,Zinoleesky,56,60,63,60,61,57,58,59.285714285714285
50,MONTERO (Call Me By Your Name),Lil Nas X,65,62,55,61,57,58,59,59.57142857142857
51,Yaba Buluku (Remix),DJ Tárico,23,19,301,21,19,20,16,59.857142857142854
52,HUSTLE,Teni,69,69,50,62,59,59,53,60.142857142857146
53,Bling (feat. Amaarae & Buju),Blaqbonez,24,23,301,22,20,19,21,61.42857142857143
54,Testimony,Buju,27,22,301,18,22,21,20,61.57142857142857
55,Infinity,Olamide,61,65,62,64,65,56,63,62.285714285714285
56,Party Next Door,Dangbana Republik,30,26,301,20,21,22,22,63.142857142857146
57,Dimension (feat. Skepta & Rema),Jae5,25,25,301,24,24,23,23,63.57142857142857
58,We're All Alone,Dave,16,16,301,25,28,32,43,65.85714285714286
59,Verdansk,Dave,20,21,301,27,31,33,47,68.57142857142857
60,Law Of Attraction,Dave,17,24,301,28,25,40,46,68.71428571428571
61,In The Fire,Dave,22,27,301,32,35,37,41,70.71428571428571
62,Twenty To One,Dave,29,35,301,35,36,47,39,74.57142857142857
63,Cocaine,Dai Verse,301,54,57,40,64,54,49,88.42857142857143
64,Running (To You),Chike,62,67,301,50,60,62,64,95.14285714285714
65,Godly,Omah lay,68,66,301,69,73,65,66,101.14285714285714
66,Yafun Yafun,Ajebo Hustlers,64,70,301,71,66,78,76,103.71428571428571
67,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,72,56,301,68,77,83,71,104.0
68,Focus,Joeboy,76,48,301,75,78,73,85,105.14285714285714
69,Peaches,Justin Bieber,71,79,301,66,71,80,70,105.42857142857143
70,23,Burna Boy,70,75,301,72,68,69,86,105.85714285714286
71,Celebrate Me,Patoranking,73,80,301,76,67,68,80,106.42857142857143
72,La La (feat. Ckay),DaVido,78,74,301,86,76,70,67,107.42857142857143
73,Bad Habits,Ed Sheeran,80,71,301,70,72,71,88,107.57142857142857
74,World,Dangbana Republik,85,77,301,74,74,76,84,110.14285714285714
75,Out There,Dangbana Republik,79,68,301,82,83,72,92,111.0
76,Commitment Issues,Central Cee,91,78,301,90,75,79,65,111.28571428571429
77,Late At Night,Roddy Ricch,77,76,301,83,81,74,87,111.28571428571429
78,KOLO (feat. Oxlade),Ice Prince,88,73,301,73,87,91,72,112.14285714285714
79,Blessed (feat. Damian Marley),Wizkid,92,86,301,81,69,64,96,112.71428571428571
80,Bad Influence,Omah lay,58,83,301,89,97,88,89,115.0
