rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Bounce,Ruger,1,1,1,1,1,1,2,1.142857143
2,Feeling,"LADIPOE, Buju",2,2,2,2,2,2,3,2.142857143
3,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy",6,3,3,3,3,3,4,3.571428571
4,Rock,Olamide,3,4,4,4,5,5,7,4.571428571
5,Outside,Buju,5,6,5,5,4,4,5,4.857142857
6,Soundgasm,Rema,4,5,6,6,6,6,8,5.857142857
7,Big Thug Boys,AV,8,7,7,7,7,7,10,7.571428571
8,Confident,"Savage, Buju",7,8,8,8,8,8,11,8.285714286
9,Monalisa,"Lojay, Sarz",10,9,9,9,9,9,9,9.142857143
10,Naira Marley,Zinoleesky,12,11,11,10,10,11,14,11.28571429
11,Essence (feat. Tems),Wizkid,9,10,10,11,11,12,16,11.28571429
12,Bling (feat. Amaarae & Buju),Blaqbonez,11,12,12,12,12,14,19,13.14285714
13,Party Next Door,"Dangbana Republik, Bella Shmurda",21,14,13,13,13,13,6,13.28571429
14,Dimension (feat. Skepta & Rema),JAE5,13,13,14,14,14,15,23,15.14285714
15,Show Me,Joeboy,14,15,15,15,15,16,24,16.28571429
16,Coming,"Naira Marley, Busiswa",15,16,16,16,16,17,25,17.28571429
17,LV N ATTN (feat. Wizkid),"Lojay, Sarz",18,17,17,17,17,19,27,18.85714286
18,Tonongo,"Lojay, Sarz",22,19,19,18,18,18,26,20
19,Jailer (feat. Jaywillz),Olamide,17,18,18,19,20,22,29,20.42857143
20,Ginger (feat. Burna Boy),Wizkid,25,21,21,20,19,20,28,22
21,Frenemies (feat. Oxlade),Rexxie,28,22,20,21,21,21,33,23.71428571
22,Kilometre,Burna Boy,20,23,23,26,25,26,34,25.28571429
23,It Is What It Is,Adekunle Gold,26,25,26,25,24,25,30,25.85714286
24,All (feat. Davido),Rexxie,16,20,22,27,26,30,43,26.28571429
25,Julie,Olamide,19,24,24,24,27,29,41,26.85714286
26,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid,34,26,25,23,23,24,35,27.14285714
27,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",30,28,29,29,28,32,40,30.85714286
28,Pronto,"Ajebo Hustlers, Omah Lay",31,31,32,32,29,28,36,31.28571429
29,Felony,CKay,29,30,31,31,30,31,37,31.28571429
30,Need For Speed,Olamide,23,27,28,28,32,35,46,31.28571429
31,HUSTLE,Teni,63,38,27,22,22,23,31,32.28571429
32,Somebody (feat. Phyno),Olamide,24,29,30,30,34,37,49,33.28571429
33,History,"Cheque, Fireboy DML",33,33,33,33,33,36,45,35.14285714
