rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Sinner,Adekunle Gold,5,5,5,3,3,2,2,3.5714285714285716
2,Monalisa,Lojay,4,4,4,4,4,4,3,3.857142857142857
3,Bounce,Rema,3,3,3,5,5,5,4,4.0
4,Yaba Buluku (feat. Preck & Nelson Tivane),"Remix - DJ Tarico, Preck, Nelson Tivane",6,6,6,7,7,7,7,6.571428571428571
5,Peru,Fireboy DML,11,11,8,6,6,6,6,7.714285714285714
6,Outside,Buju,9,9,9,9,8,8,8,8.571428571428571
7,Lazarus (feat. Boj),Dave,7,7,7,8,10,12,12,9.0
8,Feeling,LADIPOE,10,10,10,10,9,9,10,9.714285714285714
9,Clash (feat. Stormzy),Dave,8,8,11,11,13,13,14,11.142857142857142
10,Feel Good,Mohbad,13,13,12,12,11,10,9,11.428571428571429
11,Big Thug Boys,AV,12,12,13,13,12,11,11,12.0
12,Confident,Savage,15,15,14,14,14,14,13,14.142857142857142
13,Testimony,Buju,14,14,15,15,16,17,17,15.428571428571429
14,Rock,Olamide,16,16,16,16,15,15,15,15.571428571428571
15,Soundgasm,Rema,17,17,17,17,17,16,16,16.714285714285715
16,Naira Marley,Zinoleesky,21,21,18,18,19,19,19,19.285714285714285
17,Essence (feat. Tems),WizKid,23,23,20,19,18,18,18,19.857142857142858
18,We're All Alone,Dave,18,18,19,20,22,22,26,20.714285714285715
19,Medicine,Jaywillz,25,25,24,21,20,20,20,22.142857142857142
20,Verdansk,Dave,19,19,21,22,23,24,28,22.285714285714285
21,Party Next Door,Dangbana Republik,26,26,25,24,21,21,21,23.428571428571427
22,Law Of Attraction (feat. Snoh Aalegra),Dave,20,20,22,23,24,27,29,23.571428571428573
23,Bling (feat. Amaarae & Buju),Blaqbonez,27,27,27,28,25,23,22,25.571428571428573
24,In The Fire,Dave,22,22,23,25,27,29,33,25.857142857142858
25,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,31,31,28,26,26,25,24,27.285714285714285
26,Both Sides Of A Smile (feat. James Blake),Dave,24,24,26,27,30,34,37,28.857142857142858
27,Dimension (feat. Skepta & Rema),JAE5,32,32,31,29,28,26,25,29.0
28,Show Me,Joeboy,33,33,33,33,29,30,27,31.142857142857142
29,Far Away,Dangbana Republik,34,34,34,31,31,32,30,32.285714285714285
30,Twenty To One,Dave,29,29,29,30,33,36,41,32.42857142857143
31,Tonongo,Lojay,35,35,36,32,32,31,31,33.142857142857146
32,Pronto,Ajebo Hustlers,37,37,37,36,35,33,32,35.285714285714285
33,Three Rivers,Dave,28,28,30,34,37,42,49,35.42857142857143
34,Coming,Naira Marley,36,36,35,37,36,35,34,35.57142857142857
35,Heart Attack,Dave,30,30,32,35,40,45,52,37.714285714285715
36,LV N ATTN feat. Wizkid,Lojay,39,39,39,40,39,38,38,38.857142857142854
37,Ginger (feat. Burna Boy),WizKid,40,40,41,41,41,39,36,39.714285714285715
38,Abu Dhabi,Ruger,44,44,42,39,38,37,35,39.857142857142854
39,Out There,Dangbana Republik,43,43,40,42,42,41,42,41.857142857142854
40,HUSTLE,Teni,42,42,43,43,43,40,40,41.857142857142854
41,Rush,Dangbana Republik,45,45,46,45,44,43,44,44.57142857142857
42,World,Dangbana Republik,47,47,47,47,46,46,47,46.714285714285715
43,Blessed (feat. Damian Marley),WizKid,53,53,48,48,47,44,39,47.42857142857143
44,Call Me Baby,Cheque,49,49,44,46,45,49,51,47.57142857142857
45,Solace,Ajebo Hustlers,48,48,45,49,50,50,46,48.0
46,Survivor's Guilt,Dave,38,38,38,44,54,60,68,48.57142857142857
47,It Is What It Is,Adekunle Gold,50,50,49,50,48,48,45,48.57142857142857
48,La La (feat. Ckay),DaVido,46,46,51,52,51,51,48,49.285714285714285
49,Felony,CKay,52,52,52,51,49,47,43,49.42857142857143
50,Kilometre,Burna Boy,51,51,50,53,52,52,50,51.285714285714285
51,Ke Star,Remix - Focalistic,54,54,54,55,56,54,53,54.285714285714285
52,Southy Love,Peruzzi,56,56,57,57,57,56,54,56.142857142857146
53,Forever (Remix),Gyakie,58,58,58,56,55,55,55,56.42857142857143
54,Professor Peller,Seyi Vibez,65,65,56,54,53,53,56,57.42857142857143
55,History,Cheque,59,59,61,58,58,59,59,59.0
56,Bank On It,Burna Boy,62,62,64,59,62,58,58,60.714285714285715
57,23,Burna Boy,64,64,65,60,59,57,57,60.857142857142854
58,Jailer (feat. Jaywillz),Olamide,60,60,63,63,60,62,61,61.285714285714285
59,Celebrate Me,Patoranking,61,61,62,64,61,61,63,61.857142857142854
60,Yafun Yafun,Ajebo Hustlers,57,57,55,62,66,68,69,62.0
61,Late At Night,Roddy Ricch,66,66,67,65,64,64,65,65.28571428571429
62,Early Momo,Vector,69,69,70,67,63,63,60,65.85714285714286
63,Somebody Baby,DaVido,63,63,66,71,69,66,66,66.28571428571429
64,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,55,55,60,66,73,75,84,66.85714285714286
65,Focus,Joeboy,68,68,69,69,65,65,64,66.85714285714286
66,Way Too Big,Burna Boy,72,72,68,72,68,67,62,68.71428571428571
67,The Best (feat. Mayorkun),DaVido,67,67,71,70,70,69,67,68.71428571428571
68,Loved By You (feat. Burna Boy),Justin Bieber,73,73,73,68,67,70,72,70.85714285714286
69,Julie,Olamide,70,70,72,73,71,71,70,71.0
70,Reckless,WizKid,75,75,74,75,74,74,71,74.0
71,KOLO (feat. Oxlade),Ice Prince,74,74,79,77,77,73,73,75.28571428571429
72,Soldier Go,Dangbana Republik,77,77,77,76,76,76,83,77.42857142857143
73,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, ZT (3x3), Bugzy Malone, Buni, Fivio Foreign, Darkoo",76,76,78,80,80,77,77,77.71428571428571
74,Unconditionally,Ajebutter22,88,88,75,74,72,72,75,77.71428571428571
75,Hallelu,Masterkraft,81,81,81,79,78,80,78,79.71428571428571
76,Real Life (feat. Stormzy),Burna Boy,85,85,83,82,81,81,74,81.57142857142857
77,Running (To You),chike,80,80,88,86,83,78,81,82.28571428571429
78,Lako,Dangbana Republik,84,84,82,78,79,82,88,82.42857142857143
79,Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,71,71,76,81,89,97,97,83.14285714285714
80,RAPSTAR,Polo G,90,90,84,85,82,83,79,84.71428571428571
81,FOR YOU,Teni,79,79,85,90,88,86,87,84.85714285714286
82,Champion,Dangbana Republik,83,83,80,83,85,90,93,85.28571428571429
83,Oliver Twist,ArrDee,87,87,92,88,87,84,85,87.14285714285714
84,INJURE ME,Teni,78,78,87,94,96,92,89,87.71428571428571
85,Sweet One,WizKid,91,91,90,84,86,88,86,88.0
86,Longtime (feat. Skepta),WizKid,94,94,94,89,90,89,80,90.0
87,Shopping Spree (feat. Chris Brown & Young Thug),DaVido,82,82,89,97,93,96,94,90.42857142857143
88,Kilofeshe,Zinoleesky,89,89,93,98,95,85,92,91.57142857142857
89,No Stress,WizKid,97,97,96,92,91,87,82,91.71428571428571
90,Gone Girl,Obongjayar,95,95,95,87,92,94,90,92.57142857142857
91,Symbiosis,Ajebo Hustlers,92,92,86,91,98,98,96,93.28571428571429
92,Godly,Omah Lay,93,93,97,95,97,91,91,93.85714285714286
93,Unforgiving,Yung Bleu,41,41,53,61,75,93,301,95.0
94,PonPon (feat. Fave),Olamide,98,98,98,93,94,95,95,95.85714285714286
95,Cocaine,Dai Verse,301,301,59,38,34,28,23,112.0
96,Understand (remake),"Ifedapomola, Omah Lay",301,301,301,1,1,1,1,129.57142857142858
97,System (feat. WizKid),Dave,301,301,301,2,2,3,5,130.71428571428572
98,System (feat. WizKid),"Dave, WizKid",1,1,1,301,301,301,301,172.42857142857142
99,Understand (remake),Ifedapomola,2,2,2,301,301,301,301,172.85714285714286
100,Need To Know,Doja Cat,301,301,301,96,84,79,76,176.85714285714286
101,High Way,DJ Kaywise,86,86,91,301,301,301,301,209.57142857142858
102,All,Rexxie,96,96,301,301,301,301,301,242.42857142857142
103,True Love (feat. Tay Iwar & Projexx),WizKid,301,301,301,301,301,301,98,272.0
