rank,song,artist,Previous week,weeks on chart
1,Rock,Olamide,1,2
2,Feeling,"LADIPOE, Buju",2,2
3,Coming,"Naira Marley, Busiswa",5,2
4,Kilometre,Burna Boy,3,2
5,Forever (Remix),"Gyakie, Omah Lay",6,2
6,La La (feat. Ckay),Davido,0,1
7,Running (To You),"Chike, Simi",7,2
8,Bling (feat. Amaarae & Buju),Blaqbonez,12,2
9,Focus,Joeboy,9,2
10,Show Me,Joeboy,10,2
11,It Is What It Is,Adekunle Gold,11,2
12,FOR YOU (feat. Davido),Teni,13,2
13,Essence (feat. Tems),Wizkid,19,2
14,Godly,Omah Lay,16,2
15,Somebody Baby,"Davido, Peruzzi",15,2
16,Felony,CKay,20,2
17,Pronto,"Ajebo Hustlers, Omah Lay",23,2
18,History (feat. Fireboy DML),"Cheque, Fireboy DML",4,2
19,Dimension (feat. Skepta & Rema),JAE5,21,2
20,Ke Star (Remix) (feat. Virgo Deep),"Focalistic, Davido",47,2
21,World,"Dangbana Republik, Bella Shmurda",24,2
22,Too Correct,"Crayon, Rema",27,1
23,23,Burna Boy,41,2
24,High Way,"DJ Kaywise, Phyno",28,1
25,Outside,Buju,78,2
26,The Best (feat. Mayorkun),Davido,29,2
27,Loved By You (feat. Burna Boy),Justin Bieber,26,2
28,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft,33,2
29,INJURE ME,Teni,40,2
30,Door,"Joeboy, Kwesi Arthur",32,2
31,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,30,2
32,Cash App,"Bella Shmurda, Zlatan, Lincoln",31,2
33,Koleyewon,Naira Marley,34,2
34,Jowo,Davido,35,2
35,Bounce,Ruger,38,2
36,"Body (Remix) (feat. ZT (3x3), Fivio Foreign, Buni & ArrDee)","Tion Wayne, Russ Millions",39,2
37,Way Too Big,Burna Boy,42,2
38,Infinity (feat. Omah Lay),Olamide,44,2
39,Bounse,Rema,43,2
40,Rush,"Dangbana Republik, Bella Shmurda",48,2
41,Ginger (feat. Burna Boy),Wizkid,52,2
42,Southy Love (feat. Fireboy DML),Peruzzi,51,2
43,Bank On It,Burna Boy,54,2
44,a m a r i,J. Cole,17,2
45,Loco (feat. Mayorkun),KDDO,46,2
46,Bad Influence,Omah Lay,36,2
47,KPK (Ko Por Ke),"Rexxie, MohBad",57,2
48,Real Life (feat. Stormzy),Burna Boy,60,2
49,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay)",DJ Tunez,58,2
50,Verified (feat. Mayorkun),Laycon,50,2
51,Loading (feat. Bad Boy Timz),Olamide,56,2
52,KOLO (feat. Oxlade),Ice Prince,62,2
53,Cho Cho,Zlatan,37,2
54,Early Momo (feat. Good Girl LA),Vector,64,2
55,Triumphant (feat. Bella Shmurda),Olamide,0,1
56,Sere,"Spinall, Fireboy DML, 6LACK",53,2
57,9 5 . s o u t h,J. Cole,18,2
58,a p p l y i n g . p r e s s u r e,J. Cole,55,2
59,Kilofese,Zinoleesky,63,2
60,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",67,2
61,Seeing Green,"Nicki Minaj, Drake, Lil Wayne",22,2
62,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,66,2
63,Ruger,Ruger,69,2
64,MONTERO (SATAN'S EXTENDED VERSION),Lil Nas X,0,1
65,Away,Ayra Starr,68,2
66,GANG GANG,"Polo G, Lil Wayne",0,1
67,Straightenin,Migos,61,2
68,Kiss Me More (feat. SZA),Doja Cat,0,1
69,Jehovah Overdo,Chidinma,71,2
70,Enjoy,Tekno,72,2
71,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",0,1
72,p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",0,1
73,Blessed (feat. Damian Marley),Wizkid,74,2
74,If You No Love (feat. Mayorkun),Chike,75,2
75,Abule,Patoranking,73,2
76,Commitment Issues,Central Cee,76,2
77,Don Dada,Timaya,80,2
78,Okwaraji,Blaqbonez,81,2
79,Fendi (feat. Joeboy),Blaqbonez,49,2
80,Abu Dhabi,Ruger,88,2
81,Squander,Falz & Niniola,79,2
82,Onyedikagi (feat. Glowrie),Mercy Chinwo,0,1
83,Reckless,Wizkid,85,2
84,Love Like This,Lil Kesh ft Fireboy Dml,84,2
85,Runaway,AURORA,86,2
86,l e t . g o . m y . h a n d (with Bas & 6LACK),"J. Cole, Bas, 6LACK",0,1
87,i n t e r l u d e,J. Cole,45,2
88,Heartbreak Anniversary,GIVON,89,2
89,No Stress,Wizkid,90,2
90,Longtime (feat. Skepta),Wizkid,91,2
91,1 0 0 . m i l (with Bas),"J. Cole, Bas",0,1
92,Sweet One,Wizkid,96,2
93,True Love (feat. Tay Iwar & Projexx),Wizkid,98,2
94,Holy Ground (feat. Nicki Minaj),Davido,97,2
95,RAPSTAR,Polo G,93,2
96,Mighty Wine,Wizkid,99,2
97,p u n c h i n . t h e . c l o c k,J. Cole,0,1
98,Calling My Phone,"Lil Tjay, 6LACK",100,2
99,Damages,Tems,0,1
100,Mood Swings (feat. Lil Tjay),Pop Smoke,0,1
