Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL
1,,Question (feat. Don Jazzy),Burna Boy,1,291020,,https://www.youtube.com/watch?v=0rOer3k2DWg
2,1,Essence (feat. Tems),Wizkid,41,287495,-61.1%,https://www.youtube.com/watch?v=jipQpjUA_o8
3,2,Understand,Omah Lay,7,238877,-3.3%,https://www.youtube.com/watch?v=X3Ai6osw3Mk
4,4,Lie,Kizz Daniel,3,170347,10.3%,https://www.youtube.com/watch?v=ZAzAdF1ZvaQ
5,3,Bounce,Ruger,16,151409,-5.9%,https://www.youtube.com/watch?v=I9tqmugh2X8
6,,Let Me Know,Mayorkun,1,143456,,https://www.youtube.com/watch?v=fXclkNPiiqU
7,,Somebody’s Son (feat. Brandy),Tiwa Savage,1,115755,,https://www.youtube.com/watch?v=zxDAgjaxDWI
8,36,Bloody Samaritan,Ayra Starr,4,114036,154.7%,https://www.youtube.com/watch?v=FzTOsvZkCaI
9,7,Jennifer,Guchi,15,105211,-11.4%,https://www.youtube.com/watch?v=y3bQfOAsnY0
10,6,Sinner (feat. Lucky Daye),Adekunle Gold,7,104360,-16.1%,https://www.youtube.com/watch?v=XIcsU494u8M
11,20,Peru,Fireboy DML,6,90766,39%,https://www.youtube.com/watch?v=p6uXFreFPyA
12,5,Naira Marley,Zinoleesky,9,90193,-38.8%,https://www.youtube.com/watch?v=u5LxthcSS7E
13,8,Feeling,LADIPOE & Buju,16,84156,-8.5%,https://www.youtube.com/watch?v=inu6sJ4p5Xg
14,10,Running (To You),Chike & Simi,28,77804,-6.5%,https://www.youtube.com/watch?v=9DpejbEJ5Gs
15,11,Coming,Naira Marley & Busiswa,23,75543,-7.1%,https://www.youtube.com/watch?v=dAhmUNl62mc
16,57,Mercy,Falz,4,72945,144.7%,https://www.youtube.com/watch?v=lEvpnPDOYFM
17,24,Monalisa,Lojay & Sarz,8,71156,9.6%,https://www.youtube.com/watch?v=loxACEBahMM
18,33,Medicine,Jaywillz,8,70588,45.9%,https://www.youtube.com/watch?v=Gj7eQzJlsU4
19,18,Outside,Buju,14,68517,1.8%,https://www.youtube.com/watch?v=3A3MiNlX6II
20,,Far Away,Dangbana Republik & Bella Shmurda,2,66558,,https://www.youtube.com/watch?v=h5IzjiWOcAg
21,16,HUSTLE,Teni,8,66079,-9.2%,https://www.youtube.com/watch?v=FKqlAbsGlg0
22,15,Soundgasm,Rema,11,65546,-11.2%,https://www.youtube.com/watch?v=nrTkERuwdCc
23,28,Big Thug Boys,AV,9,63722,8.5%,https://www.youtube.com/watch?v=4iJvmXekbnY
24,22,Yaba Buluku (feat. Preck & Nelson Tivane),Dj Tarico & Burna Boy,8,63332,-2.6%,https://www.youtube.com/watch?v=CXjLmsOQTkA
25,21,Rock,Olamide,15,63154,-3.3%,https://www.youtube.com/watch?v=6WkxiF7nnjY
26,25,Jehovah Overdo,Chidinma,16,62376,-3.9%,https://www.youtube.com/watch?v=jgcXR4U4kEc
27,23,Forever (Remix),Gyakie & Omah Lay,33,61379,-5.5%,https://www.youtube.com/watch?v=q5URc13jOv0
28,13,Eff All Day (feat. Phyno),Timaya,2,59590,-22.9%,https://www.youtube.com/watch?v=MFLavfarQFE
29,27,Godly,Omah Lay,40,57231,-7%,https://www.youtube.com/watch?v=DqUd72pK15Y
30,29,Celebrate Me,Patoranking,10,56284,1%,https://www.youtube.com/watch?v=7XfOyuBSb_k
31,31,Wade In The Water (Live),The Spirituals,4,55744,10.3%,https://www.youtube.com/watch?v=fxZ4H-gq_lc
32,30,FOR YOU (feat. Davido),Teni,28,50096,-9.9%,https://www.youtube.com/watch?v=Y5QUVma7_g4
33,19,Party Next Door,Dangbana Republik & Bella Shmurda,8,48355,-27%,https://www.youtube.com/watch?v=bhZmePt58gM
34,17,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5,46796,-31.4%,https://www.youtube.com/watch?v=UTHLKHL_whs
35,35,Roju,Chike,32,45002,0.2%,https://www.youtube.com/watch?v=19WTWVw15n0
36,32,Show Me,Joeboy,19,44763,-7.9%,https://www.youtube.com/watch?v=F0KN8cgHC8g
37,84,Moriamo,Qdot,2,43027,162%,https://www.youtube.com/watch?v=orT5TIo29HI
38,40,Feel Good,Mohbad,6,42108,4.6%,https://www.youtube.com/watch?v=u00Xmw-uGQs
39,14,Kola Boy (Feat. Emmanuella),Onyx,4,41902,-45.2%,https://www.youtube.com/watch?v=76jJ0HFOrSU
40,83,NEED ME,Gyakie,2,40704,139.4%,https://www.youtube.com/watch?v=qXeuIxhv5YQ
41,39,Cash App,"Bella Shmurda, Zlatan & Lincoln",46,40544,-3.4%,https://www.youtube.com/watch?v=n1S66UhdIwA
42,43,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,43,39283,3.3%,https://www.youtube.com/watch?v=psieSr_bu8o
43,38,Ke Star (Remix),Focalistic & Davido,27,38484,-9.6%,https://www.youtube.com/watch?v=oQKKCXXRcKE
44,41,Okay,Adekunle Gold,28,38020,-4.7%,https://www.youtube.com/watch?v=zgi30OqnKN4
45,47,STAY,The Kid Laroi & Justin Bieber,7,37609,5.7%,https://www.youtube.com/watch?v=kTJczUoc26U
46,12,Alubarika (feat. Buju),Zlatan,3,37031,-52.7%,https://www.youtube.com/watch?v=P9MMjYDWpj0
47,,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,21,34592,,https://www.youtube.com/watch?v=mC-zw0zCCtg
48,44,Bounce,Rema,26,33420,-7.7%,https://www.youtube.com/watch?v=xxMTgqNjZGo
49,51,It Is What It Is,Adekunle Gold,17,33105,-2.8%,https://www.youtube.com/watch?v=fgNKzf92gNo
50,34,Drug Test,Naira Marley,3,32949,-27.1%,https://www.youtube.com/watch?v=FmPgghIX_bE
51,37,Dip,Stefflon Don & Ms Banks,2,32565,-25%,https://www.youtube.com/watch?v=em2ntshLHwU
52,52,Onyedikagi (feat. Glowrie),Mercy Chinwo,18,32264,-5.1%,https://www.youtube.com/watch?v=o4pm6f5zv4I
53,61,Motorboat,Tory Lanez,11,31142,18.3%,https://www.youtube.com/watch?v=_ulWkovtTTU
54,65,Ojuju,Oxlade,2,29641,16.2%,https://www.youtube.com/watch?v=hYTqUjT0ing
55,,Work Fada (feat. Nas),Tiwa Savage,1,29050,,https://www.youtube.com/watch?v=sueFGcjtfyM
56,58,There Is a Place,Nathaniel Bassey,8,28594,-2.4%,https://www.youtube.com/watch?v=lWGx7EL_rsQ
57,56,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,11,28423,-4.7%,https://www.youtube.com/watch?v=2LGiIBkg2uw
58,,Wid It,Tion Wayne & ArrDee,1,27909,,https://www.youtube.com/watch?v=EZ1JY038yF8
59,63,Confident,-- & Buju,8,26760,4.6%,https://www.youtube.com/watch?v=O7vPv3Tm0vg
60,42,ROAR - Dunsin Oyekan,Dunsin Oyekan,4,25843,-33.7%,https://www.youtube.com/watch?v=_oy9Er4YXnM
61,,Tales By Moonlight (feat. Amaarae),Tiwa Savage,1,25692,,https://www.youtube.com/watch?v=8mZyx3cTPqs
62,60,Need To Know,Doja Cat,6,25494,-9.6%,https://www.youtube.com/watch?v=dI3xkL7qUAc
63,55,Bling (feat. Amaarae & Buju),Blaqbonez,18,25410,-15.1%,https://www.youtube.com/watch?v=JJsCz_1ib30
64,53,You're Welcome,Dwayne Johnson,15,24831,-23.7%,https://www.youtube.com/watch?v=79DijItQXMM
65,,Don’t Go,"Skrillex, Justin Bieber & Don Toliver",1,24169,,https://www.youtube.com/watch?v=cds_rfHsJ3Y
66,62,History,Cheque & Fireboy DML,20,24053,-6.8%,https://www.youtube.com/watch?v=n1FIQVk1JEE
67,45,Bad Habits,Ed Sheeran,7,23880,-33.7%,https://www.youtube.com/watch?v=orJSJGHjBLI
68,66,Frenemies (feat. Oxlade),Rexxie,2,23408,-4.4%,https://www.youtube.com/watch?v=J7VLfORyO-M
69,54,Shopping Spree (feat. Chris Brown & Young Thug),Davido,8,23358,-25.4%,https://www.youtube.com/watch?v=vKR0Drgf6vc
70,26,Fendi (feat. Joeboy),Blaqbonez,3,22944,-63.6%,https://www.youtube.com/watch?v=TbyPZQkHvU0
71,,Call me baby,Cheque,1,22756,,https://www.youtube.com/watch?v=EC-OE2rRQiU
72,9,Rumors (feat. Cardi B),Lizzo,2,22005,-73.6%,https://www.youtube.com/watch?v=4P9XUrniiK4
73,,Ire Iran,Adeyinka Alaseyori,1,21505,,https://www.youtube.com/watch?v=4CnTQ2upnZ8
74,,Ride For You (feat. Davido),Phyno,22,21272,,https://www.youtube.com/watch?v=5c3j2JmBtnU
75,64,Paloma,Mr. P & --,6,20932,-18%,https://www.youtube.com/watch?v=9XV2XGyn25k
76,,Dan Dama,Lilin Baba,1,20498,,https://www.youtube.com/watch?v=wwTQ96_cdmc
77,73,Ruger,Ruger,16,20311,3.1%,https://www.youtube.com/watch?v=Pc5J9oB3tdo
78,74,Kilometre,Burna Boy,18,20186,3.2%,https://www.youtube.com/watch?v=eKv5CBr-kKo
79,71,Addicted,Guchi,8,19962,-3%,https://www.youtube.com/watch?v=1Bh9cpxOYR0
80,86,Salabanta,SunkkeySnoop & --,2,19859,24.8%,https://www.youtube.com/watch?v=ryxMURW3Izk
81,70,"Body (Remix) (feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo)",Tion Wayne & Russ Millions,19,18380,-11.1%,https://www.youtube.com/watch?v=BS3HgiHPYcs
82,89,Better,Khalid,22,18237,20.2%,https://www.youtube.com/watch?v=x3bfa3DZ8JM
83,69,Ameno,ERA,15,18019,-14%,https://www.youtube.com/watch?v=onjPLuZp6hY
84,,Real Life (feat. Stormzy),Burna Boy,25,17897,,https://www.youtube.com/watch?v=dXeOBkKdiAg
85,72,Abu Dhabi,Ruger,7,17744,-10%,https://www.youtube.com/watch?v=cyg6M9k96Zk
86,,Fanan,Sani Musa Danja,1,17672,,https://www.youtube.com/watch?v=E7ttP5a3Z0s
87,,Philomina [Episode 1],Magnito,1,17269,,https://www.youtube.com/watch?v=VQ-qiNbMR4o
88,77,Clash (feat. Stormzy),Dave,7,17256,-9.1%,https://www.youtube.com/watch?v=oFqVvjq6BGM
89,93,The Mark of God (Live) (feat. Akintayo Akinwande),Laolu Gbenjo,2,16845,14.2%,https://www.youtube.com/watch?v=WZMX1xMGTck
90,80,Jalebi Baby,Tesher,6,16505,-5.8%,https://www.youtube.com/watch?v=IFtwhMK64H8
91,67,Zoe (Live),Odunayo Adebayo & --,4,16362,-26.3%,https://www.youtube.com/watch?v=YSOFPs94v9o
92,88,Nesesari (feat. Philkeyz),Kizz Daniel,7,16034,3.6%,https://www.youtube.com/watch?v=pX32CYddzno
93,95,Hustle Dot Com,Sparkle Tee,2,15325,4.6%,https://www.youtube.com/watch?v=joEGDe3olww
94,,Somebody Baby,Peruzzi & Davido,20,15037,,https://www.youtube.com/watch?v=anYV459bfmM
95,,Shameful,King OT,1,14975,,https://www.youtube.com/watch?v=XW6-lnnMnrc
96,,Holy Ground (feat. Nicki Minaj),Davido,22,14771,,https://www.youtube.com/watch?v=JtEv_3Rwn1o
97,,Woman,Doja Cat,1,14732,,https://www.youtube.com/watch?v=2V_uAAAH-_Q
98,90,Door,Joeboy,20,14490,-3.9%,https://www.youtube.com/watch?v=gjzzE1v1RDk
99,76,Wild Side (feat. Cardi B),Normani,6,14484,-24.5%,https://www.youtube.com/watch?v=DFMEBquxeO8
100,92,Aye,Davido,5,14383,-2.6%,https://www.youtube.com/watch?v=uZ-_HIoEBE8
