rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
29,Medicine,Jaywillz,22,420,11,12,22,92,96.5
30,Ginger ft. Burna Boy,Wizkid,26,420,49,42,26,19,97.0
31,Confident,Savage and  Buju,25,17,55,450,27,17,98.5
32,Reckless,Wizkid,33,420,66,49,29,22,103.16666666666667
33,HUSTLE,Teni,58,420,26,35,58,27,104.0
34,Beggie Beggie ft. CKay,Ayra Starr,48,98,350,38,49,44,104.5
35,Somebody’s Son,Tiwa Savage,19,75,13,450,20,76,108.83333333333333
36,Felony,CKay,62,71,350,92,61,24,110.0
37,Bling (feat. Amaarae & Buju),Blaqbonez,40,41,68,450,43,21,110.5
38,Show Me,Joeboy,51,420,40,16,53,88,111.33333333333333
39,Far Away,Dangbana Republik and  Bella Shmurda,56,25,44,450,59,51,114.16666666666667
40,It Is What It Is,Adekunle Gold,76,22,52,450,62,26,114.66666666666667
41,Jail,Kanye West,43,420,47,77,72,30,114.83333333333333
42,Celebrate Me,Patoranking,155,16,36,36,131,325,116.5
43,Ojuju,Troniq Music and  Oxlade,16,27,67,450,17,125,117.0
44,Soundgasm,Rema,29,133,23,450,32,55,120.33333333333333
45,Praise God,Kanye West,52,420,85,48,74,62,123.5
46,23,Burna Boy,80,82,350,69,67,153,133.5
47,Ke Star (Remix),Focalistic and  Davido,85,66,48,450,83,150,147.0
48,Fashion Killer,Ayra Starr,28,420,350,71,31,16,152.66666666666666
49,Lonely,Ayra Starr,143,115,350,66,116,141,155.16666666666666
50,FOR YOU ft. Davido,Teni,375,38,33,64,300,151,160.16666666666666
51,Colorado,Zugo and  Dai Verse,35,46,350,450,37,52,161.66666666666666
52,Off The Grid,Kanye West,47,420,350,44,73,41,162.5
53,Way Too Big,Burna Boy,86,79,350,51,96,325,164.5
54,Longtime ft. Skepta,Wizkid,36,420,350,98,35,50,164.83333333333334
55,Party Next Door,Dangbana Republik and  Bella Shmurda,34,420,43,450,36,18,166.83333333333334
56,Hurricane,Kanye West,39,420,56,450,70,33,178.0
57,loving is harder,Johnny Drille,127,20,76,450,300,100,178.83333333333334
58,Running (To You) ft. Simi,Chike,375,36,19,29,300,325,180.66666666666666
59,Godly,Omah Lay,375,47,31,24,300,325,183.66666666666666
60,Clash,Dave and  Stormzy,50,420,92,450,50,48,185.0
61,STAY,The Kid LAROI and  Justin Bieber,78,420,38,450,64,64,185.66666666666666
62,INDUSTRY BABY,Lil Nas X and  Jack Harlow,82,420,34,450,68,75,188.16666666666666
63,Sharing Locations (feat. Lil Durk & Lil Baby),Meek Mill,97,123,37,450,103,325,189.16666666666666
64,No Stress,Wizkid,49,420,99,450,44,86,191.33333333333334
65,Need To Know,Doja Cat,79,420,65,450,63,73,191.66666666666666
66,God Breathed,Kanye West,54,420,89,450,75,63,191.83333333333334
67,Tonongo,Lojay and  Sarz,55,117,350,450,57,135,194.0
68,Ok Ok,Kanye West,57,420,84,450,77,77,194.16666666666666
69,Jesus Lord,Kanye West,67,420,74,450,86,70,194.5
70,Junya,Kanye West,63,420,90,450,81,66,195.0
71,family ties,Baby Keem and  Kendrick Lamar,96,420,32,450,97,83,196.33333333333334
72,Hallelu,Masterkraft,148,54,350,450,125,57,197.33333333333334
73,Infinity ft. Omah Lay,Olamide,375,59,350,23,300,90,199.5
74,Forever (Remix),Gyakie and  Omah Lay,142,420,29,450,117,40,199.66666666666666
75,Donda,Kanye West,83,420,83,450,85,79,200.0
76,LV N ATTN feat. Wizkid,Lojay and  Sarz,104,169,350,450,109,32,202.33333333333334
77,Eff All Day ft. Phyno,Timaya,375,81,78,56,300,325,202.5
78,Pronto,Ajebo Hustlers and  Omah Lay,60,56,350,450,60,325,216.83333333333334
79,Call Me Baby,Cheque,375,90,350,41,300,152,218.0
80,Dimension (feat. Skepta & Rema),JAE5,37,420,350,450,40,23,220.0
81,System,Dave and  Wizkid,38,420,350,450,41,25,220.66666666666666
82,Cocaine,Dai Verse,21,420,350,450,25,59,220.83333333333334
83,More,Troniq Music and  Oxlade,135,137,350,450,106,148,221.0
84,High,Adekunle Gold and  Davido,103,213,350,450,129,108,225.5
85,Mighty Wine,Wizkid,42,420,350,450,38,58,226.33333333333334
86,Cast (Gen Z Anthem),Ayra Starr,44,420,350,450,45,53,227.0
87,Southy Love,Peruzzi,66,106,350,450,79,325,229.33333333333334
88,Sweet One,Wizkid,41,420,350,450,39,87,231.16666666666666
89,History ft. Fireboy DML,Cheque,375,24,350,15,300,325,231.5
90,Jonah,Kanye West,53,420,350,450,76,47,232.66666666666666
91,Focus,Joeboy,375,31,350,19,300,325,233.33333333333334
92,Abu Dhabi,Ruger,77,420,350,450,65,42,234.0
93,Moon,Kanye West,59,420,350,450,78,49,234.33333333333334
94,True Love (feat. Tay Iwar & Projexx),Wizkid,46,420,350,450,42,99,234.5
95,Triumphant ft. Bella Shmurda,Olamide,375,44,350,28,300,325,237.0
96,Dorime ,Teni,375,43,350,33,300,325,237.66666666666666
97,World (Alternate Cut),Dangbana Republik and  Bella Shmurda,137,53,350,450,113,325,238.0
98,Out There,Dangbana Republik and  Bella Shmurda,151,30,350,450,123,325,238.16666666666666
99,No Child Left Behind,Kanye West,61,420,350,450,80,69,238.33333333333334
100,Smile (feat. H.E.R.),Wizkid,73,420,350,450,54,85,238.66666666666666
101,Believe What I Say,Kanye West,64,420,350,450,82,68,239.0
102,Remote Control,Kanye West,65,420,350,450,84,67,239.33333333333334
103,Piece of Me (feat. Ella Mai),Wizkid,69,420,350,450,47,101,239.5
104,Lazarus,Dave and  Boj,74,420,350,450,55,89,239.66666666666666
105,Professor Peller ft. Zlatan,Seyi Vibez,375,37,350,58,300,325,240.83333333333334
106,24,Kanye West,68,420,350,450,87,71,241.0
107,Wonder ft. Patoranking,Dremo,375,61,350,46,300,325,242.83333333333334
108,Champion ft. D Smoke,Fireboy DML,375,72,350,40,300,325,243.66666666666666
109,Kogbede ft. Wande Coal,CDQ,375,33,350,82,300,325,244.16666666666666
110,Grace,Wizkid,70,420,350,450,46,132,244.66666666666666
111,Pure Souls,Kanye West,88,420,350,450,89,72,244.83333333333334
112,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,375,63,350,60,300,325,245.5
113,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,375,164,91,450,300,95,245.83333333333334
114,Heaven and Hell,Kanye West,87,420,350,450,88,80,245.83333333333334
115,Migrate ft. Davido,Ayanfe,375,58,350,68,300,325,246.0
116,Donda Chant,Kanye West,89,420,350,450,90,78,246.16666666666666
117,Gyrate,Wizkid,72,420,350,450,52,133,246.16666666666666
118,Julie,Olamide,375,55,350,74,300,325,246.5
119,Keep My Spirit Alive,Kanye West,91,420,350,450,91,81,247.16666666666666
120,Pay Me,Troniq Music and  Oxlade,71,420,350,450,51,145,247.83333333333334
121,Lord I Need You,Kanye West,92,420,350,450,93,82,247.83333333333334
122,Too Correct ft. Rema,Crayon,375,84,350,53,300,325,247.83333333333334
123,Roma (feat. Terri),Wizkid,75,420,350,450,56,137,248.0
124,Need For Speed,Olamide,375,51,350,93,300,325,249.0
125,Jennifer,GUCHI,375,420,16,63,300,325,249.83333333333334
126,New Again,Kanye West,93,420,350,450,94,94,250.16666666666666
127,Adura ft. Mohbad,Bella Shmurda,375,85,350,76,300,325,251.83333333333334
128,Bia,Phyno,375,103,350,62,300,325,252.5
129,Come to Life,Kanye West,95,420,350,450,98,103,252.66666666666666
130,Real Life,Burna Boy,145,127,350,450,120,325,252.83333333333334
131,Bad Influence ,Omah Lay,375,93,350,75,300,325,253.0
132,Tell The Vision,Kanye West,98,420,350,450,99,102,253.16666666666666
133,Early Momo,Vector,153,128,350,450,122,325,254.66666666666666
134,Can't Relate,Omah Lay,375,134,350,45,300,325,254.83333333333334
135,Ok Ok pt 2,Kanye West,94,420,350,450,95,134,257.1666666666667
136,Pray,Victony,139,170,350,450,112,325,257.6666666666667
137,Door ft. Kwesi Arthur,Joeboy,375,143,350,54,300,325,257.8333333333333
138,Jesus Lord pt 2,Kanye West,99,420,350,450,100,136,259.1666666666667
139,My Bebe,Omah Lay,375,140,350,67,300,325,259.5
140,Zambololo,Umu Obiligbo,375,420,53,84,300,325,259.5
141,Cash App,Bella Shmurda,375,70,41,450,300,325,260.1666666666667
142,Loved By You,Justin Bieber,149,420,350,450,124,74,261.1666666666667
143,Rise Up ft. Falz,2Baba,375,175,350,43,300,325,261.3333333333333
144,Junya pt 2,Kanye West,101,420,350,450,108,139,261.3333333333333
145,La La (feat. Ckay),Davido,102,420,350,450,102,149,262.1666666666667
146,Aye,Naira Marley,375,420,75,88,300,325,263.8333333333333
147,Abule,Patoranking,375,177,350,59,300,325,264.3333333333333
148,LOML,Cheque,128,215,350,450,300,144,264.5
149,Loading ft. BadboyTimz,Olamide,375,167,350,72,300,325,264.8333333333333
150,You,Omah Lay,375,150,350,99,300,325,266.5
151,If You No Love,Chike,375,166,350,83,300,325,266.5
152,Incomplete,Troniq Music and  Oxlade,157,201,350,450,126,325,268.1666666666667
153,Confession,Omah Lay,375,187,350,80,300,325,269.5
154,Kilofeshe,Zinoleesky,375,52,350,450,300,91,269.6666666666667
155,Lo Lo,Omah Lay,375,192,350,81,300,325,270.5
156,Summer Bounce ft. Joeboy,Blaq Jerzee,375,194,350,87,300,325,271.8333333333333
157,Somebody Baby,Peruzzi,375,67,350,450,300,104,274.3333333333333
158,All,Rexxie,375,77,350,450,300,143,282.5
159,Rush,Dangbana Republik and  Bella Shmurda,84,420,350,450,69,325,283.0
160,Bad Habits,Ed Sheeran,375,420,79,450,300,97,286.8333333333333
161,Jail pt 2,Kanye West,90,420,350,450,92,325,287.8333333333333
162,Fountains,Drake,105,420,350,450,300,105,288.3333333333333
163,Champagne Poetry,Drake,107,420,350,450,300,106,288.8333333333333
164,Girls Want Girls,Drake,106,420,350,450,300,107,288.8333333333333
165,Woman,Rema,375,189,95,450,300,325,289.0
166,In The Bible,Drake,109,420,350,450,300,109,289.6666666666667
167,Fair Trade,Drake,108,420,350,450,300,110,289.6666666666667
168,Love All,Drake,110,420,350,450,300,112,290.3333333333333
169,Papi’s Home,Drake,111,420,350,450,300,111,290.3333333333333
170,Way 2 Sexy,Drake,112,420,350,450,300,113,290.8333333333333
171,Tales By Moonlight (Ft Amaarae),Tiwa Savage,100,420,350,450,101,325,291.0
172,TSU,Drake,113,420,350,450,300,114,291.1666666666667
173,Get Along Better,Drake,115,420,350,450,300,115,291.6666666666667
174,Snitch,Ayra Starr,158,168,350,450,300,325,291.8333333333333
175,7am On Bridle Path,Drake,119,420,350,450,300,116,292.5
176,You Only Live Twice,Drake,118,420,350,450,300,118,292.6666666666667
177,Pipe Down,Drake,120,420,350,450,300,117,292.8333333333333
178,Yebba’s Heartbreak,Drake and  Yebba,121,420,350,450,300,119,293.3333333333333
179,IMY2,Drake,122,420,350,450,300,121,293.8333333333333
180,Race My Mind,Drake,123,420,350,450,300,120,293.8333333333333
181,ova,Johnny Drille,126,420,350,450,300,122,294.6666666666667
182,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,375,224,96,450,300,325,295.0
183,Fucking Fans,Drake,124,420,350,450,300,127,295.1666666666667
184,MY KIND OF BROWN,Johnny Drille,129,420,350,450,300,123,295.3333333333333
185,odo,Johnny Drille,130,420,350,450,300,124,295.6666666666667
186,The Remorse,Drake,125,420,350,450,300,130,295.8333333333333
187,ludo,Johnny Drille,131,420,350,450,300,126,296.1666666666667
188,driving in the rain,Johnny Drille,133,420,350,450,300,128,296.8333333333333
189,Somebodyxe2x80x99s Son ft. Brandy,Tiwa Savage,375,420,350,20,300,325,298.3333333333333
190,Shako,Barry Jhay,146,222,350,450,300,325,298.8333333333333
191,+234 (Daily Paper),PsychoYP,140,420,350,450,110,325,299.1666666666667
192,Bank On It,Burna Boy,136,420,350,450,114,325,299.1666666666667
193,BEFORE I LET GO,Johnny Drille,150,420,350,450,300,131,300.1666666666667
194,Bridgertn,Ayra Starr,141,420,350,450,115,325,300.1666666666667
195,in the light,Johnny Drille,144,420,350,450,300,138,300.3333333333333
196,Benzema,Guchi,375,420,350,32,300,325,300.3333333333333
197,Chosen (feat. Ty Dolla $ign),Blxst and  Tyga,147,420,350,450,119,325,301.8333333333333
198,Wahala,Reeze,375,420,350,47,300,325,302.8333333333333
199,Olofofo,Victor AD,375,19,350,450,300,325,303.1666666666667
200,Too Faithful,Moses Bliss,375,420,350,50,300,325,303.3333333333333
201,Shameful,King OT,375,21,350,450,300,325,303.5
202,Special Kinda (Ft Tay Iwar),Tiwa Savage,156,420,350,450,121,325,303.6666666666667
203,Denge Pose,Lil Frosh,375,23,350,450,300,325,303.8333333333333
204,The Best (feat. Mayorkun),Davido,154,420,350,450,127,325,304.3333333333333
205,Nibolowa ft. Burna Boy,Duncan Mighty,375,420,350,57,300,325,304.5
206,Ayewada,Barry Jhay,375,28,350,450,300,325,304.6666666666667
207,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,420,350,61,300,325,305.1666666666667
208,Are You Sure,Lyta,375,32,350,450,300,325,305.3333333333333
209,"Work Fada (Ft Nas, Rich King)",Tiwa Savage,159,420,350,450,130,325,305.6666666666667
210,INJURE ME,Teni,375,34,350,450,300,325,305.6666666666667
211,Money,"Terri, Bella Shmurda, Mohbad",375,35,350,450,300,325,305.8333333333333
212,Jailer,Olamide,375,39,350,450,300,325,306.5
213,40 BTC,Rexxie featuring Seyi Vibez,375,40,350,450,300,325,306.6666666666667
214,Capable God,Judikay,375,420,350,70,300,325,306.6666666666667
215,Sorry,MohBad,375,42,350,450,300,325,307.0
216,Love Like This ft. Fireboy DML,Lil Kesh,375,420,350,73,300,325,307.1666666666667
217,Soldier Go,"Dangbana Republik, Bella Shmurda",375,45,350,450,300,325,307.5
218,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,420,350,78,300,325,308.0
219,Know the Difference,Icewear Vezzo,375,48,350,450,300,325,308.0
220,Ameno (Dorime),Dj Xclusive,375,420,350,79,300,325,308.1666666666667
221,Supernova,Balloranking,375,49,350,450,300,325,308.1666666666667
222,Lako,"Dangbana Republik, Bella Shmurda",375,50,350,450,300,325,308.3333333333333
223,Adxc3xa9 Orxc3xad xc3x92kin,K1 De Ultimate,375,420,350,86,300,325,309.3333333333333
224,"Congratulations ft, Buchi",Ada Ehi,375,420,350,89,300,325,309.8333333333333
225,90’S,Seyi Vibez,375,60,350,450,300,325,310.0
226,Green Light,Olamide,375,420,350,90,300,325,310.0
227,Lakiriboto ft. Davido,LIYA,375,420,350,91,300,325,310.1666666666667
228,Relentless,Booka600,375,62,350,450,300,325,310.3333333333333
229,Lenu (Remix),Buju & Burna Boy,375,65,350,450,300,325,310.8333333333333
230,Too Sweet (O Dun),Niniola,375,420,350,95,300,325,310.8333333333333
231,Betty Butter ft. Davido,Mayorkun,375,420,350,96,300,325,311.0
232,Omalicha ft. Ejyk Nwamba,Kolaboy,375,420,350,97,300,325,311.1666666666667
233,Holiday,Balloranking,375,68,350,450,300,325,311.3333333333333
234,Bad Type,Seyi Vibez,375,69,350,450,300,325,311.5
235,Hosanna,Steve Crown,375,420,350,100,300,325,311.6666666666667
236,Sho Mo Mi,Bella Shmurda,375,73,350,450,300,325,312.1666666666667
237,Base On Believe,Balloranking,375,74,350,450,300,325,312.3333333333333
238,Catalyst,Seyi Vibez,375,76,350,450,300,325,312.6666666666667
239,Omnipotent,Bella Shmurda,375,80,350,450,300,325,313.3333333333333
240,Black,Victor AD,375,83,350,450,300,325,313.8333333333333
241,Ori,Barry Jhay,375,86,350,450,300,325,314.3333333333333
242,Vision 2020,Bella Shmurda,375,87,350,450,300,325,314.5
243,Upgrade,Bella Shmurda,375,88,350,450,300,325,314.6666666666667
244,Be My Guest,WSTRN & Fireboy DML,375,89,350,450,300,325,314.8333333333333
245,Koleyewon,Naira Marley,375,91,350,450,300,325,315.1666666666667
246,Ginger Me (Intro),Bella Shmurda,375,92,350,450,300,325,315.3333333333333
247,Jehovah Overdo,Chidinma,375,420,24,450,300,325,315.6666666666667
248,Ma Pariwo,Zinoleesky,375,94,350,450,300,325,315.6666666666667
249,Late At Night,Roddy Ricch,375,96,350,450,300,325,316.0
250,So Lovely,Buju,375,97,350,450,300,325,316.1666666666667
251,KPK (Ko Por Ke),Rexxie and MohBad,375,99,350,450,300,325,316.5
252,Don Dada,Timaya,375,100,350,450,300,325,316.6666666666667
253,Anymore,Victor AD,375,101,350,450,300,325,316.8333333333333
254,Pay day,Seyi Vibez,375,102,350,450,300,325,317.0
255,Cho Cho,Zlatan,375,104,350,450,300,325,317.3333333333333
256,Motorboat,Tory Lanez,375,420,35,450,300,325,317.5
257,Liquor,Bella Shmurda,375,105,350,450,300,325,317.5
258,Spiritual,Buju,375,107,350,450,300,325,317.8333333333333
259,Currently,Kizz Daniel,375,108,350,450,300,325,318.0
260,Butter,BTS,375,420,39,450,300,325,318.1666666666667
261,Muje,Barry Jhay,375,109,350,450,300,325,318.1666666666667
262,Marlians Anthem,MohBad,375,110,350,450,300,325,318.3333333333333
263,Best Life,Balloranking,375,111,350,450,300,325,318.5
264,Roju,Chike,375,420,42,450,300,325,318.6666666666667
265,Gangster,"Balloranking, Dablixx Oshaa",375,112,350,450,300,325,318.6666666666667
266,Non Living Thing,Sarkodie,375,113,350,450,300,325,318.8333333333333
267,PonPon,Olamide,375,114,350,450,300,325,319.0
268,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,45,450,300,325,319.1666666666667
269,Okay,Adekunle Gold,375,420,46,450,300,325,319.3333333333333
270,It Ain't My Fault,"Babyface Ray, Big Sean, Hit-Boy",375,116,350,450,300,325,319.3333333333333
271,Somebody,Olamide,375,118,350,450,300,325,319.6666666666667
272,Ponmo,Mohbad,375,120,350,450,300,325,320.0
273,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,50,450,300,325,320.0
274,God Sent,Seyi Vibez,375,121,350,450,300,325,320.1666666666667
275,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,51,450,300,325,320.1666666666667
276,ATL,Ecool,375,420,350,450,1,325,320.1666666666667
277,Picture Freestyle,Seyi Vibez,375,122,350,450,300,325,320.3333333333333
278,High Way,DJ Kaywise & Phyno,375,124,350,450,300,325,320.6666666666667
279,There Is a Place,Nathaniel Bassey,375,420,54,450,300,325,320.6666666666667
280,ThankFul,Balloranking,375,125,350,450,300,325,320.8333333333333
281,Airplane Mode,Fireboy DML,375,126,350,450,300,325,321.0
282,Tale Bana,Zarion Uti,375,420,350,450,7,325,321.1666666666667
283,Kola Boy (Feat. Emmanuella),Onyx,375,420,57,450,300,325,321.1666666666667
284,Dangbana Orisa,Bella Shmurda,375,129,350,450,300,325,321.5
285,Black Girl Magic,Patoranking,375,420,59,450,300,325,321.5
286,You're Welcome,Dwayne Johnson,375,420,60,450,300,325,321.6666666666667
287,Oliver Twist,ArrDee,375,420,350,450,300,35,321.6666666666667
288,Time No Dey,Balloranking,375,130,350,450,300,325,321.6666666666667
289,Survive,Jaido P,375,131,350,450,300,325,321.8333333333333
290,Legends,Juice WRLD,375,132,350,450,300,325,322.0
291,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,62,450,300,325,322.0
292,Moriamo,Qdot,375,420,63,450,300,325,322.1666666666667
293,Philomina [Episode 1],Magnito,375,420,64,450,300,325,322.3333333333333
294,Omo Ologo,Lil Frosh featuring Zinoleesky,375,135,350,450,300,325,322.5
295,Only You,Bella Shmurda,375,136,350,450,300,325,322.6666666666667
296,Damages,Tems,375,138,350,450,300,325,323.0
297,Amope,Bella Shmurda,375,139,350,450,300,325,323.1666666666667
298,Missing song title,,375,420,69,450,300,325,323.1666666666667
299,Nara (feat. Travis Greene),Tim Godfrey,375,420,70,450,300,325,323.3333333333333
300,Flex,Kizz Daniel,375,141,350,450,300,325,323.5
301,Wid It,Tion Wayne,375,420,350,450,300,46,323.5
302,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,142,350,450,300,325,323.6666666666667
303,Ruger,Ruger,375,420,72,450,300,325,323.6666666666667
304,Shopping Spree (feat. Chris Brown & Young Thug),Davido,375,420,73,450,300,325,323.8333333333333
305,Fall for Me,Laycon,375,144,350,450,300,325,324.0
306,Chi Chi,Naira Marley,375,145,350,450,300,325,324.1666666666667
307,LICENSE,Vector,375,146,350,450,300,325,324.3333333333333
308,Paloma,Mr. P & --,375,420,77,450,300,325,324.5
309,Energy,DEW,375,147,350,450,300,325,324.5
310,Cultural Praise,Kcee & Okwesili Eze Group,375,148,350,450,300,325,324.6666666666667
311,NORMALLY,Seyi Vibez,375,149,350,450,300,325,324.8333333333333
312,Cup of Tea,Olamide,375,151,350,450,300,325,325.1666666666667
313,Die Young,Roddy Ricch,375,152,350,450,300,325,325.3333333333333
314,ROAR - Dunsin Oyekan,Dunsin Oyekan,375,420,82,450,300,325,325.3333333333333
315,KOLO,Ice Prince ,375,153,350,450,300,325,325.5
316,Rest On Kashy,Anonymous Music,375,154,350,450,300,325,325.6666666666667
317,Your Body,Mayorkun,375,155,350,450,300,325,325.8333333333333
318,RAPSTAR,POLO G,375,420,350,450,300,61,326.0
319,Addicted,Guchi,375,420,87,450,300,325,326.1666666666667
320,The Box,Roddy Ricch,375,157,350,450,300,325,326.1666666666667
321,Salabanta,SunkkeySnoop & --,375,420,88,450,300,325,326.3333333333333
322,Wonderful,Burna Boy,375,158,350,450,300,325,326.3333333333333
323,N 2 Deep (feat. Future),Drake,114,420,350,450,300,325,326.5
324,Never Die Poor,Balloranking,375,159,350,450,300,325,326.5
325,Mind Games,Buju,375,160,350,450,300,325,326.6666666666667
326,TAKE OFF,corizo,375,161,350,450,300,325,326.8333333333333
327,Knife Talk (feat. 21 Savage & Project Pat),Drake,116,420,350,450,300,325,326.8333333333333
328,No Friends In The Industry,Drake,117,420,350,450,300,325,327.0
329,If E Happen For Lagos,Runtown,375,162,350,450,300,325,327.0
330,NEED ME,Gyakie,375,420,93,450,300,325,327.1666666666667
331,Level Up (Twice As Tall),Burna Boy,375,163,350,450,300,325,327.1666666666667
332,Nesesari (feat. Philkeyz),Kizz Daniel,375,420,94,450,300,325,327.3333333333333
333,Worry Me,Dj Jimmy Jatt,375,165,350,450,300,325,327.5
334,Dip,Stefflon Don & Ms Banks,375,420,97,450,300,325,327.8333333333333
335,Rumors (feat. Cardi B),Lizzo,375,420,98,450,300,325,328.0
336,Away,Ayra Starr,375,420,100,450,300,325,328.3333333333333
337,Project Dreams,Roddy Ricch,375,171,350,450,300,325,328.5
338,"""Rock/Julie"" (Fine Tuned Version)",Olamide,375,172,350,450,300,325,328.6666666666667
339,Omo X 100,Reminisce,375,173,350,450,300,325,328.8333333333333
340,Frenemies,Rexxie and Oxlade,375,174,350,450,300,325,329.0
341,Rich And Blind,Juice WRLD,375,176,350,450,300,325,329.3333333333333
342,Life Is Good,Future,375,178,350,450,300,325,329.6666666666667
343,Happiness,Davolee,375,179,350,450,300,325,329.8333333333333
344,Fire Fighter,Kashcoming,375,420,350,450,300,84,329.8333333333333
345,Zoom,Cheque,375,180,350,450,300,325,330.0
346,Damn,Omah Lay,375,181,350,450,300,325,330.1666666666667
347,Music Messiah,DJ Neptune,375,182,350,450,300,325,330.3333333333333
348,Something Different,Adekunle Gold,375,183,350,450,300,325,330.5
349,MOSLADO,Teni,375,184,350,450,300,325,330.6666666666667
350,Be Something,Polo G,375,185,350,450,300,325,330.8333333333333
351,Celebration,Joeboy,375,186,350,450,300,325,331.0
352,Sisi,Geminigh,375,420,350,450,300,93,331.3333333333333
353,Like I Do,Fireboy DML,375,188,350,450,300,325,331.3333333333333
354,AG Baby,Adekunle Gold,375,190,350,450,300,325,331.6666666666667
355,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,300,96,331.8333333333333
356,Ile Aye (This Life),Josseyan-tizzy,375,420,350,450,300,98,332.1666666666667
357,Ye ye ye,Omah Lay,375,193,350,450,300,325,332.1666666666667
358,Weapon,Rotimi,375,195,350,450,300,325,332.5
359,My Life,Balloranking,375,196,350,450,300,325,332.6666666666667
360,Do not Disturb,Omah Lay,375,197,350,450,300,325,332.8333333333333
361,Get Layd,Saintdan,375,198,350,450,300,325,333.0
362,Prayer Request,Victor AD,375,199,350,450,300,325,333.1666666666667
363,Go Away,Fireboy DML,375,200,350,450,300,325,333.3333333333333
364,Polaroid,Rotimi,375,202,350,450,300,325,333.6666666666667
365,Made A Way (Live at The WaterBrook),Chiké,375,203,350,450,300,325,333.8333333333333
366,Weekend (Remix),"Preme, Popcaan, Tory Lanez",375,204,350,450,300,325,334.0
367,One Night,"Like Mike, Mr Eazi",375,205,350,450,300,325,334.1666666666667
368,No Lele,Wizkid,375,206,350,450,300,325,334.3333333333333
369,"Natti, Karol, Becky (Version RD)",Jon Z,375,209,350,450,300,325,334.8333333333333
370,GAÉ,Ifex G,375,212,350,450,300,325,335.3333333333333
371,Drunk In Love,Dotman and Dj Neptune,375,214,350,450,300,325,335.6666666666667
372,Good Ones,Charli XCX,375,216,350,450,300,325,336.0
373,Company,Indigo Stella featuring Nasty C,375,217,350,450,300,325,336.1666666666667
374,All Rise,JayDaYoungan,375,218,350,450,300,325,336.3333333333333
375,Baby...,María Isabel,375,219,350,450,300,325,336.5
376,Gët Busy,Yeat,375,220,350,450,300,325,336.6666666666667
377,Mood Switch,No Savage,375,221,350,450,300,325,336.8333333333333
