rank,song,artist,Previous week,weeks on chart
1,Feeling,"LADIPOE, Buju",2,7
2,Rock,Olamide,1,7
3,Outside,Buju,3,7
4,COMING,"Naira Marley, Busiswa",6,7
5,Essence (feat. Tems),Wizkid,5,7
6,Naira Marley,Zinoleesky,0,1
7,History,"Cheque, Fireboy DML",7,7
8,Kilometre,Burna Boy,8,7
9,It Is What It Is,Adekunle Gold,10,7
10,Focus,Joeboy,12,7
11,Running (To You),"Chike, Simi",13,7
12,All,Rexxie,0,1
13,FOR YOU,Teni,15,7
14,CELEBRATE ME,Patoranking,21,3
15,Need For Speed,Olamide,14,2
16,Godly,Omah Lay,18,7
17,dimension,JAE5,19,7
18,Somebody Baby,"Davido, Peruzzi",22,7
19,KPK (Ko Por Ke),"Rexxie, MohBad",28,7
20,The Best,Davido,23,7
21,World,"Dangbana Republik, Bella Shmurda",25,7
22,Cash App,"Bella Shmurda, Zlatan, Lincoln",26,7
23,Omo X 100,"Reminisce, Olamide",79,2
24,Jailer,Olamide,20,2
25,Survive,Jaido P,96,2
26,Julie,Olamide,17,2
27,PonPon,Olamide,4,2
28,Soundgasm,Rema,27,3
29,Somebody,Olamide,11,2
30,Bling,Blaqbonez,29,7
31,Show Me,Joeboy,30,7
32,Ke Star (Remix),"Focalistic, Davido",62,7
33,Felony,CKay,16,7
34,Korope,"Lil Kesh, Naira Marley",0,1
35,Infinity,Olamide,33,7
36,Forever (Remix),"Gyakie, Omah Lay",35,7
37,Big Thug Boys,AV,70,2
38,Too Correct,"Crayon, Rema",34,6
39,Body (Remix),"Tion Wayne, Russ Millions",41,7
40,INJURE ME,Teni,32,7
41,Cup of Tea,Olamide,9,2
42,Ginger,Wizkid,38,7
43,23,Burna Boy,36,7
44,Pronto,"Ajebo Hustlers, Omah Lay",39,7
45,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,54,7
46,PEPE,"L.A.X, Davido",24,3
47,Hallelu,Masterkraft,44,7
48,Bounse,Rema,46,7
49,La La (feat. CKay),Davido,42,6
50,Way Too Big,Burna Boy,45,7
51,KOLO,Ice Prince,47,7
52,Early Momo,Vector,48,7
53,Bad Influence,Omah Lay,50,7
54,Confident,"Savage, Buju",55,3
55,Bounce,Ruger,43,7
56,Ayewada,Barry Jhay,56,5
57,Yaba Buluku (Remix),"DJ Tarico, Burna Boy",0,1
58,Bad Habits,Ed Sheeran,0,1
59,Koleyewon,Naira Marley,74,7
60,LV N ATTN (feat. Wizkid),"Lojay, Sarz",0,1
61,Want (feat. FAVE),Olamide,37,2
62,Kilofeshe,Zinoleesky,60,5
63,High Way,"DJ Kaywise, Phyno",58,6
64,Late At Night,Roddy Ricch,57,4
65,Tonongo,"Lojay, Sarz",61,5
66,Rush,"Dangbana Republik, Bella Shmurda",59,7
67,Rough Up (feat. Layydoe),Olamide,31,2
68,Southy Love,Peruzzi,49,7
69,So Much More,Olamide,40,2
70,Don Dada,Timaya,63,7
71,Loved By You (feat. Burna Boy),Justin Bieber,51,7
72,Oliver Twist,ArrDee,68,4
73,Damages,Tems,67,2
74,Commitment Issues,Central Cee,65,7
75,Ruger,Ruger,73,7
76,Verified (feat. Mayorkun),Laycon,0,1
77,Door,Joeboy,72,7
78,Kiss Me More (feat. SZA),Doja Cat,0,1
79,Frenemies,Rexxie,0,1
80,Bank On It,Burna Boy,76,7
81,Music Messiah,DJ Neptune,53,5
82,Abule,Patoranking,0,1
83,Money,"Terri, Bella Shmurda, Mohbad",0,1
84,No Stress,Wizkid,64,7
85,Monalisa,"Lojay, Sarz",85,5
86,Champion,Fireboy DML & D Smoke,77,4
87,Blessed (feat. Damian Marley),Wizkid,86,7
88,Airplane Mode,Fireboy DML,80,3
89,Medicine,Jaywillz,0,1
90,Abu Dhabi,Ruger,66,7
91,RAPSTAR,Polo G,82,7
92,Real Life,Burna Boy,81,7
93,Cho Cho,Zlatan,87,7
94,Holy Ground,Davido,84,4
95,You Right,"Doja Cat, The Weeknd",0,1
96,Ameno,Era,89,2
97,Olofofo,Victor AD,93,4
98,Smile,Wizkid,83,3
99,Reckless,Wizkid,92,2
100,Triumphant,Olamide,69,6
