rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Understand,Omah Lay,1,1,1,1,1,1,2,1.142857143
2,Bounce,Ruger,2,2,2,2,2,3,3,2.285714286
3,Monalisa,"Lojay, Sarz",4,4,3,3,3,2,4,3.285714286
4,Outside,Buju,5,5,4,4,4,5,9,5.142857143
5,Feeling,"LADIPOE, Buju",6,6,5,5,6,6,10,6.285714286
6,Testimony,Buju,9,9,6,7,7,7,11,8
7,Big Thug Boys,AV,8,7,7,8,8,9,12,8.428571429
8,Rock,Olamide,7,8,8,9,9,12,16,9.857142857
9,Sinner,"Adekunle Gold, Lucky Daye",12,12,12,13,13,8,6,10.85714286
10,Confident,"Savage, Buju",11,11,9,10,10,11,17,11.28571429
11,Soundgasm,Rema,10,10,10,11,12,13,18,12
12,Feel Good,MohBad,16,14,11,12,11,10,13,12.42857143
13,Naira Marley,Zinoleesky,13,13,13,14,14,14,21,14.57142857
14,Essence (feat. Tems),Wizkid,14,15,14,15,15,15,23,15.85714286
15,Party Next Door,"Dangbana Republik, Bella Shmurda",15,16,15,16,16,16,26,17.14285714
16,Bling (feat. Amaarae & Buju),Blaqbonez,18,17,16,17,17,17,28,18.57142857
17,Medicine,Jaywillz,23,20,18,18,18,18,25,20
18,Far Away,"Dangbana Republik, Bella Shmurda",19,19,17,19,19,21,33,21
19,Dimension (feat. Skepta & Rema),JAE5,22,21,20,20,20,20,31,22
20,Show Me,Joeboy,25,25,22,21,21,23,32,24.14285714
21,Tonongo,"Lojay, Sarz",27,24,21,23,23,24,34,25.14285714
22,Coming,"Naira Marley, Busiswa",28,26,24,22,22,25,35,26
23,Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,17,18,19,24,27,34,57,28
24,Out There,"Dangbana Republik, Bella Shmurda",29,27,25,25,26,29,41,28.85714286
25,Ginger (feat. Burna Boy),Wizkid,31,30,29,26,24,27,39,29.42857143
26,LV N ATTN (feat. Wizkid),"Lojay, Sarz",32,31,27,27,25,28,37,29.57142857
27,World,"Dangbana Republik, Bella Shmurda",30,29,28,29,29,32,47,32
28,Rush,"Dangbana Republik, Bella Shmurda",33,32,30,30,28,31,44,32.57142857
29,HUSTLE,Teni,38,34,31,31,30,30,42,33.71428571
30,Bout A Million (feat. 21 Savage & 42 Dugg),Pop Smoke,21,22,23,28,39,46,73,36
31,La La (feat. CKay),Davido,42,38,35,32,31,35,45,36.85714286
32,Clash,"Dave, Stormzy",47,47,45,46,44,22,8,37
33,It Is What It Is,Adekunle Gold,40,35,33,34,34,37,48,37.28571429
34,"Blessed (feat. Damian ""Jr. Gong"" Marley)",Wizkid,39,36,34,37,33,36,52,38.14285714
35,Kilometre,Burna Boy,41,37,37,33,32,38,50,38.28571429
36,Felony,CKay,43,39,36,35,38,40,53,40.57142857
37,Abu Dhabi,Ruger,58,48,39,38,35,33,43,42
38,Ke Star (feat. Virgo Deep) [Remix],"Focalistic, Davido",49,42,40,36,36,41,54,42.57142857
39,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD,52,50,41,39,37,39,49,43.85714286
40,Jailer (feat. Jaywillz),Olamide,45,43,38,41,42,44,59,44.57142857
41,Pronto,"Ajebo Hustlers, Omah Lay",51,49,46,44,43,45,38,45.14285714
42,Southy Love (feat. Fireboy DML),Peruzzi,48,46,44,40,40,43,58,45.57142857
43,Forever (Remix),"Gyakie, Omah Lay",50,45,43,43,41,42,60,46.28571429
44,Yaba Buluku (feat. Preck & Nelson Tivane) [Remix],"DJ Tarico, Burna Boy",3,3,301,6,5,4,5,46.71428571
45,History,"Cheque, Fireboy DML",56,52,52,47,45,47,61,51.42857143
46,Celebrate Me,Patoranking,60,54,49,48,46,49,62,52.57142857
47,Julie,Olamide,59,53,51,50,50,54,69,55.14285714
48,Bank On It,Burna Boy,65,59,55,49,47,50,63,55.42857143
49,Early Momo (feat. GoodGirl LA),Vector,66,58,54,51,48,51,66,56.28571429
50,23,Burna Boy,70,63,59,55,51,53,67,59.71428571
51,Soldier Go,"Dangbana Republik, Bella Shmurda",54,55,53,58,59,62,78,59.85714286
52,Somebody Baby,"Davido, Peruzzi",69,64,62,54,53,57,64,60.42857143
53,Focus,Joeboy,68,62,60,57,56,58,68,61.28571429
54,Bounse,Rema,74,65,64,53,54,55,65,61.42857143
55,KOLO (feat. Oxlade),Ice Prince,67,67,63,52,55,56,72,61.71428571
56,Late At Night,Roddy Ricch,73,69,61,62,58,59,70,64.57142857
57,The Best (feat. Mayorkun),Davido,72,70,65,59,57,60,71,64.85714286
58,Champion,"Dangbana Republik, Bella Shmurda",63,61,58,64,62,67,81,65.14285714
59,Lako,"Dangbana Republik, Bella Shmurda",61,57,56,63,68,73,83,65.85714286
