rank,song,artist,Previous week,weeks on chart
1,Rock,Olamide,1,6
2,Feeling,"LADIPOE, Buju",2,6
3,Outside,Buju,3,6
4,PonPon,Olamide,0,1
5,Essence (feat. Tems),Wizkid,6,6
6,COMING,"Naira Marley, Busiswa",4,6
7,History,"Cheque, Fireboy DML",5,6
8,Kilometre,Burna Boy,7,6
9,Cup of Tea,Olamide,0,1
10,It Is What It Is,Adekunle Gold,8,6
11,Somebody,Olamide,0,1
12,Focus,Joeboy,14,6
13,Running (To You),"Chike, Simi",9,6
14,Need For Speed,Olamide,0,1
15,FOR YOU,Teni,10,6
16,Felony,CKay,11,6
17,Julie,Olamide,0,1
18,Godly,Omah Lay,13,6
19,dimension,JAE5,12,6
20,Jailer,Olamide,0,1
21,CELEBRATE ME,Patoranking,84,2
22,Somebody Baby,"Davido, Peruzzi",16,6
23,The Best,Davido,20,6
24,PEPE,"L.A.X, Davido",23,2
25,World,"Dangbana Republik, Bella Shmurda",21,6
26,Cash App,"Bella Shmurda, Zlatan, Lincoln",22,6
27,Soundgasm,Rema,24,2
28,KPK (Ko Por Ke),"Rexxie, MohBad",17,6
29,Bling,Blaqbonez,32,6
30,Show Me,Joeboy,25,6
31,Rough Up (feat. Layydoe),Olamide,0,1
32,INJURE ME,Teni,28,6
33,Infinity,Olamide,31,6
34,Too Correct,"Crayon, Rema",27,5
35,Forever (Remix),"Gyakie, Omah Lay",30,6
36,23,Burna Boy,29,6
37,Want (feat. FAVE),Olamide,0,1
38,Ginger,Wizkid,18,6
39,Pronto,"Ajebo Hustlers, Omah Lay",15,6
40,So Much More,Olamide,0,1
41,Body (Remix),"Tion Wayne, Russ Millions",26,6
42,La La (feat. CKay),Davido,33,5
43,Bounce,Ruger,44,6
44,Hallelu,Masterkraft,35,6
45,Way Too Big,Burna Boy,42,6
46,Bounse,Rema,37,6
47,KOLO,Ice Prince,36,6
48,Early Momo,Vector,40,6
49,Southy Love,Peruzzi,39,6
50,Bad Influence,Omah Lay,43,6
51,Loved By You (feat. Burna Boy),Justin Bieber,38,6
52,LV N ATTN feat. Wizkid,"Lojay, Sarz",78,4
53,Music Messiah,"DJ Neptune, Wande Coal",71,4
54,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,41,6
55,Confident,"Savage, Buju",79,2
56,Ayewada,Barry Jhay,45,4
57,Late At Night,Roddy Ricch,19,3
58,High Way,"DJ Kaywise, Phyno",46,5
59,Rush,"Dangbana Republik, Bella Shmurda",47,6
60,Kilofeshe,Zinoleesky,49,4
61,Tonongo,"Lojay, Sarz",50,4
62,Ke Star (Remix),"Focalistic, Davido",34,6
63,Don Dada,Timaya,53,6
64,No Stress,Wizkid,74,6
65,Commitment Issues,Central Cee,56,6
66,Abu Dhabi,Ruger,60,6
67,Damages,Tems,0,1
68,Oliver Twist,ArrDee,57,3
69,Triumphant,Olamide,96,5
70,Big Thug Boys,AV,0,1
71,Straightenin,Migos,54,2
72,Door,Joeboy,65,6
73,Ruger,Ruger,77,6
74,Koleyewon,Naira Marley,66,6
75,Avalanche,Migos,51,2
76,Bank On It,Burna Boy,68,6
77,Champion,Fireboy DML & D Smoke,72,3
78,This Your Body,Skales and Davido,69,4
79,Omo X 100,Reminisce,0,1
80,Airplane Mode,Fireboy DML,70,2
81,Real Life,Burna Boy,80,6
82,RAPSTAR,Polo G,55,6
83,Smile,Wizkid,87,2
84,Holy Ground,Davido,85,3
85,Monalisa,"Lojay, Sarz",83,4
86,Blessed (feat. Damian Marley),Wizkid,81,6
87,Cho Cho,Zlatan,48,6
88,Banga,D'banj,0,1
89,Ameno,Era,0,1
90,Having Our Way (feat. Drake),Migos,52,2
91,Voice of the Heroes,"Lil Baby, Lil Durk",58,4
92,Reckless,Wizkid,0,1
93,Olofofo,Victor AD,64,3
94,Epidemic,Polo G,82,2
95,Heartbreak Anniversary,GIVON,100,6
96,Survive,Jaido P,0,1
97,Love Like This (feat. Fireboy DML),Lil Kesh,0,1
98,Calling My Phone,"Lil Tjay, 6LACK",0,1
99,PAMI,DJ Tunez,0,1
100,If You No Love,Chik̩,67,3
