rank,song,artist,Previous week,weeks on chart
1,Lie,Kizz Daniel,1,4
2,High,Adekunle Gold and  Davido,84,2
3,Bloody Samaritan,Ayra Starr,5,4
4,Peru,Fireboy DML,2,6
5,Feel Good,MohBad,6,6
6,Understand,Omah Lay,4,8
7,Sinner,Adekunle Gold and  Lucky Daye,7,7
8,Outside,Buju,8,15
9,Feeling,LADIPOE and  Buju,9,15
10,Question ft. Don Jazzy,Burna Boy,3,3
11,Essence (feat. Tems),Wizkid,16,15
12,Yaba Buluku (Remix),DJ Tarico and  Burna Boy,12,9
13,Naira Marley,Zinoleesky,10,9
14,Rock,Olamide,11,15
15,COMING,Naira Marley and  Busiswa,14,15
16,LOML ft. Olamide,Cheque,0,1
17,loving is harder,Johnny Drille,57,2
18,Anoti,Wizkid,13,2
19,Bounce,Ruger,28,15
20,Girls Want Girls ft. Lil Baby,Drake,0,1
21,Monalisa,Lojay and  Sarz,26,13
22,Mood ft. Buju,Wizkid,20,2
23,Testimony,Buju,23,7
24,Fountains ft. Tems,Drake,0,1
25,Big Thug Boys,AV,27,10
26,So Cold ft. Popcaan,Bella Shmurda and  Popcaan,15,2
27,Ojuju,Troniq Music and  Oxlade,43,4
28,Fair Trade ft. Travis Scott,Drake,0,1
29,Champagne Poetry,Drake,0,1
30,Medicine,Jaywillz,29,9
31,Steady,Wizkid,22,2
32,TSU,Drake,0,1
33,Way 2 Sexy ft. Future & Young Thug,Drake,0,1
34,Let Me Know,Mayorkun,25,3
35,Somebody’s Son,Tiwa Savage,35,3
36,ova ft. Don Jazzy,Johnny Drille,0,1
37,Confident,Savage and  Buju,31,11
38,Beggie Beggie,Ayra Starr,34,4
39,Love All ft. JAY-Z,Drake,0,1
40,Show Me,Joeboy,38,15
41,In The Bible ft. Lil Durk & Giveon,Drake,0,1
42,HUSTLE,Teni,33,8
43,Soundgasm,Rema,44,11
44,Felony,CKay,36,15
45,It Is What It Is,Adekunle Gold,40,15
46,Bling,Blaqbonez,37,15
47,Far Away,Dangbana Republik and  Bella Shmurda,39,7
48,Drug Test,Naira Marley,19,4
49,Fashion Killer,Ayra Starr,48,4
50,driving in the rain ft. LADIPOE,Johnny Drille,0,1
51,Colorado,Zugo and  Dai Verse,51,4
52,Ginger,Wizkid,30,15
53,Papi’s Home,Drake,0,1
54,INDUSTRY BABY ft. Jack Harlow,Lil Nas X and  Jack Harlow,62,5
55,Off The Grid,Kanye West,52,2
56,Cocaine,Dai Verse,82,5
57,Hurricane,Kanye West,56,2
58,Party Next Door,Dangbana Republik and  Bella Shmurda,55,8
59,Knife Talk,Drake,0,1
60,7am On Bridle Path,Drake,0,1
61,Praise God,Kanye West,45,2
62,N 2 Deep,Drake,0,1
63,Way Too Big,Burna Boy,53,15
64,23,Burna Boy,46,15
65,No Friends In The Industry,Drake,0,1
66,Running (To You),Chike,58,15
67,Jail,Kanye West,41,2
68,Blessed (feat. Damian Marley),Wizkid,17,15
69,Pipe Down,Drake,0,1
70,CELEBRATE ME,Patoranking,42,11
71,Get Along Better,Drake,0,1
72,You Only Live Twice,Drake,0,1
73,Race My Mind,Drake,0,1
74,MAKAVELI,T-Classic,0,1
75,Godly,Omah Lay,59,15
76,FOR YOU,Teni,50,15
77,STAY,The Kid LAROI and  Justin Bieber,61,4
78,Mercy,Falz,24,4
79,Kilometre,Burna Boy,21,15
80,Infinity,Olamide,73,15
81,Need To Know,Doja Cat,65,4
82,Shako,Barry Jhay,0,1
83,Lonely,Joeboy,49,4
84,Call Me Baby,Cheque,79,5
85,odo,Johnny Drille,0,1
86,dimension,JAE5,80,15
87,Cast (Gen Z Anthem),Ayra Starr,86,4
88,Clash (feat. Stormzy),Dave and  Stormzy,60,7
89,Pronto,Ajebo Hustlers and  Omah Lay,78,15
90,Southy Love,Peruzzi,87,15
91,Focus,Joeboy,91,15
92,Yebba’s Heartbreak,Drake and  Yebba,0,1
93,System ft. WizKid,Dave and  Wizkid,81,5
94,IMY2,Drake,0,1
95,Tonongo,Lojay and  Sarz,67,13
96,History,Cheque,89,15
97,Reckless,Wizkid,32,2
98,Dorime ,Teni,96,2
99,Drunk In Love ft. Dj Neptune,Dotman,0,1
100,Moon,Kanye West,93,2
