rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,+234 (Daily Paper),PsychoYP,1,1,1,1,1,1,1,1.0
2,Vibration (feat. VIC MENSA),Sarkodie,2,2,2,2,2,2,2,2.0
3,Crown Of Clay (Remix) (feat. Ashs The Best),Dip Doundou Guiss,3,3,3,3,3,3,3,3.0
4,Vipers (feat. Jesse Jagz & Tomi Thomas),Show Dem Camp,4,4,4,4,4,4,4,4.0
5,Tempo (feat. Rakpo & Marti),Ogranya,6,6,6,6,6,6,6,6.0
6,Sore (Remix),Yaw Tog,7,7,7,7,7,7,7,7.0
7,,ThisisAQ,8,8,8,9,9,9,9,8.571428571428571
8,"Right Now Reloaded (feat. Emtee, Nasty C, The Big Hash & Aka)",Gemini Major,9,9,9,10,10,10,10,9.571428571428571
9,Steve Biko,Nasty C,10,10,10,11,11,11,11,10.571428571428571
10,City of Kings,PsychoYP,11,11,11,12,12,12,12,11.571428571428571
11,TBDK (feat. Erigga & Sinzu),M.I Abaga,12,12,12,13,13,13,13,12.571428571428571
12,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz,13,13,13,14,14,14,14,13.571428571428571
13,Class Clown,TNT Kenya,14,14,14,15,15,15,15,14.571428571428571
14,La Hustle (Remix),Medikal,15,15,15,16,16,16,16,15.571428571428571
15,Best I Ever Had,Nasty C,16,16,16,17,17,17,17,16.571428571428573
16,Rap Messiah,LADIPOE,17,17,17,18,18,18,18,17.571428571428573
17,Crown Of Clay (feat. Pheelz),M.I Abaga,18,18,18,19,19,19,19,18.571428571428573
18,Midf (Money I Dey Find),Ycee,19,19,19,20,20,20,20,19.571428571428573
19,Casino,Sho Madjozi,20,20,20,21,21,21,21,20.571428571428573
20,Who Be This Guy (feat. M.I Abaga & Falz),Kheengz,21,21,21,22,22,22,22,21.571428571428573
21,A,Jesse Jagz,22,22,22,23,23,23,23,22.571428571428573
22,Heartbreaker (feat. Nasty C),Blaqbonez,23,23,23,24,24,24,24,23.571428571428573
23,Jack (Visualizer),Nasty C,24,24,24,25,25,25,25,24.571428571428573
24,"Kubo (Feat. K.O, Focalistic & Bassie) (Official Music Video)",Kwesta,25,25,25,26,26,26,26,25.571428571428573
25,40 Bars (feat. Emtee & DJ Capital),Emtee,26,26,26,27,27,27,27,26.571428571428573
26,No Fear (feat. Moliy),M.anifest and VIC MENSA,27,27,27,28,28,28,28,27.571428571428573
27,Black And White,Nasty C,28,28,28,29,29,29,29,28.571428571428573
28,Truth (feat. Lil Zara),Emtee,29,29,29,30,30,30,30,29.571428571428573
29,Champagne Already?,LADIPOE,30,30,30,31,31,31,31,30.571428571428573
30,KHALIGRAPH JONES x SARKODIE,khaligraph jones ria,31,31,31,32,32,32,32,31.571428571428573
31,BLACK,Shane Eagle,32,32,32,33,33,33,33,32.57142857142857
32,1 of 1,Cassper Nyovest,33,33,33,34,34,34,34,33.57142857142857
33,Early Momo (feat. Good Girl La),Vector,34,34,34,35,35,35,35,34.57142857142857
34,Call Me Baby,Cheque,35,35,35,36,36,36,36,35.57142857142857
35,Emtee,Nasty C,36,36,36,37,37,37,37,36.57142857142857
36,That Year (feat. Sir Dauda),Show Dem Camp,37,37,37,38,38,38,38,37.57142857142857
37,Die There (Hustle),Illbliss,38,38,38,39,39,39,39,38.57142857142857
38,STFU,Dremo,39,39,39,40,40,40,40,39.57142857142857
39,Blessing,VIC MENSA,40,40,40,41,41,41,41,40.57142857142857
40,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite,41,41,41,42,42,42,42,41.57142857142857
41,What You Telling Me,Zilla Oaks,42,42,42,43,43,43,43,42.57142857142857
42,Loyal,Acebergtm,43,43,43,44,44,44,44,43.57142857142857
43,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,44,44,44,45,45,45,45,44.57142857142857
44,Rappers (feat. Dremo),Dreylo,45,45,45,46,46,46,46,45.57142857142857
45,The Target,Medikal,46,46,46,47,47,47,47,46.57142857142857
46,Jiggy Bop,Alpha P,47,47,47,48,48,48,48,47.57142857142857
47,M.anifest,M.anifest,48,48,48,49,49,49,49,48.57142857142857
48,From Dusk Till Dawn (Official Audio) (feat. FLVME),25K,201,201,201,5,5,5,5,89.0
49,Big up Yo Self (feat. PsychoYP),Laime,201,201,201,8,8,8,8,90.71428571428571
50,From Dusk Till Dawn (Official Audio),25K,5,5,5,201,201,201,201,117.0
