rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feel,Mrolaide ,1,1,3,1,1,1,1,1.2857142857142858
2,Check Yourself,Kaptain,3,2,1,2,2,2,2,2.0
3,Dimension ft. Skepta & Rema,Jae5,5,5,2,3,3,3,3,3.4285714285714284
4,Koleyewon,Naira Marley,4,4,4,4,4,4,4,4.0
5,Many Nites,Erigga,8,7,7,5,7,7,5,6.571428571428571
6,Coachella ft. Kwesi Arthur,Sarkodie,7,8,8,7,6,6,7,7.0
7,Align ft. LadiPoe,Show Dem Camp,6,6,6,8,8,10,8,7.428571428571429
8,Early Momo ft. Good Girl LA,Vector,11,11,10,9,9,5,6,8.714285714285714
9,For the Money ft. Peruzzi,Phyno,9,9,9,10,10,9,12,9.714285714285714
10,Dick Appointment,Erigga,10,10,11,11,11,11,13,11.0
11,Jack,Nasty C,17,15,13,13,12,13,10,13.285714285714286
12,Wahala Dey,Erigga,14,14,14,14,14,15,25,15.714285714285714
13,Motley Crew,Post Malone,19,16,12,12,18,19,24,17.142857142857142
14,Ego ft. Jeriq,Dremo,13,13,15,16,16,22,30,17.857142857142858
15,LV N ATTN feat. Wizkid ft. Sarz & Wizkid,Lojay,12,12,16,23,23,21,26,19.0
16,Vibration ft. Vic Mensa,Sarkodie,23,23,31,19,15,8,19,19.714285714285715
17,Monalisa ft. Sarz,Lojay,30,25,18,17,19,12,18,19.857142857142858
18,All My Life (feat. Oxlade),M.I Abaga,25,28,21,15,13,17,23,20.285714285714285
19,Late At Night,Roddy Ricch,22,18,20,18,17,20,29,20.571428571428573
20,I No Wear Pant,Erigga,20,19,17,21,22,26,33,22.571428571428573
21,Tycoon ft. Reminisce & Mojo,Show Dem Camp,18,21,26,29,29,14,22,22.714285714285715
22,Voice of the Heroes ft. Lil Durk,LiL Baby,24,22,19,20,20,23,31,22.714285714285715
23,Tonongo ft. Sarz,Lojay,21,27,23,22,21,18,28,22.857142857142858
24,Dior,Pop Smoke,27,24,25,25,25,27,32,26.428571428571427
25,East To West ft. Jeriq,Dremo,28,26,22,24,24,29,38,27.285714285714285
26,Stay High,Juice WRLD,29,30,28,27,26,28,41,29.857142857142858
27,Mood Swings ft. Lil Tjay,Pop Smoke,31,29,32,28,31,30,48,32.714285714285715
28,Rich Off Pain ft. Lil Durk & Rod Wave,LiL Baby,39,35,30,26,28,31,45,33.42857142857143
29,The End,Erigga,32,33,29,30,34,34,50,34.57142857142857
30,Problem,Kaptain,33,32,33,31,30,36,47,34.57142857142857
31,Wishing Well,Juice WRLD,38,34,34,33,33,35,46,36.142857142857146
32,Vipers ft. Jesse Jagz & Tomi Thomas,Show Dem Camp,16,20,24,37,43,201,20,51.57142857142857
33,"Streets ft. Ogranya, Moss & Alpha Ojini",Show Dem Camp,15,17,27,44,41,42,201,55.285714285714285
34,LET IT GO ft. Justin Bieber & 21 Savage,DJ Khaled,36,39,37,40,37,32,201,60.285714285714285
35,Omo X 100 ft. Olamide,Reminisce,2,3,5,6,5,201,201,60.42857142857143
36,Dont Die Alive,Erigga,35,37,36,34,39,46,201,61.142857142857146
37,Secure The Bag ft. Jeriq,Dremo,40,38,35,39,35,49,201,62.42857142857143
38,Jollof Rice ft. Duncan Mighty,Erigga,42,40,38,38,36,45,201,62.857142857142854
