rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Round 2 (feat. Giggs),"Sarkodie, Giggs",1,1,1,1,1,1,1,1.0
2,Feeling,LADIPOE,3,2,2,3,2,6,2,2.857142857142857
3,Longtime (feat. Skepta),WizKid,2,3,5,2,5,2,4,3.2857142857142856
4,Jack,Nasty C,6,4,6,4,3,5,9,5.285714285714286
5,Alakori,Falz,9,10,22,10,7,7,5,10.0
6,First Sermon,Black Sherif,11,11,15,16,11,3,6,10.428571428571429
7,Guestlist,Frenna,7,6,3,7,4,51,11,12.714285714285714
8,African Girl Bad,Zoro,26,18,11,11,9,27,14,16.571428571428573
9,Animalistic,Kida Kudz,30,9,12,31,20,4,10,16.571428571428573
10,Black And White,Nasty C,21,12,14,21,19,14,16,16.714285714285715
11,Siberia (feat. Burna Boy),Headie One,20,14,7,9,25,28,22,17.857142857142858
12,Make Up Your Mind (feat. Tekno),Ice Prince,4,33,42,12,21,15,7,19.142857142857142
13,Midf (Money I Dey Find),Ycee,25,5,4,22,40,13,35,20.571428571428573
14,Lazarus (feat. Boj),Dave,22,44,24,25,23,8,3,21.285714285714285
15,Location (feat. Burna Boy),Dave,15,34,43,13,13,18,18,22.0
16,A Million,Mannywellz,27,27,19,17,12,37,15,22.0
17,Dragon Roll,Frenna,14,47,13,14,14,36,19,22.428571428571427
18,God's Work (feat. iLL BLU),IAMDDB,17,32,33,8,15,30,32,23.857142857142858
19,Play Play (feat. Burna Boy),J Hus,10,29,29,32,18,23,30,24.428571428571427
20,Winning,Kwesi Arthur,31,26,34,19,37,24,8,25.571428571428573
21,Long Way From Home,PsychoYP,29,7,10,34,51,29,21,25.857142857142858
22,Tycoon,Show Dem Camp,40,16,17,20,31,34,27,26.428571428571427
23,Django,Frenna,24,23,21,23,24,45,26,26.571428571428573
24,Second Sermon,Black Sherif,5,37,39,45,36,12,17,27.285714285714285
25,Level Up,Kmw,8,45,31,18,17,26,50,27.857142857142858
26,Grandad,NSG,16,17,40,30,22,39,39,29.0
27,Best I Ever Had,Nasty C,13,39,32,35,29,31,24,29.0
28,Vibration,Sarkodie,36,41,49,24,28,19,13,30.0
29,Ball Till We Fall,Kida Kudz,19,48,37,46,35,9,23,31.0
30,Wavy (feat. Sarkodie),Khaligraph Jones,28,24,18,59,33,49,36,35.285714285714285
31,Heartbreaker (feat. Nasty C),Blaqbonez,38,20,27,54,43,22,46,35.714285714285715
32,Coachella,Sarkodie,43,31,9,51,45,44,28,35.857142857142854
33,Ye x4,Blxckie,32,58,44,26,10,40,41,35.857142857142854
34,Euphoria,PsychoYP,54,25,25,44,41,38,38,37.857142857142854
35,Hapo Tu (feat. Chris Kaiga),Nyashinski,34,28,46,39,39,32,49,38.142857142857146
