rank,song,artist,Previous week,weeks on chart
1,Rise Of The Underdogs 2 ft. Tomi Thomas,Show Dem Camp,0,1
2,Heartbreaker (feat. Nasty C),Blaqbonez,1,2
3,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz,2,2
4,Euphoria,PsychoYP,4,2
5,Omo X 100 ft. Olamide,Reminisce,0,1
6,Coachella (feat. Kwesi Arthur),"Sarkodie, Kwesi Arthur",11,2
7,Best I Ever Had,Nasty C,12,2
8,Breathe (feat. Chike),A-Q,13,2
9,Early Momo (feat. Good Girl La),Vector,18,2
10,No Fear (feat. Moliy),M.anifest,9,2
11,Sore (Remix),"Yaw Tog, Stormzy & Kwesi Arthur",10,2
12,Crown Of Clay (feat. Pheelz),Vector,8,2
13,KOLO (feat. Oxlade),Ice Prince,5,2
14,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O\'Kenneth)",Jay Bahd,32,2
15,First Sermon,Black Sherif,40,2
16,Mehia Sika (feat. Dead Peepol),ZACK GH,6,2
17,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,14,2
18,"Kubo (feat. Bassie, Focalistic & K.O.)","Kwesta featuring K.O, Focalistic and Bassie",15,2
19,Rappers (feat. Dremo),Dreylo feat. Dremo,0,1
20,What You Telling Me,Zilla Oaks,16,2
21,Check Yourself,Kaptain,0,1
22,All My Life (feat. Oxlade),M.I Abaga,0,1
23,No Fugazy,Sarkodie,3,2
24,Balance (feat. Joey B & Nshonamuzik),Pappy Kojo featuring Joey B and Nshonamuzik,19,2
25,Every Weekend,DJ Tunez & J. Anthoni,20,2
26,Guala (feat. Maison 2500 & New World Ray),Teezee,21,2
27,I Be (feat. Manu Crooks),Pappy Kojo featuring Manu Crooks,22,2
28,Fire In The Ghetto (feat. Troublle),Kwesta featuring Troublle,23,2
29,Uomo (feat. Sarkodie & KiddBlack),Pappy Kojo featuring Sarkodie and KiddBlack,26,2
30,Somebody (feat. Phyno),Olamide,25,2
31,Odeshi,Kwvdwo Pvnch,27,2
32,Jack,Nasty C,0,1
33,"Loose Guard (I See, I Saw)",Legendary Styles & Falz,29,2
34,Survive (feat. Olamide),Jaido P,0,1
35,Squander (feat. Niniola),Falz,30,2
36,Loyal,Acebergtm,0,1
37,Feeling,"LADIPOE, Buju",36,2
38,Toxic (feat. Adekunle Gold),Reminisce,33,2
39,Attention (feat. Oxlade & Merry-Lynn),ynn) - PsychoYP,34,2
40,Makola Dreams (feat. M.anifest),Omar Sterling,0,1
41,African Knockout,AFRICAN KNOCKOUT x M.I Abaga,37,2
42,Decisions (feat. Sean Lifer),Jay Bahd,0,1
43,Oulalalah,Samba Peuzzi,38,2
44,"Akata Gang Gang (feat. O\'Kenneth, Pappy Kojo, Skyface SDW, Kawabanga & Jay Bahd)",Reggie,0,1
45,Action Figure,Gemini Major and AKA,41,2
46,Missing You,Dead Peepol,0,1
47,"Condemn (feat. City Boy, O'Kenneth, reggie & Kwaku DMC)",Jay Bahd,42,2
48,Bigger Picture,Thutmose,0,1
49,Could Have Been Worse,CDQ,44,2
50,Intense,"Blackway, Busta Rhymes",45,2
