rank,song,artist,Previous week,weeks on chart
1,Crown Of Clay (feat. Pheelz),"Vector,  Khaligraph Jones and  Dip Doundou Guiss",1,7
2,Tycoon,Show Dem Camp,2,8
3,Second Sermon,Black Sherif,7,8
4,Jack,Nasty C,3,8
5,Heartbreaker (feat. Nasty C),Blaqbonez,6,5
6,Sore (Remix),"Yaw Tog, Stormzy & Kwesi Arthur",8,8
7,Euphoria,PsychoYP,9,8
8,Best I Ever Had,Nasty C,13,8
9,First Sermon,Black Sherif,10,8
10,Vibration,Sarkodie and  VIC MENSA,4,8
11,Align ft. LadiPoe,Show Dem Camp featuring LadiPoe,11,8
12,Lazarus (feat. Boj),Dave,0,1
13,Coachella (feat. Kwesi Arthur),Sarkodie,5,5
14,Check Yourself,Kaptain,18,5
15,early momo,Vector,20,5
16,Non Living Thing feat. Oxlade,Sarkodie,0,1
17,Feeling,LADIPOE,12,8
18,No Fear (feat. Moliy),M.anifest,23,5
19,Midf (Money I Dey Find),Ycee,22,2
20,Black And White,Nasty C,24,2
21,Rappers (feat. Dremo),Dreylo feat. Dremo,27,5
22,Sinner,"Smallgod, Headie One, O'Kenneth",14,7
23,KOLO (feat. Oxlade),Ice Prince ,26,6
24,HEATHROW   ,Droxx and  Mo'gunz,0,1
25,TBDK (feat. Sinzu & Erigga),M.I Abaga,25,5
26,Purple rain (feat. PsychoYP),Laime,0,1
27,Up,Finedope,0,1
28,Hmm,G4 Boyz,28,6
29,Easy Come,$pacely,0,1
30,Do or Die,Kweku Smoke,0,1
31,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,16,3
32,wavy,Khaligraph Jones,35,5
33,Brag,DETO BLACK,0,1
34,Yafun Yafun,Ajebo Hustlers,29,3
35,On Me (feat. Dwillsharmony & PsychoYP) ,Beatsbykarma,0,1
36,Like Dat (feat. PsychoYP) ,Kess,0,1
37,"Kubo (feat. Bassie, Focalistic & K.O.)","Kwesta featuring K.O, Focalistic and Bassie",37,5
38,Wonder (feat. Patoranking) ,Dremo,0,1
39,Peace of Mind,OG Hyper,0,1
40,If Its On (feat. Boutross) ,Silverstone Barz,0,1
41,Aketesia,Kweku Darlington,0,1
42,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz,38,4
43,Omo X 100 ft. Olamide,Reminisce,15,6
44,Ofr3,$pacely,31,3
45,My Crew (feat. Lil5ive),Kiiwii,42,2
46,Rise Of The Underdogs 2 ft. Tomi Thomas,Show Dem Camp featuring Tomi Thomas,39,3
47,"Keja feat Munyax, Nare (feat. Boutross)",Juicee Mann,0,1
48,"Y3 Y3 DOM (feat. Skyface SDW, Reggie, Kwaku DMC, City Boy, Kawabanga & O\'Kenneth)",Jay Bahd,17,3
49,Call Me Baby,Cheque,32,2
50,matriculation,PlaTBoss,49,2
