rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feeling,LADIPOE,2,3,3,2,2,3,3,2.5714285714285716
2,Longtime (feat. Skepta),WizKid,3,2,2,5,3,2,6,3.2857142857142856
3,Guestlist,Frenna,4,6,4,9,11,5,11,7.142857142857143
4,Animalistic,Kida Kudz,7,14,9,6,4,18,4,8.857142857142858
5,Dragon Roll,Frenna,15,11,15,4,5,11,2,9.0
6,Siberia (feat. Burna Boy),Headie One,18,15,7,11,8,7,7,10.428571428571429
7,Alakori,Falz,10,5,8,14,12,20,9,11.142857142857142
8,Make Up Your Mind (feat. Tekno),Ice Prince,9,18,6,13,7,22,8,11.857142857142858
9,Black And White,Nasty C,5,12,5,31,21,6,5,12.142857142857142
10,Long Way From Home,PsychoYP,6,8,12,21,6,12,20,12.142857142857142
11,African Girl Bad,Zoro,16,24,19,7,9,9,10,13.428571428571429
12,Location (feat. Burna Boy),Dave,11,10,17,25,13,17,18,15.857142857142858
13,Midf (Money I Dey Find),Ycee,21,7,13,18,16,24,14,16.142857142857142
14,God's Work (feat. iLL BLU),IAMDDB,8,16,24,12,23,15,16,16.285714285714285
15,Play Play (feat. Burna Boy),J Hus,23,27,33,3,18,10,13,18.142857142857142
16,Jack,Nasty C,12,21,32,16,30,13,12,19.428571428571427
17,A Million,Mannywellz,26,17,20,22,19,19,15,19.714285714285715
18,Grandad,NSG,20,23,18,19,15,21,24,20.0
19,Best I Ever Had,Nasty C,17,46,11,24,10,28,22,22.571428571428573
20,AMMO,Shane Eagle,31,4,34,37,40,14,17,25.285714285714285
21,First Sermon,Black Sherif,40,9,14,20,26,35,38,26.0
22,My Brudda,Yung Nnelg,33,29,22,28,17,39,19,26.714285714285715
23,Wavy (feat. Sarkodie),Khaligraph Jones,42,30,16,26,43,8,32,28.142857142857142
24,Level Up,Kmw,37,44,29,23,14,23,33,29.0
25,Winning,Kwesi Arthur,24,22,28,29,35,30,35,29.0
26,Ball Till We Fall,Kida Kudz,25,36,25,15,50,34,23,29.714285714285715
27,Hmm,Remix - G4 Boyz,29,49,41,27,24,16,30,30.857142857142858
28,Ye x4,Blxckie,35,26,27,30,31,46,26,31.571428571428573
29,TBDK (feat. Sinzu & Erigga),M.I. Abaga,32,25,31,41,27,26,39,31.571428571428573
30,Hapo Tu (feat. Chris Kaiga),Nyashinski,27,35,44,33,22,43,45,35.57142857142857
31,THE 5 YEAR PLAN,A-Reece,30,32,36,51,32,42,31,36.285714285714285
32,FAIS ÇA BIEN,Damso,55,42,23,10,44,48,36,36.857142857142854
33,Africana (feat. Victoria Kimani),Silverstone Barz,28,56,43,38,37,32,34,38.285714285714285
34,Mona Lisa,Booba,39,40,45,36,25,47,37,38.42857142857143
35,Coachella,Sarkodie,38,38,21,35,29,52,58,38.714285714285715
36,Smoke From Fire (with The Hics),Bas,36,43,30,43,49,49,28,39.714285714285715
37,Fantastic!,Suté Iwar,22,39,40,59,55,33,42,41.42857142857143
38,Django,Frenna,46,48,51,42,34,45,27,41.857142857142854
39,DONE,Frida Amani,43,45,47,44,36,27,57,42.714285714285715
40,Euphoria,PsychoYP,34,55,59,45,39,29,41,43.142857142857146
41,K:HOVA,K.O,44,47,26,39,46,57,48,43.857142857142854
42,Ox,Gabe 'Nandez,41,41,38,40,42,55,51,44.0
43,ASTRONAUTE,Youssoupha,47,28,46,34,45,54,59,44.714285714285715
44,David,Blxckie,52,34,37,46,38,53,56,45.142857142857146
45,GYM,Kiki Marley,53,33,52,47,47,40,47,45.57142857142857
46,Amigo,Lous and The Yakuza,50,51,49,49,33,50,49,47.285714285714285
47,Problem No Dey Finish,BRYAN THE MENSAH,51,37,54,52,51,36,55,48.0
48,My Heart,Pappy Kojo,56,19,42,54,56,58,60,49.285714285714285
49,Deep In Da Streets,TNT Kenya,48,50,56,50,48,51,43,49.42857142857143
50,Medusa,H Magnum,49,54,53,48,52,56,44,50.857142857142854
51,Question For The Gods,M3NSA,58,53,50,58,58,31,61,52.714285714285715
52,It's Not A Gun,DAP The Contract,59,57,48,53,57,44,54,53.142857142857146
53,Σ. MOROSE,Damso,45,52,57,57,54,59,52,53.714285714285715
54,Real Ones,Breeder LW,54,59,58,55,59,61,40,55.142857142857146
55,RE(a)D (with Bas),Dua Saleh,57,58,55,56,53,60,53,56.0
56,Sore,Remix - Yaw Tog,19,301,39,17,41,25,29,67.28571428571429
57,Sinner,"Smallgod, Kwaku DMC, Lp2loose",301,31,35,32,28,37,25,69.85714285714286
58,Heartbreaker (feat. Nasty C),"Blaqbonez, Nasty C",1,1,1,1,1,301,301,86.71428571428571
59,Crown Of Clay,Vector,14,20,301,301,301,4,21,137.42857142857142
60,Crown Of Clay,"Vector, Pheelz",301,301,10,8,20,301,301,177.42857142857142
61,Tycoon,"Show Dem Camp, Reminisce, Mojo",301,301,301,301,301,1,1,215.28571428571428
62,Heartbreaker (feat. Nasty C),Blaqbonez,301,301,301,301,301,41,46,227.42857142857142
63,Vibration,Sarkodie,301,301,301,301,301,38,50,227.57142857142858
64,Sinner,"Smallgod, O'Kenneth, Kwaku DMC, Lp2loose",13,301,301,301,301,301,301,259.85714285714283
65,Sore,"Remix - Yaw Tog, Kwesi Arthur",301,13,301,301,301,301,301,259.85714285714283
