rank,song,artist,Previous week,weeks on chart
1,Jack,Nasty C,3,10
2,Second Sermon,Black Sherif,2,11
3,Tycoon,Show Dem Camp,4,11
4,Crown Of Clay (feat. Pheelz),Vector,1,11
5,Wonder (feat. Patoranking) ,Dremo,6,8
6,+234 (Daily Paper),PsychoYP,5,11
7,Vibration,Sarkodie and  VIC MENSA,8,11
8,La Vida,M.anifest,15,11
9,Sore (Remix),"Yaw Tog, Stormzy & Kwesi Arthur",7,11
10,Heartbreaker (feat. Nasty C),Blaqbonez,25,11
11,First Sermon,Black Sherif,9,11
12,Best I Ever Had,Nasty C,10,4
13,My Crew (feat. Lil5ive),Kiiwii,11,8
14,If Its On (feat. Boutross) ,Silverstone Barz,38,8
15,Euphoria,PsychoYP,14,2
16,Check Yourself,Kaptain,13,4
17,early momo,Vector,16,11
18,Feeling,LADIPOE,18,8
19,Midf (Money I Dey Find),Ycee,20,5
20,ridiculouS,"A-Reece,  Jay Jody and  BLUE TAPE",0,1
21,Black And White,Nasty C,22,3
22,No Fear (feat. Moliy),M.anifest,21,10
23,KOLO (feat. Oxlade),Ice Prince ,0,1
24,All My Life (feat. Oxlade),M.I Abaga,50,4
25,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,31,8
26,Ye x4,Blxckie,26,2
27,Coachella (feat. Kwesi Arthur),Sarkodie,12,4
28,Rappers (feat. Dremo),Dreylo feat. Dremo,24,9
29,Big up Yo Self (feat. PsychoYP),Laime,0,1
30,Sinner,"Smallgod, Headie One, O'Kenneth",0,1
31,TBDK (feat. Sinzu & Erigga),M.I Abaga,23,6
32,HEATHROW   ,Droxx and  Mo'gunz,27,8
33,Hmm,G4 Boyz,28,4
34,Ofr3,$pacely,30,6
35,"Kubo (feat. Bassie, Focalistic & K.O.)","Kwesta featuring K.O, Focalistic and Bassie",32,4
36,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz,36,4
37,wavy,Khaligraph Jones,29,8
38,Do or Die,Kweku Smoke,33,4
39,On Me (feat. Dwillsharmony & PsychoYP) ,Beatsbykarma,34,3
40,Yafun Yafun,Ajebo Hustlers,0,1
41,Brag,DETO BLACK,0,1
42,Purple rain (feat. PsychoYP),Laime,37,2
43,Easy Come,$pacely,0,1
44,Omo X 100 ft. Olamide,Reminisce,39,2
45,Gbese,Ogranya and  Show Dem Camp,0,1
46,Aketesia,Kweku Darlington,0,1
47,"Keja feat Munyax, Nare (feat. Boutross)",Juicee Mann,40,2
48,For the Money ft. Peruzzi,Phyno,45,2
49,Non Living Thing feat. Oxlade,Sarkodie,19,2
50,Many Nites,Erigga,47,5
