Position,song,artist,album
76,Trap Sequel (feat. Enkay B),All Gees,Trap Sequel (feat. Enkay B) - Single
77,Loving You (feat. Peruzzi),D-Black,Loyalty
78,Body On Me,Layzee Ella,Body On Me - Single
79,Gas,Blxckie,B4now
80,W.A.G (feat. Sarkodie & Youssoupha),Rouge,W.A.G (feat. Sarkodie & Youssoupha) - Single
81,Musazvituma,Holy Ten,Risky Life
82,THE 5 YEAR PLAN (feat. Wordz),A-Reece,"Today\'s Tragedy, Tomorrow\'s Memory: the mixtape"
83,Mona Lisa (feat. JSX),Booba,ULTRA
84,Mood (feat. Sean Lifer),Yaw Tog,TIME
85,Laqhasha (feat. Lolli Native & Flash Ikumkani),Emtee,LOGAN
86,Early Momo (feat. GoodGirl LA),Vector,Early Momo (feat. GoodGirl LA) - Single
87,KOLO (feat. Oxlade),Ice Prince,KOLO (feat. Oxlade) - Single
88,Prada Tears/La Costa Nostra,Lethabo Acid,Anti-Hero Complex
