rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Jack (Visualizer),Nasty C,1,1,1,1,1,1,1,1.0
2,Rise Of The Underdogs 2 (feat. Tomi Thomas),Show Dem Camp,2,2,2,2,2,2,2,2.0
3,TBDK (feat. Erigga & Sinzu),M.I Abaga,3,3,3,3,3,3,3,3.0
4,Coachella (feat. Kwesi Arthur),Sarkodie,4,4,4,4,4,4,4,4.0
5,Omo X 100 (feat. Olamide),Reminisce,6,6,6,6,6,6,6,6.0
6,Breathe (feat. Chike),A-Q,7,7,7,7,7,7,7,7.0
7,Steve Biko,Nasty C,8,8,8,8,8,8,8,8.0
8,City of Kings,PsychoYP,9,9,9,9,9,9,9,9.0
9,"Right Now Reloaded (feat. Emtee, Nasty C, Aka & Tellaman)",Gemini Major,10,10,10,10,10,10,10,10.0
10,Crown Of Clay (feat. Pheelz),M.I Abaga,11,11,11,11,11,11,11,11.0
11,Best I Ever Had,Nasty C,12,12,12,12,12,12,12,12.0
12,Glory,Nyashinski,13,13,13,13,13,13,13,13.0
13,Class Clown,TNT Kenya,14,14,14,14,14,14,14,14.0
14,STFU,Dremo,15,15,15,15,15,15,15,15.0
15,Casino,Sho Madjozi,16,16,16,16,16,16,16,16.0
16,Rap Messiah,Ladipoe,17,17,17,17,17,17,17,17.0
17,Truth (feat. Lil Zara),Emtee,18,18,18,18,18,18,18,18.0
18,Champagne Already?,LADIPOE,19,19,19,19,19,19,19,19.0
19,Happy Day (feat. Kuami Eugene),Sarkodie,20,20,20,20,20,20,20,20.0
20,The Target,Medikal,21,21,21,21,21,21,21,21.0
21,Midf (Money I Dey Find),Ycee,22,22,22,22,22,22,22,22.0
22,Own Your Throne,Boity,23,23,23,23,23,23,23,23.0
23,KHALIGRAPH JONES x SARKODIE,khaligraph jones ria,24,24,24,24,24,24,24,24.0
24,1 of 1,Cassper Nyovest,25,25,25,25,25,25,25,25.0
25,The Live Report,AQ,27,27,27,27,27,27,27,27.0
26,Heartbreaker (feat. Nasty C),Blaqbonez,28,28,28,28,28,28,28,28.0
27,Early Momo (feat. Good Girl La),Vector,29,29,29,29,29,29,29,29.0
28,La Hustle remix ft. Criss Wadde & Joey B (Official Video),Medikal,30,30,30,30,30,30,30,30.0
29,40 Bars (feat. Emtee),Emtee,31,31,31,31,31,31,31,31.0
30,Rappers (feat. Dremo),Dreylo,32,32,32,32,32,32,32,32.0
31,Winning (Official Music Video) (feat. VIC MENSA),Kwesi Arthur,33,33,33,33,33,33,33,33.0
32,Shut Up,Blaqbonez,34,34,34,34,34,34,34,34.0
33,What You Telling Me,Zilla Oaks,35,35,35,35,35,35,35,35.0
34,Big Brother,Blaqbonez,36,36,36,36,36,36,36,36.0
35,"Kubo (feat. Bassie, Focalistic & K.O.)",Kwesta,37,37,37,37,37,37,37,37.0
36,Black And White,Nasty C,38,38,38,38,38,38,38,38.0
37,BLACK,Shane Eagle,39,39,39,39,39,39,39,39.0
38,A,Jesse Jagz,40,40,40,40,40,40,40,40.0
39,Emtee,Nasty C,41,41,41,41,41,41,41,41.0
40,Jiggy Bop,Alpha P,43,43,43,43,43,43,43,43.0
41,Hmm (Remix) (feat. Blaqbonez & Bad Boy Timz),G4 Boyz,44,44,44,44,44,44,44,44.0
42,ON MY JOB (feat. PsychoYP),Sipho the Gift,45,45,45,45,45,45,45,45.0
43,That Year (feat. Sir Dauda),Show Dem Camp,46,46,46,46,46,46,46,46.0
44,No Fear (feat. Moliy),M.anifest and VIC MENSA,47,47,47,47,47,47,47,47.0
45,Once Again Dey Don Dey Vex Me,Ace DJ Xquisite,48,48,48,48,48,48,48,48.0
46,Die There (Hustle),Illbliss,49,49,49,49,49,49,49,49.0
47,Mainland to Island,Oladips,50,50,50,50,50,50,50,50.0
48,Who Be This Guy (feat. FALZ & M.I ABAGA),Kheengz,42,42,42,42,42,42,201,64.71428571428571
49,Blessing,VIC MENSA,201,201,26,26,26,26,26,76.0
50,Sore (Remix),Yaw Tog,201,201,201,5,5,5,5,89.0
51,Sore (Remix),Kwesi Arthur,5,5,5,201,201,201,201,117.0
52,Stonebwoy,Stonebwoy,26,26,201,201,201,201,201,151.0
53,Who Be This Guy (feat. M.I Abaga & Falz),Kheengz,201,201,201,201,201,201,42,178.28571428571428
