rank,song,artist,apple,boom,youtube,RT
48,Paradise   ,4Runna,500,16,450,322.0
49,Understand,Omah Lay,7,510,450,322.3333333333333
50,I Miss You   ,Joda Kgosi,500,17,450,322.3333333333333
51,Sweet As Temptation,Ogranya,8,510,450,322.6666666666667
52,Sinner,Adekunle Gold and  Lucky Daye,9,510,450,323.0
53,Where (Has the Time Gone)   ,Bey T,500,19,450,323.0
54,Permission   ,Damosh,500,20,450,323.3333333333333
55,W I L D,Lady Donli,10,510,450,323.3333333333333
56,Damages   ,Tems,500,21,450,323.6666666666667
57,Hot Star   ,Chrystel,500,22,450,324.0
58,Ojuju,Oxlade and  Troniq Music,12,510,450,324.0
59,Dubai   ,Skaa,500,23,450,324.3333333333333
60,Non Stop   ,Jody,500,24,450,324.6666666666667
61,Tired   ,Shirazee,500,25,450,325.0
62,Frenemies (feat. Oxlade),Rexxie,15,510,450,325.0
63,Queen Bee   ,Black Lavender,500,26,450,325.3333333333333
64,Don't Fold (feat. BRYAN THE MENSAH) ,Delis,500,27,450,325.6666666666667
65,Outside,Buju,18,510,450,326.0
66,Erima (feat. Terri & Minz),DJ Latitude,19,510,450,326.3333333333333
67,BBC   ,Blaqbonez,500,29,450,326.3333333333333
68,Show My Side (feat. Amaarae),CKay,20,510,450,326.6666666666667
69,Focused   ,PsychoYP & Azanti,500,30,450,326.6666666666667
70,EVERYWHERE (feat. Buju) ,Straffitti featuring Buju,500,31,450,327.0
71,Over You (feat. Odunsi & Santi) ,Joey B,500,32,450,327.3333333333333
72,I Like Girls,Kola Williams,22,510,450,327.3333333333333
73,Mafimisere,Plainben,23,510,450,327.6666666666667
74,Bomo   ,Adey,500,33,450,327.6666666666667
75,The Key,Tems,24,510,450,328.0
76,Trouble (feat. Tems) ,DRB LasGidi,500,34,450,328.0
77,All My Ladies   ,WANI,500,35,450,328.3333333333333
78,Unconditionally,Ajebutter 22 and  Oxlade,25,510,450,328.3333333333333
79,SAUS (See As U Set)   ,Chillz x TMXO,500,36,450,328.6666666666667
80,Tornado,chuXchu,26,510,450,328.6666666666667
81,Don't Mind (feat. Rhythmnculture),Doka Shot,27,510,450,329.0
82,Lenu (Remix)   ,Buju & Burna Boy,500,37,450,329.0
83,Wicked,Straffitti,28,510,450,329.3333333333333
84,DUPĖ   ,Azekel,500,38,450,329.3333333333333
85,Space   ,Whoisakin,500,39,450,329.6666666666667
86,Go Outside (feat. Mr Eazi) ,Nonso Amadi,500,40,450,330.0
87,Wag1 (feat. 60),Activity Club NG,30,510,450,330.0
88,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) ",DJ Tunez,500,41,450,330.3333333333333
89,Slumber,Chachi,31,510,450,330.3333333333333
90,Catch A Vibe   ,Karun and MOMBRU,500,42,450,330.6666666666667
91,Through the Never,Tomi Owxc3xb3,33,510,450,331.0
92,Celebration   ,Joeboy,500,44,450,331.3333333333333
93,Down for You (feat. Boybreed),Aramide,34,510,450,331.3333333333333
94,Godly   ,Omah Lay,500,45,450,331.6666666666667
95,Girlfriend (feat. Naya Akanji) ,SirBastien,500,46,450,332.0
96,Diamonds (feat. Mulla Stackz) ,Rebecca Winter,500,48,450,332.6666666666667
97,Beggie Beggie (feat. Ckay),Ayra Starr,39,510,450,333.0
98,"Santa Flow (feat. L.K, Tena Tenpo, Cubix & Miju) ","Chop Life Crew featuring L.K, Tena Tenpo, Cubix and Miju",500,49,450,333.0
99,Human (feat. Tomi Owxc3xb3),Show Dem Camp,40,510,450,333.3333333333333
100,Man Of My Word   ,Noir,500,50,450,333.3333333333333
101,Like Dat (feat. PsychoYP) ,Skillz 8Figure,500,51,450,333.6666666666667
102,Can't Complain (feat. Fasina) ,Nova,500,52,450,334.0
103,Should've Known Better,Sizz The Truth,43,510,450,334.3333333333333
104,Bounce   ,Rema,500,53,450,334.3333333333333
105,Longé   ,Bryann,500,54,450,334.6666666666667
106,Ltf,Victor Collins and  MisterKay,45,510,450,335.0
107,Sweet Escape,Mizzle,46,510,450,335.3333333333333
108,Fight It2   ,Mich Straaw,500,57,450,335.6666666666667
109,Body Language (feat. Buju),Zeezboi,47,510,450,335.6666666666667
110,A. Iverson (feat. dndSection),Zamir,48,510,450,336.0
111,"Self Luv (Remix) (feat. Blaqbonez, Drizilik & Enam) ",Skillz 8Figure,500,58,450,336.0
112,Too Many Women   ,"Ajebutter22, BOJ, Falz",500,59,450,336.3333333333333
113,Lemonade   ,Ria sean,500,60,450,336.6666666666667
114,Snitch (feat. Foushexc3xa9),Ayra Starr,50,510,450,336.6666666666667
115,Tonongo,Lojay and  Sarz,51,510,450,337.0
116,Chanel   ,Ceeboi,500,61,450,337.0
117,Testimony,Buju,52,510,450,337.3333333333333
118,Greenlight   ,Hamzil,500,62,450,337.3333333333333
119,Narcissus Is Dead   ,Suté Iwar,500,63,450,337.6666666666667
120,Party Starter,Gabzy,53,510,450,337.6666666666667
121,Money Bag,Ria Sean,54,510,450,338.0
122,Bloody Samaritan,Ayra Starr,500,510,4,338.0
123,Fast Lane   ,Lavaud,500,64,450,338.0
124,Searching,Lady Donli,500,510,5,338.3333333333333
125,4 You   ,Yung D3mz,500,65,450,338.3333333333333
126,Dragon Fruit Freestyle,Lady Donli,55,510,450,338.3333333333333
127,Only You   ,take1 & Muku Fresh,500,66,450,338.6666666666667
128,Shege,Purple Plutonian,56,510,450,338.6666666666667
129,Supersonic (feat. Tay Iwar),Le Mav,500,510,7,339.0
130,ManDown   ,BoyCamilo,500,67,450,339.0
131,BDMN,Minz,500,510,8,339.3333333333333
132,Pumpkin,Mike Akox,58,510,450,339.3333333333333
133,Swayy (feat. Tay Iwar) ,Suté Iwar featuring Tay Iwar,500,69,450,339.6666666666667
134,Deja vu,Moliy,500,510,9,339.6666666666667
135,Moscow   ,Jody,500,70,450,340.0
136,Deep End,Adey,500,510,10,340.0
137,Omah,Neeza,60,510,450,340.0
138,Slow Down,King Promise,500,510,11,340.3333333333333
139,Wicked Somebody (Refix),Wondamagik and  Ogranya,61,510,450,340.3333333333333
140,Movement   ,Lekside Westside,500,71,450,340.3333333333333
141,BEAN24 (feat. DOZ & Le Mav),Hermez,62,510,450,340.6666666666667
142,Numbers Don't Lie (feat. Ayo Jay) ,chuXchu featuring Ayo Jay,500,72,450,340.6666666666667
143,Sweet Body,SuperSmashBroz,500,510,13,341.0
144,Indecisive,Niinety9,63,510,450,341.0
145,Vogue,Wauve,500,510,14,341.3333333333333
146,We Up (feat. Phaemous) ,Zilla Oaks featuring Phaemous,500,74,450,341.3333333333333
147,Seke (feat. TiwaDara),Vader the Wildcard,64,510,450,341.3333333333333
148,Different Strain,Fasina,500,510,15,341.6666666666667
149,Talk,Timiboi,65,510,450,341.6666666666667
150,Radar,Remix - BwoiiDaas,500,510,16,342.0
151,Strangers or Friends   ,Atee,500,76,450,342.0
152,Needing You   ,Big Ozed,500,77,450,342.3333333333333
153,1985,Juls,500,510,17,342.3333333333333
154,Down Low   ,Krosszn,500,78,450,342.6666666666667
155,Waiting Outside,Dj Nayiram,500,510,18,342.6666666666667
156,Ka$h App   ,"Beezyx feat. denzl, Kiienka, Begho, Bolaryn",500,79,450,343.0
157,Chargie,Jay Cliff,500,510,19,343.0
158,Alcy (feat. Bella Alubo),July Drama,69,510,450,343.0
159,Nobody Else   ,Ugo Klassic,500,80,450,343.3333333333333
160,Kogi (feat. Bella Shmurda & Poco Lee),Jumabee,70,510,450,343.3333333333333
161,Problem,Kida Kudz,500,510,20,343.3333333333333
162,Don't Be Shy,Kida Kudz,500,510,21,343.6666666666667
163,For You,Smyley,71,510,450,343.6666666666667
164,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones",500,81,450,343.6666666666667
165,What is this love   ,July,500,82,450,344.0
166,TDK (feat. SirBastien),DAP The Contract,500,510,22,344.0
167,Gorgeous (feat. Blaqbonez),SaveMilli,72,510,450,344.0
168,Sativa (feat. Minz),Runtown,73,510,450,344.3333333333333
169,Lowo (feat. Zarion Uti & Chordratic) ,Chuks Profound featuring Zarion Uti and Chordratic,500,83,450,344.3333333333333
170,Nobody   ,Pzeefire,500,84,450,344.6666666666667
171,Call Me Baby,Cheque,500,510,24,344.6666666666667
172,Test Me,"Jeune Lio,  Chrystel and  Yung D3mz",74,510,450,344.6666666666667
173,Feeling,LADIPOE and  Buju,75,510,450,345.0
174,Cigarette,Turunesh,500,510,25,345.0
175,HUSTLER   ,Marzi,500,85,450,345.0
176,Fire For You   ,Prodbyvino feat. D1wav,500,86,450,345.3333333333333
177,Wotm,Richie Benson,76,510,450,345.3333333333333
178,Call Up,Ria Boss,500,510,29,346.3333333333333
179,Inside Out,Fiona Sleek,500,510,30,346.6666666666667
180,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo,81,510,450,347.0
181,Ma Pariwo,"DRB Lasgidi, Fresh L., Lady Donli",500,510,32,347.3333333333333
182,If Its On (feat. Boutross) ,Silverstone Barz,500,93,450,347.6666666666667
183,Only Human,Ukweli,500,510,33,347.6666666666667
184,One Time (feat. Reekado Banks),Moelogo,83,510,450,347.6666666666667
185,Cold,"Zubi,  anatu and  Gabriel",84,510,450,348.0
186,Island Pink (feat. PsychoYP),Phaemous,500,510,34,348.0
187,La La,T'neeya,85,510,450,348.3333333333333
188,4AMIN (feat. SOLIS),Ayüü,500,510,35,348.3333333333333
189,Cry Another Day,"Zubi,  Gabriel and  anatu",86,510,450,348.6666666666667
190,fools,Zubi,500,510,36,348.6666666666667
191,True Love (feat. Kaey) ,Molazzi,500,96,450,348.6666666666667
192,Closure,The Syndicate,87,510,450,349.0
193,London,Tomi Agape,500,510,37,349.0
194,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,88,510,450,349.3333333333333
195,Hole in My Heart,Tarrah,500,510,38,349.3333333333333
196,Align (feat. LADIPOE),Show Dem Camp,89,510,450,349.6666666666667
197,Sacred Forest,Ogranya,500,510,39,349.6666666666667
198,We Move (Remix) (feat. Kwesta & DJ Capital),Malachi,500,510,40,350.0
199,Anaconda,BadTheSoundBoy,90,510,450,350.0
200,Cameras,SuperJazzClub,500,510,41,350.3333333333333
201,Idgaf,Ikayh,91,510,450,350.3333333333333
202,BAD STAR,burningforestboy,500,510,44,351.3333333333333
203,Free Mind,Tems,500,510,45,351.6666666666667
204,VVS,Studio Magic,500,510,46,352.0
205,DKT,Oxlade,500,510,48,352.6666666666667
206,Walahi (feat. Tidé),D-Truce,500,510,50,353.3333333333333
207,Magic,Public Goods,500,510,51,353.6666666666667
208,Eyes But No Eyes,M3NSA,500,510,52,354.0
209,Hurricane (ft. Buju Banton),Tomi Thomas,500,510,54,354.6666666666667
210,gentil,Zubi,500,510,55,355.0
211,Up,T'neeya,500,510,56,355.3333333333333
212,Broken,Victony,500,510,57,355.6666666666667
213,Trust Issues,Bankyondbeatz,500,510,58,356.0
214,Symbiosis,Ajebo Hustlers,500,510,59,356.3333333333333
215,so wrong,Dayonthetrack,500,510,60,356.6666666666667
216,Selense,The Cavemen.,500,510,61,357.0
217,How I Met Your Mother,Aussie Maze,500,510,63,357.6666666666667
218,Tycoon,Show Dem Camp,500,510,64,358.0
219,POPSHIT (feat. Somadina),SGaWD,500,510,65,358.3333333333333
220,Cash,Lady Donli,500,510,66,358.6666666666667
221,Fool's Love,Muzi,500,510,67,359.0
222,Indifferent,Mo$hpit Cindy,500,510,68,359.3333333333333
223,Prosecco,Th&o.,500,510,69,359.6666666666667
224,Again,Tomi Thomas,500,510,70,360.0
225,body count,Odunsi (The Engine),500,510,71,360.3333333333333
226,So Lovely,Buju,500,510,72,360.6666666666667
227,Serenade,Begho,500,510,76,362.0
228,Wait,Kinsu,500,510,77,362.3333333333333
229,It's Okay to Cry,Yinka Bernie,500,510,78,362.6666666666667
230,Life of the Party,Yung D3mz,500,510,79,363.0
231,Peace of Mind,Preyé,500,510,80,363.3333333333333
232,Nasa,"Rvdical the Kid, Amaarae",500,510,81,363.6666666666667
233,jorja,Hoosh,500,510,82,364.0
234,Tonight,Yung D3mz,500,510,83,364.3333333333333
235,Yes I Do,Caleb Awiti,500,510,84,364.6666666666667
236,Star Friends,Salome,500,510,86,365.3333333333333
237,Mary,3rty,500,510,88,366.0
238,In My Bag,808vic,500,510,89,366.3333333333333
239,Salvation,Ogranya,500,510,90,366.6666666666667
240,FEEL A WAY,Amaarae,500,510,91,367.0
241,Chance,Juls,500,510,92,367.3333333333333
242,Geneva,Ossaiofficial,500,510,94,368.0
243,Red Eyes,dndSection,500,510,95,368.3333333333333
244,Smooth Papa,WundaB,500,510,96,368.6666666666667
245,Runaway,Merry-Lynn,500,510,97,369.0
246,Passenger,Odeal,500,510,98,369.3333333333333
247,Whaz E Gonna Be,Wondamagik,500,510,99,369.6666666666667
248,Commas,Hoosh,500,510,104,371.3333333333333
249,sippycup,AGBNOTNICE,500,510,106,372.0
250,Free All The Baddies Dealing With Clowns,Khalifina,500,510,107,372.3333333333333
