Position,song,artist
1,Smile For You (feat. Oxlade) ,Mizzle featuring Oxlade
2,Soundgasm   ,Rema
3,Pull Up   ,Gabzy
4,Let U Down (feat. CIll) ,Sigag Lauren
5,PEAKING   ,Tay Iwar
6,Beautifully   ,Fave
7,Confident   ,Savage X Buju
8,Rise Of The Underdogs 2 (feat. Tomi Thomas) ,Show Dem Camp featuring Tomi Thomas
9,How Dare You   ,Joda Kgosi
10,GAMBLE   ,Kholi
11,Company   ,Twiss Tosin & Zen Univrse
12,LUV HRTS (feat. Odunsi (The Engine)) ,Zamir featuring Odunsi (The Engine)
13,Essence (feat. Tems) ,Wizkid
14,Cakes (feat. PatricKxxLee & KashCPT) ,Straffitti featuring PatricKxxLee and KashCPT
15,Wreckless Tactics   ,TRiPPY TRiPPY
16,Paradise   ,4Runna
17,I Miss You   ,Joda Kgosi
18,Dark Twisted Fantasy   ,T'neeya
19,Where (Has the Time Gone)   ,Bey T
20,Permission   ,Damosh
21,Damages   ,Tems
22,Hot Star   ,Chrystel
23,Dubai   ,Skaa
24,Non Stop   ,Jody
25,Tired   ,Shirazee
26,Queen Bee   ,Black Lavender
27,Don't Fold (feat. BRYAN THE MENSAH) ,Delis
28,FANCY   ,Amaarae
29,BBC   ,Blaqbonez
30,Focused   ,PsychoYP & Azanti
31,EVERYWHERE (feat. Buju) ,Straffitti featuring Buju
32,Over You (feat. Odunsi & Santi) ,Joey B
33,Bomo   ,Adey
34,Trouble (feat. Tems) ,DRB LasGidi
35,All My Ladies   ,WANI
36,SAUS (See As U Set)   ,Chillz x TMXO
37,Lenu (Remix)   ,Buju & Burna Boy
38,DUPĖ   ,Azekel
39,Space   ,Whoisakin
40,Go Outside (feat. Mr Eazi) ,Nonso Amadi
41,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) ",DJ Tunez
42,Catch A Vibe   ,Karun and MOMBRU
43,Pull Up   ,Don Mappy
44,Celebration   ,Joeboy
45,Godly   ,Omah Lay
46,Girlfriend (feat. Naya Akanji) ,SirBastien
47,Cocaine   ,Daiverse
48,Diamonds (feat. Mulla Stackz) ,Rebecca Winter
49,"Santa Flow (feat. L.K, Tena Tenpo, Cubix & Miju) ","Chop Life Crew featuring L.K, Tena Tenpo, Cubix and Miju"
50,Man Of My Word   ,Noir
51,Like Dat (feat. PsychoYP) ,Skillz 8Figure
52,Can't Complain (feat. Fasina) ,Nova
53,Bounce   ,Rema
54,Longé   ,Bryann
55,Guala (feat. Maison 2500 & New World Ray) ,Teezee
56,Right Back (feat. Buju) ,Skaa
57,Fight It2   ,Mich Straaw
58,"Self Luv (Remix) (feat. Blaqbonez, Drizilik & Enam) ",Skillz 8Figure
59,Too Many Women   ,"Ajebutter22, BOJ, Falz"
60,Lemonade   ,Ria sean
61,Chanel   ,Ceeboi
62,Greenlight   ,Hamzil
63,Narcissus Is Dead   ,Suté Iwar
64,Fast Lane   ,Lavaud
65,4 You   ,Yung D3mz
66,Only You   ,take1 & Muku Fresh
67,ManDown   ,BoyCamilo
68,Ball Till We Fall (feat. Bella Shmurda) ,Kida Kudz featuring Bella Shmurda
69,Swayy (feat. Tay Iwar) ,Suté Iwar featuring Tay Iwar
70,Moscow   ,Jody
71,Movement   ,Lekside Westside
72,Numbers Don't Lie (feat. Ayo Jay) ,chuXchu featuring Ayo Jay
73,Trouble (feat. Famous Bobson) ,DAP The Contract
74,We Up (feat. Phaemous) ,Zilla Oaks featuring Phaemous
75,Lagos Bad Girls   ,Bils
76,Strangers or Friends   ,Atee
77,Needing You   ,Big Ozed
78,Down Low   ,Krosszn
79,Ka$h App   ,"Beezyx feat. denzl, Kiienka, Begho, Bolaryn"
80,Nobody Else   ,Ugo Klassic
81,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones"
82,What is this love   ,July
83,Lowo (feat. Zarion Uti & Chordratic) ,Chuks Profound featuring Zarion Uti and Chordratic
84,Nobody   ,Pzeefire
85,HUSTLER   ,Marzi
86,Fire For You   ,Prodbyvino feat. D1wav
87,Sweatshirt   ,April Maey
88,Brag   ,DETO BLACK
89,Table for Two   ,Bella Alubo
90,Times Two (X2) (feat. Buju) ,WANI
91,Real   ,Tim Lyre
92,All Mine Remix (feat. Buju) ,Kinsolo
93,If Its On (feat. Boutross) ,Silverstone Barz
94,three5zero   ,DETO BLACK
95,MKD   ,Skillz 8Figure
96,True Love (feat. Kaey) ,Molazzi
97,Peace   ,Mannywellz and Tems
