rank,song,artist,apple,boom,youtube,RT
33,Smile For You (feat. Oxlade) ,Mizzle featuring Oxlade,500,1,450,317.0
34,Pull Up   ,Gabzy,500,3,450,317.6666666666667
35,Let U Down (feat. CIll) ,Sigag Lauren,500,4,450,318.0
36,Beautifully   ,Fave,500,6,450,318.6666666666667
37,How Dare You   ,Joda Kgosi,500,9,450,319.6666666666667
38,GAMBLE   ,Kholi,500,10,450,320.0
39,Pay Me,Troniq Music and  Oxlade,1,510,450,320.3333333333333
40,Understand,Omah Lay,2,510,450,320.6666666666667
41,LUV HRTS (feat. Odunsi (The Engine)) ,Zamir featuring Odunsi (The Engine),500,12,450,320.6666666666667
42,Essence (feat. Tems) ,Wizkid,500,13,450,321.0
43,Cakes (feat. PatricKxxLee & KashCPT) ,Straffitti featuring PatricKxxLee and KashCPT,500,14,450,321.3333333333333
44,Peru,Fireboy DML,5,510,450,321.6666666666667
45,Wreckless Tactics   ,TRiPPY TRiPPY,500,15,450,321.6666666666667
46,Paradise   ,4Runna,500,16,450,322.0
47,Pretend (feat. Tay Iwar),Zamir,6,510,450,322.0
48,I Miss You   ,Joda Kgosi,500,17,450,322.3333333333333
49,Frenemies (feat. Oxlade),Rexxie,7,510,450,322.3333333333333
50,Mood (feat. Buju),Wizkid,8,510,450,322.6666666666667
51,Where (Has the Time Gone)   ,Bey T,500,19,450,323.0
52,Permission   ,Damosh,500,20,450,323.3333333333333
53,Damages   ,Tems,500,21,450,323.6666666666667
54,Hot Star   ,Chrystel,500,22,450,324.0
55,Outside (feat. Skillz 8figure & Tomi Agape),P. Montana,12,510,450,324.0
56,Dubai   ,Skaa,500,23,450,324.3333333333333
57,Testimony,Buju,13,510,450,324.3333333333333
58,Gbese,Ogranya and  Show Dem Camp,14,510,450,324.6666666666667
59,Non Stop   ,Jody,500,24,450,324.6666666666667
60,Tired   ,Shirazee,500,25,450,325.0
61,Queen Bee   ,Black Lavender,500,26,450,325.3333333333333
62,Sweet As Temptation,Ogranya,16,510,450,325.3333333333333
63,Sinner,Adekunle Gold and  Lucky Daye,17,510,450,325.6666666666667
64,Don't Fold (feat. BRYAN THE MENSAH) ,Delis,500,27,450,325.6666666666667
65,W I L D,Lady Donli,18,510,450,326.0
66,BBC   ,Blaqbonez,500,29,450,326.3333333333333
67,Ojuju,Troniq Music and  Oxlade,19,510,450,326.3333333333333
68,Focused   ,PsychoYP & Azanti,500,30,450,326.6666666666667
69,EVERYWHERE (feat. Buju) ,Straffitti featuring Buju,500,31,450,327.0
70,Offend Me,Bella Alubo and  Blaqbonez,21,510,450,327.0
71,Over You (feat. Odunsi & Santi) ,Joey B,500,32,450,327.3333333333333
72,Bomo   ,Adey,500,33,450,327.6666666666667
73,Trouble (feat. Tems) ,DRB LasGidi,500,34,450,328.0
74,911,Dxc3x84BS,25,510,450,328.3333333333333
75,All My Ladies   ,WANI,500,35,450,328.3333333333333
76,SAUS (See As U Set)   ,Chillz x TMXO,500,36,450,328.6666666666667
77,Firedncr. (feat. Azanti),Jaylon,27,510,450,329.0
78,Lenu (Remix)   ,Buju & Burna Boy,500,37,450,329.0
79,DUPĖ   ,Azekel,500,38,450,329.3333333333333
80,Erima (feat. Terri & Minz),DJ Latitude,28,510,450,329.3333333333333
81,Space   ,Whoisakin,500,39,450,329.6666666666667
82,No Worry (feat. Buju),Valvin,29,510,450,329.6666666666667
83,Go Outside (feat. Mr Eazi) ,Nonso Amadi,500,40,450,330.0
84,Show My Side (feat. Amaarae),CKay,30,510,450,330.0
85,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) ",DJ Tunez,500,41,450,330.3333333333333
86,Mr Nike (feat. April Maey),Dts,31,510,450,330.3333333333333
87,Catch A Vibe   ,Karun and MOMBRU,500,42,450,330.6666666666667
88,I Like Girls,Kola Williams,33,510,450,331.0
89,Celebration   ,Joeboy,500,44,450,331.3333333333333
90,Ltf,Victor Collins and  MisterKay,34,510,450,331.3333333333333
91,The Key,Tems,35,510,450,331.6666666666667
92,Godly   ,Omah Lay,500,45,450,331.6666666666667
93,Girlfriend (feat. Naya Akanji) ,SirBastien,500,46,450,332.0
94,Unconditionally,Ajebutter 22 and  Oxlade,36,510,450,332.0
95,Tornado,chuXchu,37,510,450,332.3333333333333
96,Diamonds (feat. Mulla Stackz) ,Rebecca Winter,500,48,450,332.6666666666667
97,Money Medicine,Laime,38,510,450,332.6666666666667
98,Wag1 (feat. 60),Activity Club NG,39,510,450,333.0
99,"Santa Flow (feat. L.K, Tena Tenpo, Cubix & Miju) ","Chop Life Crew featuring L.K, Tena Tenpo, Cubix and Miju",500,49,450,333.0
100,Man Of My Word   ,Noir,500,50,450,333.3333333333333
101,Down for You (feat. Boybreed),Aramide,41,510,450,333.6666666666667
102,Like Dat (feat. PsychoYP) ,Skillz 8Figure,500,51,450,333.6666666666667
103,Can't Complain (feat. Fasina) ,Nova,500,52,450,334.0
104,Bounce   ,Rema,500,53,450,334.3333333333333
105,Longé   ,Bryann,500,54,450,334.6666666666667
106,Beggie Beggie (feat. Ckay),Ayra Starr,46,510,450,335.3333333333333
107,Human (feat. Tomi Owxc3xb3),Show Dem Camp,47,510,450,335.6666666666667
108,Fight It2   ,Mich Straaw,500,57,450,335.6666666666667
109,"Self Luv (Remix) (feat. Blaqbonez, Drizilik & Enam) ",Skillz 8Figure,500,58,450,336.0
110,Should've Known Better,Sizz The Truth,49,510,450,336.3333333333333
111,Too Many Women   ,"Ajebutter22, BOJ, Falz",500,59,450,336.3333333333333
112,Lemonade   ,Ria sean,500,60,450,336.6666666666667
113,Chanel   ,Ceeboi,500,61,450,337.0
114,Bloody Samaritan,Ayra Starr,500,510,1,337.0
115,Sweet Escape,Mizzle,51,510,450,337.0
116,Body Language (feat. Buju),Zeezboi,52,510,450,337.3333333333333
117,Deep End,Adey,500,510,2,337.3333333333333
118,Greenlight   ,Hamzil,500,62,450,337.3333333333333
119,Don't Be Shy,Kida Kudz,500,510,3,337.6666666666667
120,Narcissus Is Dead   ,Suté Iwar,500,63,450,337.6666666666667
121,1985,Juls,500,510,4,338.0
122,Snitch (feat. Foushexc3xa9),Ayra Starr,54,510,450,338.0
123,Fast Lane   ,Lavaud,500,64,450,338.0
124,Tonongo,Lojay and  Sarz,55,510,450,338.3333333333333
125,4 You   ,Yung D3mz,500,65,450,338.3333333333333
126,Only You   ,take1 & Muku Fresh,500,66,450,338.6666666666667
127,Party Starter,Gabzy,56,510,450,338.6666666666667
128,Radar,Remix - BwoiiDaas,500,510,6,338.6666666666667
129,ManDown   ,BoyCamilo,500,67,450,339.0
130,Nasa,Rvdical the Kid,500,510,7,339.0
131,Money Bag,Ria Sean,57,510,450,339.0
132,Dragon Fruit Freestyle,Lady Donli,58,510,450,339.3333333333333
133,TDK (feat. SirBastien),DAP The Contract,500,510,8,339.3333333333333
134,Swayy (feat. Tay Iwar) ,Suté Iwar featuring Tay Iwar,500,69,450,339.6666666666667
135,Different Strain,Fasina,500,510,9,339.6666666666667
136,Shege,Purple Plutonian,59,510,450,339.6666666666667
137,Moscow   ,Jody,500,70,450,340.0
138,Movement   ,Lekside Westside,500,71,450,340.3333333333333
139,Pumpkin,Mike Akox,61,510,450,340.3333333333333
140,Don't Mind (feat. Rhythmnculture),Doka Shot,62,510,450,340.6666666666667
141,Numbers Don't Lie (feat. Ayo Jay) ,chuXchu featuring Ayo Jay,500,72,450,340.6666666666667
142,Searching,Lady Donli,500,510,13,341.0
143,Omah,Neeza,64,510,450,341.3333333333333
144,BDMN,Minz,500,510,14,341.3333333333333
145,We Up (feat. Phaemous) ,Zilla Oaks featuring Phaemous,500,74,450,341.3333333333333
146,Wicked Somebody (Refix),Wondamagik and  Ogranya,65,510,450,341.6666666666667
147,Wicked,Straffitti,66,510,450,342.0
148,Strangers or Friends   ,Atee,500,76,450,342.0
149,Supersonic (feat. Tay Iwar),Le Mav,500,510,16,342.0
150,Commas,Hoosh,500,510,17,342.3333333333333
151,Mafimisere,Plainben,67,510,450,342.3333333333333
152,Needing You   ,Big Ozed,500,77,450,342.3333333333333
153,BEAN24 (feat. DOZ & Le Mav),Hermez,68,510,450,342.6666666666667
154,Down Low   ,Krosszn,500,78,450,342.6666666666667
155,Early Momo,Vector,500,510,18,342.6666666666667
156,Indecisive,Niinety9,69,510,450,343.0
157,Ka$h App   ,"Beezyx feat. denzl, Kiienka, Begho, Bolaryn",500,79,450,343.0
158,Deja vu,Moliy,500,510,19,343.0
159,Seke (feat. TiwaDara),Vader the Wildcard,70,510,450,343.3333333333333
160,Nobody Else   ,Ugo Klassic,500,80,450,343.3333333333333
161,Chargie,Jay Cliff,500,510,20,343.3333333333333
162,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones",500,81,450,343.6666666666667
163,Talk,Timiboi,71,510,450,343.6666666666667
164,Slow Down,King Promise,500,510,22,344.0
165,What is this love   ,July,500,82,450,344.0
166,Sativa (feat. Minz),Runtown,72,510,450,344.0
167,Lowo (feat. Zarion Uti & Chordratic) ,Chuks Profound featuring Zarion Uti and Chordratic,500,83,450,344.3333333333333
168,Sweet Body,SuperSmashBroz,500,510,23,344.3333333333333
169,Nobody   ,Pzeefire,500,84,450,344.6666666666667
170,Vogue,Wauve,500,510,24,344.6666666666667
171,sippycup,AGBNOTNICE,500,510,25,345.0
172,Alcy (feat. Bella Alubo),July Drama,75,510,450,345.0
173,HUSTLER   ,Marzi,500,85,450,345.0
174,Gorgeous (feat. Blaqbonez),SaveMilli,76,510,450,345.3333333333333
175,Fire For You   ,Prodbyvino feat. D1wav,500,86,450,345.3333333333333
176,Waiting Outside,Dj Nayiram,500,510,26,345.3333333333333
177,Problem,Kida Kudz,500,510,27,345.6666666666667
178,Feeling,LADIPOE and  Buju,77,510,450,345.6666666666667
179,Sweatshirt   ,April Maey,500,87,450,345.6666666666667
180,Wotm,Richie Benson,78,510,450,346.0
181,Call Me Baby,Cheque,500,510,29,346.3333333333333
182,Cigarette,Turunesh,500,510,30,346.6666666666667
183,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo,82,510,450,347.3333333333333
184,Call Up,Ria Boss,500,510,32,347.3333333333333
185,Island Pink (feat. PsychoYP),Phaemous,500,510,33,347.6666666666667
186,If Its On (feat. Boutross) ,Silverstone Barz,500,93,450,347.6666666666667
187,Cold,"Zubi,  anatu and  Gabriel",84,510,450,348.0
188,Free All The Baddies Dealing With Clowns,Khalifina,500,510,34,348.0
189,4AMIN (feat. SOLIS),Ayüü,500,510,35,348.3333333333333
190,La La,T'neeya,85,510,450,348.3333333333333
191,True Love (feat. Kaey) ,Molazzi,500,96,450,348.6666666666667
192,Inside Out,Fiona Sleek,500,510,36,348.6666666666667
193,Closure,The Syndicate,86,510,450,348.6666666666667
194,London,Tomi Agape,500,510,37,349.0
195,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,87,510,450,349.0
196,Ma Pariwo,"DRB Lasgidi, Fresh L., Lady Donli",500,510,39,349.6666666666667
197,Only Human,Ukweli,500,510,40,350.0
198,Chance,"Juls, Tay Iwar",500,510,42,350.6666666666667
199,fools,Zubi,500,510,43,351.0
200,Hole in My Heart,Tarrah,500,510,44,351.3333333333333
201,Sacred Forest,Ogranya,500,510,45,351.6666666666667
202,We Move (Remix) (feat. Kwesta & DJ Capital),Malachi,500,510,47,352.3333333333333
203,Cameras,SuperJazzClub,500,510,48,352.6666666666667
204,BAD STAR,burningforestboy,500,510,51,353.6666666666667
205,Free Mind,Tems,500,510,52,354.0
206,VVS,Studio Magic,500,510,53,354.3333333333333
207,DKT,Oxlade,500,510,54,354.6666666666667
208,Walahi (feat. Tidé),D-Truce,500,510,56,355.3333333333333
209,Magic,Public Goods,500,510,58,356.0
210,Selense,The Cavemen.,500,510,59,356.3333333333333
211,Eyes But No Eyes,M3NSA,500,510,60,356.6666666666667
212,Hurricane (ft. Buju Banton),Tomi Thomas,500,510,62,357.3333333333333
213,gentil,Zubi,500,510,63,357.6666666666667
214,Up,T'neeya,500,510,64,358.0
215,Broken,Victony,500,510,65,358.3333333333333
216,Trust Issues,Bankyondbeatz,500,510,66,358.6666666666667
217,Symbiosis,Ajebo Hustlers,500,510,67,359.0
218,so wrong,Dayonthetrack,500,510,68,359.3333333333333
219,How I Met Your Mother,Aussie Maze,500,510,70,360.0
220,Tycoon,Show Dem Camp,500,510,72,360.6666666666667
221,POPSHIT (feat. Somadina),SGaWD,500,510,73,361.0
222,Cash,Lady Donli,500,510,74,361.3333333333333
223,Fool's Love,Muzi,500,510,75,361.6666666666667
224,Indifferent,Mo$hpit Cindy,500,510,76,362.0
225,Prosecco,Th&o.,500,510,77,362.3333333333333
226,Again,Tomi Thomas,500,510,78,362.6666666666667
227,body count,Odunsi (The Engine),500,510,79,363.0
228,So Lovely,Buju,500,510,80,363.3333333333333
229,Sacrifices (feat. Tim Lyre),DAP The Contract,500,510,81,363.6666666666667
230,Salvation,Ogranya,500,510,84,364.6666666666667
231,Serenade,Begho,500,510,86,365.3333333333333
232,Wait,Kinsu,500,510,87,365.6666666666667
233,It's Okay to Cry,Yinka Bernie,500,510,88,366.0
234,Life of the Party,Yung D3mz,500,510,89,366.3333333333333
235,Peace of Mind,Preyé,500,510,90,366.6666666666667
236,jorja,Hoosh,500,510,91,367.0
237,Yes I Do,Caleb Awiti,500,510,93,367.6666666666667
238,Star Friends,Salome,500,510,94,368.0
239,Mary,3rty,500,510,95,368.3333333333333
240,In My Bag,808vic,500,510,96,368.6666666666667
241,FEEL A WAY,Amaarae,500,510,97,369.0
242,Be My Guest,"WSTRN, Fireboy DML",500,510,98,369.3333333333333
243,loving is harder,Johnny Drille,500,510,100,370.0
