rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Bloody Samaritan,Ayra Starr,3,3,3,3,3,3,16,4.857142857142857
2,Deep End,Adey,4,4,4,4,4,4,17,5.857142857142857
3,Don't Be Shy,Kida Kudz,5,5,5,5,5,5,18,6.857142857142857
4,1985,Juls,6,6,6,6,6,6,19,7.857142857142857
5,Pray,Victony,7,7,7,7,7,7,14,8.0
6,Radar,Remix - BwoiiDaas,8,8,8,8,8,8,20,9.714285714285714
7,Nasa,Rvdical the Kid,9,9,9,9,9,9,21,10.714285714285714
8,TDK (feat. SirBastien),DAP The Contract,11,11,11,11,11,11,12,11.142857142857142
9,Different Strain,Fasina,10,10,10,10,10,10,22,11.714285714285714
10,Bling (feat. Amaarae & Buju),Blaqbonez,12,12,12,12,12,12,23,13.571428571428571
11,Gone Girl,Obongjayar,13,13,13,13,13,13,24,14.571428571428571
12,SPUNK,WurlD,14,14,14,14,14,14,25,15.571428571428571
13,Searching,Lady Donli,15,15,15,15,15,15,26,16.571428571428573
14,BDMN,Minz,16,16,16,16,16,16,27,17.571428571428573
15,Real,Tim Lyre,17,17,17,17,17,17,28,18.571428571428573
16,Supersonic (feat. Tay Iwar),Le Mav,18,18,18,18,18,18,29,19.571428571428573
17,Commas,Hoosh,20,20,20,20,20,20,30,21.428571428571427
18,Early Momo,Vector,25,25,25,25,25,25,7,22.428571428571427
19,Deja vu,Moliy,21,21,21,21,21,21,31,22.428571428571427
20,Chargie,Jay Cliff,22,22,22,22,22,22,32,23.428571428571427
21,Amnesia,Zamir,23,23,23,23,23,23,33,24.428571428571427
22,Slow Down,King Promise,24,24,24,24,24,24,34,25.428571428571427
23,Sweet Body,SuperSmashBroz,26,26,26,26,26,26,35,27.285714285714285
24,Vogue,Wauve,27,27,27,27,27,27,36,28.285714285714285
25,sippycup,AGBNOTNICE,28,28,28,28,28,28,37,29.285714285714285
26,Waiting Outside,Dj Nayiram,29,29,29,29,29,29,38,30.285714285714285
27,Problem,Kida Kudz,30,30,30,30,30,30,39,31.285714285714285
28,Caribbeana,Wondamagik,31,31,31,31,31,31,40,32.285714285714285
29,Call Me Baby,Cheque,32,32,32,32,32,32,41,33.285714285714285
30,Cigarette,Turunesh,33,33,33,33,33,33,42,34.285714285714285
31,Guala,Teezee,35,35,35,35,35,35,43,36.142857142857146
32,Call Up,Ria Boss,36,36,36,36,36,36,44,37.142857142857146
33,Island Pink (feat. PsychoYP),Phaemous,42,42,42,42,42,42,11,37.57142857142857
34,Free All The Baddies Dealing With Clowns,Khalifina,37,37,37,37,37,37,45,38.142857142857146
