rank,song,artist,apple,boom,youtube,RT
33,Let U Down (feat. CIll) ,Sigag Lauren,500,4,450,318.0
34,Beautifully   ,Fave,500,6,450,318.6666666666667
35,How Dare You   ,Joda Kgosi,500,9,450,319.6666666666667
36,GAMBLE   ,Kholi,500,10,450,320.0
37,Outside,Buju,2,510,450,320.6666666666667
38,Essence (feat. Tems) ,Wizkid,500,13,450,321.0
39,A. Iverson (feat. dndSection),Zamir,3,510,450,321.0
40,Cakes (feat. PatricKxxLee & KashCPT) ,Straffitti featuring PatricKxxLee and KashCPT,500,14,450,321.3333333333333
41,Understand,Omah Lay,4,510,450,321.3333333333333
42,Wreckless Tactics   ,TRiPPY TRiPPY,500,15,450,321.6666666666667
43,Who Talk (feat. Adekunle Gold & Ria Sean),Moelogo,5,510,450,321.6666666666667
44,Paradise   ,4Runna,500,16,450,322.0
45,I Miss You   ,Joda Kgosi,500,17,450,322.3333333333333
46,Frenemies (feat. Oxlade),Rexxie,7,510,450,322.3333333333333
47,Human (feat. Tomi Owxc3xb3),Show Dem Camp,8,510,450,322.6666666666667
48,Where (Has the Time Gone)   ,Bey T,500,19,450,323.0
49,Unconditionally,Ajebutter 22 and  Oxlade,9,510,450,323.0
50,Permission   ,Damosh,500,20,450,323.3333333333333
51,Peru,Fireboy DML,10,510,450,323.3333333333333
52,Damages   ,Tems,500,21,450,323.6666666666667
53,Party Starter,Gabzy,11,510,450,323.6666666666667
54,Hot Star   ,Chrystel,500,22,450,324.0
55,Sinner,Adekunle Gold and  Lucky Daye,13,510,450,324.3333333333333
56,Dubai   ,Skaa,500,23,450,324.3333333333333
57,Non Stop   ,Jody,500,24,450,324.6666666666667
58,Dragon Fruit Freestyle,Lady Donli,14,510,450,324.6666666666667
59,Tired   ,Shirazee,500,25,450,325.0
60,Shege,Purple Plutonian,15,510,450,325.0
61,Queen Bee   ,Black Lavender,500,26,450,325.3333333333333
62,Don't Fold (feat. BRYAN THE MENSAH) ,Delis,500,27,450,325.6666666666667
63,Pumpkin,Mike Akox,18,510,450,326.0
64,BBC   ,Blaqbonez,500,29,450,326.3333333333333
65,Focused   ,PsychoYP & Azanti,500,30,450,326.6666666666667
66,EVERYWHERE (feat. Buju) ,Straffitti featuring Buju,500,31,450,327.0
67,Wicked Somebody (Refix),Wondamagik and  Ogranya,21,510,450,327.0
68,Over You (feat. Odunsi & Santi) ,Joey B,500,32,450,327.3333333333333
69,BEAN24 (feat. DOZ & Le Mav),Hermez,22,510,450,327.3333333333333
70,Bomo   ,Adey,500,33,450,327.6666666666667
71,Indecisive,Niinety9,23,510,450,327.6666666666667
72,Trouble (feat. Tems) ,DRB LasGidi,500,34,450,328.0
73,Seke (feat. TiwaDara),Vader the Wildcard,24,510,450,328.0
74,Testimony,Buju,25,510,450,328.3333333333333
75,All My Ladies   ,WANI,500,35,450,328.3333333333333
76,SAUS (See As U Set)   ,Chillz x TMXO,500,36,450,328.6666666666667
77,Talk,Timiboi,26,510,450,328.6666666666667
78,Lenu (Remix) (feat. Burna Boy) ,Buju,500,37,450,329.0
79,DUPĖ   ,Azekel,500,38,450,329.3333333333333
80,Space   ,Whoisakin,500,39,450,329.6666666666667
81,Alcy (feat. Bella Alubo),July Drama,30,510,450,330.0
82,Go Outside (feat. Mr Eazi) ,Nonso Amadi,500,40,450,330.0
83,Workaholic,BRUME,31,510,450,330.3333333333333
84,"PAMI (feat. Wizkid, Adekunle Gold & Omah Lay) ",DJ Tunez,500,41,450,330.3333333333333
85,Ltf,Victor Collins and  MisterKay,32,510,450,330.6666666666667
86,Catch A Vibe   ,Karun and MOMBRU,500,42,450,330.6666666666667
87,Gorgeous (feat. Blaqbonez),SaveMilli,33,510,450,331.0
88,Celebration   ,Joeboy,500,44,450,331.3333333333333
89,Tonongo,Lojay and  Sarz,34,510,450,331.3333333333333
90,Godly   ,Omah Lay,500,45,450,331.6666666666667
91,Test Me,"Jeune Lio,  Chrystel and  Yung D3mz",35,510,450,331.6666666666667
92,Feeling,LADIPOE and  Buju,36,510,450,332.0
93,Girlfriend (feat. Naya Akanji) ,SirBastien,500,46,450,332.0
94,Wotm,Richie Benson,38,510,450,332.6666666666667
95,Diamonds (feat. Mulla Stackz) ,Rebecca Winter,500,48,450,332.6666666666667
96,Oh No,Alpha P,39,510,450,333.0
97,"Santa Flow (feat. L.K, Tena Tenpo, Cubix & Miju) ","Chop Life Crew featuring L.K, Tena Tenpo, Cubix and Miju",500,49,450,333.0
98,Man Of My Word   ,Noir,500,50,450,333.3333333333333
99,Like Dat (feat. PsychoYP) ,Skillz 8Figure,500,51,450,333.6666666666667
100,Can't Complain (feat. Fasina) ,Nova,500,52,450,334.0
101,Bounce   ,Rema,500,53,450,334.3333333333333
102,Longé   ,Bryann,500,54,450,334.6666666666667
103,One Time (feat. Reekado Banks),Moelogo,46,510,450,335.3333333333333
104,Fight It2   ,Mich Straaw,500,57,450,335.6666666666667
105,Push & Pull (feat. Phaemous & Bigshyrobot),Randay,47,510,450,335.6666666666667
106,"Self Luv (Remix) (feat. Blaqbonez, Drizilik & Enam) ",Skillz 8Figure,500,58,450,336.0
107,Too Many Women   ,"Ajebutter22, BOJ, Falz",500,59,450,336.3333333333333
108,La La,T'neeya,49,510,450,336.3333333333333
109,Tornado,chuXchu,50,510,450,336.6666666666667
110,Lemonade   ,Ria sean,500,60,450,336.6666666666667
111,Gone Girl,"Obongjayar, Sarz",500,510,1,337.0
112,Chanel   ,Ceeboi,500,61,450,337.0
113,The Key,Tems,51,510,450,337.0
114,Supersonic (feat. Tay Iwar),Le Mav,500,510,2,337.3333333333333
115,So Long (feat. Tomi Thomas & Larry Gaaga),Sjxy,52,510,450,337.3333333333333
116,Greenlight   ,Hamzil,500,62,450,337.3333333333333
117,DUPxc4x96 (feat. Lady Donli) [Lady Donli Remix],Azekel,53,510,450,337.6666666666667
118,Narcissus Is Dead   ,Suté Iwar,500,63,450,337.6666666666667
119,Deja vu,Moliy,500,510,3,337.6666666666667
120,Slow Down,King Promise,500,510,4,338.0
121,Anaconda,BadTheSoundBoy,54,510,450,338.0
122,Fast Lane   ,Lavaud,500,64,450,338.0
123,Vogue,Wauve,500,510,5,338.3333333333333
124,4 You   ,Yung D3mz,500,65,450,338.3333333333333
125,Problem,Kida Kudz,500,510,6,338.6666666666667
126,Only You   ,take1 & Muku Fresh,500,66,450,338.6666666666667
127,Show U Love (feat. Offei),Oniisha,56,510,450,338.6666666666667
128,Quarter Past Love (Qpl),W!ll,57,510,450,339.0
129,ManDown   ,BoyCamilo,500,67,450,339.0
130,Idgaf,Ikayh,58,510,450,339.3333333333333
131,Deep End,Adey,500,510,8,339.3333333333333
132,Chargie,Jay Cliff,500,510,9,339.6666666666667
133,Swayy (feat. Tay Iwar) ,Suté Iwar featuring Tay Iwar,500,69,450,339.6666666666667
134,Align (feat. LADIPOE),Show Dem Camp,59,510,450,339.6666666666667
135,"Bestie (feat. Ekxc3xa9 Miller, Shalom Dubas & July Drama)",PURRRRRR,60,510,450,340.0
136,Call Me Baby,Cheque,500,510,10,340.0
137,Moscow   ,Jody,500,70,450,340.0
138,Movement   ,Lekside Westside,500,71,450,340.3333333333333
139,Radar,Remix - BwoiiDaas,500,510,11,340.3333333333333
140,Lifestyle,Naassure,62,510,450,340.6666666666667
141,DKT,Oxlade,500,510,12,340.6666666666667
142,Numbers Don't Lie (feat. Ayo Jay) ,chuXchu featuring Ayo Jay,500,72,450,340.6666666666667
143,Sativa (feat. Minz),Runtown,63,510,450,341.0
144,BDMN,Minz,500,510,14,341.3333333333333
145,We Up (feat. Phaemous) ,Zilla Oaks featuring Phaemous,500,74,450,341.3333333333333
146,Result,Dreylo,65,510,450,341.6666666666667
147,4AMIN (feat. SOLIS),Ayüü,500,510,15,341.6666666666667
148,Strangers or Friends   ,Atee,500,76,450,342.0
149,Sacred Forest,Ogranya,500,510,16,342.0
150,Send Me Nudes (feat. Joey B),KiDi,66,510,450,342.0
151,Kogi (feat. Bella Shmurda & Poco Lee),Jumabee,67,510,450,342.3333333333333
152,Needing You   ,Big Ozed,500,77,450,342.3333333333333
153,BAD STAR,burningforestboy,500,510,18,342.6666666666667
154,Closure,The Syndicate,68,510,450,342.6666666666667
155,Down Low   ,Krosszn,500,78,450,342.6666666666667
156,Ka$h App   ,"Beezyx feat. denzl, Kiienka, Begho, Bolaryn",500,79,450,343.0
157,Someone Else (feat. Mannywellz),Olayinka Ehi,69,510,450,343.0
158,Nobody Else   ,Ugo Klassic,500,80,450,343.3333333333333
159,Firedncr. (feat. Azanti),Jaylon,70,510,450,343.3333333333333
160,CHANGE   ,"Lord Edward and Boy Nino feat. Murphy Cubic, Tyrone Jones",500,81,450,343.6666666666667
161,1985,Juls,500,510,21,343.6666666666667
162,What is this love   ,July,500,82,450,344.0
163,VVS,Studio Magic,500,510,22,344.0
164,Sisi Caro,Governor of Africa and  Oxlade,72,510,450,344.0
165,Lowo (feat. Zarion Uti & Chordratic) ,Chuks Profound featuring Zarion Uti and Chordratic,500,83,450,344.3333333333333
166,Cry Another Day,"Zubi,  Gabriel and  anatu",73,510,450,344.3333333333333
167,Walahi (feat. Tidé),D-Truce,500,510,24,344.6666666666667
168,Nobody   ,Pzeefire,500,84,450,344.6666666666667
169,HUSTLER   ,Marzi,500,85,450,345.0
170,For You,Smyley,75,510,450,345.0
171,Magic,Public Goods,500,510,25,345.0
172,Fire For You   ,Prodbyvino feat. D1wav,500,86,450,345.3333333333333
173,Eyes But No Eyes,M3NSA,500,510,26,345.3333333333333
174,Down for You (feat. Boybreed),Aramide,76,510,450,345.3333333333333
175,Joro Mi,Beejvibe$,77,510,450,345.6666666666667
176,Hurricane (ft. Buju Banton),Tomi Thomas,500,510,28,346.0
177,RIP OLD DAD,The.wav,78,510,450,346.0
178,gentil,Zubi,500,510,29,346.3333333333333
179,Geneva,Ossaiofficial,500,510,31,347.0
180,Let Go,Txc3x96ME,81,510,450,347.0
181,All Mine Remix (feat. Buju) ,Kinsolo,500,92,450,347.3333333333333
182,Up,T'neeya,500,510,32,347.3333333333333
183,Different Strain,Fasina,500,510,33,347.6666666666667
184,Show My Side (feat. Amaarae),CKay,83,510,450,347.6666666666667
185,If Its On (feat. Boutross) ,Silverstone Barz,500,93,450,347.6666666666667
186,Broken,Victony,500,510,34,348.0
187,Birthday (feat. Buju & Moelogo),Rexxie,84,510,450,348.0
188,Trust Issues,Bankyondbeatz,500,510,35,348.3333333333333
189,Sweet Escape,Mizzle,85,510,450,348.3333333333333
190,Symbiosis,Ajebo Hustlers,500,510,36,348.6666666666667
191,London,Tomi Agape,500,510,37,349.0
192,so wrong,Dayonthetrack,500,510,38,349.3333333333333
193,Selense,The Cavemen.,500,510,39,349.6666666666667
194,How I Met Your Mother,Aussie Maze,500,510,41,350.3333333333333
195,Tycoon,Show Dem Camp,500,510,42,350.6666666666667
196,Don't Be Shy,Kida Kudz,500,510,43,351.0
197,Call Up,Ria Boss,500,510,44,351.3333333333333
198,Waiting Outside,Dj Nayiram,500,510,46,352.0
199,Only Human,Ukweli,500,510,47,352.3333333333333
200,Cash,Lady Donli,500,510,49,353.0
201,Fool's Love,Muzi,500,510,50,353.3333333333333
202,Indifferent,Mo$hpit Cindy,500,510,51,353.6666666666667
203,Red Eyes,dndSection,500,510,52,354.0
204,Prosecco,Th&o.,500,510,53,354.3333333333333
205,Again,Tomi Thomas,500,510,54,354.6666666666667
206,body count,Odunsi (The Engine),500,510,56,355.3333333333333
207,Ma Pariwo,"DRB Lasgidi, Lady Donli",500,510,57,355.6666666666667
208,So Lovely,Buju,500,510,58,356.0
209,We Move (Remix) (feat. Kwesta & DJ Capital),Malachi,500,510,60,356.6666666666667
210,Serenade,Begho,500,510,64,358.0
211,Wait,Kinsu,500,510,65,358.3333333333333
212,It's Okay to Cry,Yinka Bernie,500,510,66,358.6666666666667
213,Sweet Body,SuperSmashBroz,500,510,67,359.0
214,Life of the Party,Yung D3mz,500,510,68,359.3333333333333
215,Cameras,SuperJazzClub,500,510,69,359.6666666666667
216,Peace of Mind,Preyé,500,510,70,360.0
217,Cigarette,Turunesh,500,510,71,360.3333333333333
218,Makaveli,Kida Kudz,500,510,72,360.6666666666667
219,Chance,Juls,500,510,73,361.0
220,jorja,Hoosh,500,510,74,361.3333333333333
221,Island Pink (feat. PsychoYP),Phaemous,500,510,75,361.6666666666667
222,Free Mind,Tems,500,510,76,362.0
223,Nasa,Rvdical the Kid,500,510,77,362.3333333333333
224,Smooth Papa,WundaB,500,510,78,362.6666666666667
225,Tonight,Yung D3mz,500,510,81,363.6666666666667
226,Yes I Do,Caleb Awiti,500,510,82,364.0
227,Runaway,Merry-Lynn,500,510,83,364.3333333333333
228,Star Friends,Salome,500,510,84,364.6666666666667
229,YOGA,Tay Iwar,500,510,87,365.6666666666667
230,Mary,3rty,500,510,88,366.0
231,Passenger,Odeal,500,510,89,366.3333333333333
232,In My Bag,808vic,500,510,90,366.6666666666667
233,Salvation,Ogranya,500,510,91,367.0
234,LEAVE ME ALONE,A COLORS SHOW - Amaarae,500,510,92,367.3333333333333
235,FEEL A WAY,Amaarae,500,510,93,367.6666666666667
236,Whaz E Gonna Be,Wondamagik,500,510,94,368.0
237,Secret,Papi ojo,500,510,95,368.3333333333333
238,Missed Call,Mike Keyz,500,510,96,368.6666666666667
239,sugar,Zubi,500,510,97,369.0
240,Scream and Shout,Ejoya,500,510,98,369.3333333333333
241,Bloody Samaritan,Ayra Starr,500,510,101,370.3333333333333
