Position,song,artist
1,Naira Marley,Zinoleesky
2,Professor Peller (feat. Zlatan),Seyi Vibez
3,Cut Soap,DJ Xclusive and  Rulerboy
4,Jafafa,Chinko Ekun and  MohBad
5,Champion,Dangbana Republik and  Bella Shmurda
6,"We Meuve (feat. TheOnlyRLS, MR OULALA & Shady Humble)",Dj Paak
7,Korope,Lil Kesh and  Naira Marley
8,Energy,SunkkeySnoop
9,Mofoti 2.0 (feat. Naira Marley & Sarkodie),Rexxie
10,Hello Ẹ,Reminisce and  WestSyde
11,Abeykehh (feat. Diamond Platnumz & Flavour),Masterkraft
12,Focus,Rudeboy
13,TEMPLE (Remix) [feat. Bella Shmurda & Wande Coal],Aloma
14,Kpk (Remix) [feat. Sho Madjozi & MohBad],Rexxie
15,Hallelu (feat. Bella Shmurda & Zlatan),Masterkraft
16,Party Next Door,Dangbana Republik and  Bella Shmurda
17,Problem (feat. Idowest),Stackz
18,Rush,Dangbana Republik and  Bella Shmurda
19,No Retire,Jaivah
20,Troway (feat. Zlatan),Whalez
21,Cho Cho (feat. Davido & Mayorkun),Zlatan
22,Gbowo,Nikita
23,Tekiller,CDQ
24,About Money,SunkkeySnoop
25,Coming,Naira Marley and  Busiswa
26,Koleyewon,Naira Marley
27,Normal (feat. Nigga Tee),Hypeman Dewale Mr Pablo
28,High Way,DJ Kaywise and  Phyno
29,Available (feat. MohBad),C Blvck
30,Egbon,Masterkraft and  Phyno
31,Mr Money,Asake
32,Focus Vibe,Slimcase
33,Asampepe,Wale Turner and  Idowest
34,Meji,"DwillsHarmony,  Viktor Snipes and  Chinko Ekun"
35,Squander (feat. Niniola & Sayfar) [Remix],"Falz,  Kamo Mphela and  Mpura"
36,Aye Dun Gan,Oyibo Rebel
37,Kilofese (feat. Mayorkun & Busiswa) [Remix],Zinoleesky
38,Sugar Daddy,DJ Enimoney and  Olamide
39,"Lagos Anthem Remix (feat. Oberz, Frescool, Oladips, Kabex & TROD)",Zlatan
40,World,Dangbana Republik and  Bella Shmurda
41,Baba Fela Remix (feat. Zlatan & Laycon),Mr. Real
42,Sugar Daddy (feat. Small Doctor & Mohbad),OG Hyper
43,Hallelujah,Oladips and  Zlatan
44,Kabaa (feat. Mayorkun),Idowest
45,Barawo (feat. Davido) [Remix],Ajebo Hustlers
46,Tesina Pot,Jaido P and  Olamide
47,Wagwan,Laycon
48,Sapa (feat. Idowest),Bravo AZ
49,Lagbaja,Sona
50,Mandeman (feat. Davido) [Remix],Small Doctor
51,Dey Here,BoyMX
52,Shamaya (feat. Patoranking),Idowest
53,Prayer (feat. Drekiss),Lexzydreamz
54,Check Am,Chief Obi
55,Cash App,"Bella Shmurda,  Zlatan and  Lincoln"
56,Aunty Fisayo,QD
57,Another Banger,Realonyechi
58,Doing Well Remix (feat. Skales),Ryme
59,Formula 1,Damibliz
60,Certainly (feat. Wale Turner & Jaido P),BODE BLAQ
61,Kokanmi,Qdot
62,If No Be You (feat. Mayorkun),Jamopyper
63,Pump Your Parry (Remix) [feat. Naira Marley & C Blvck],Abramsoul
64,Mofo,Fikky
65,E Choke,Bils
66,Kafaya (feat. Bella Shmurda),Daniel Brown
67,My Life,Dj Manuel and  Zlatan
68,"What Type of Dance (feat. Mayorkun, Naira Marley & Zlatan)",DJ Kaywise
69,Moyan,CDQ
70,Oge (feat. Bad Boy Timz),Anonymous Music
71,Want (feat. DanDizzy),Rage
72,Billing Npayan,Obaflow
73,Bad Boy,"Dj Fizzy,  Baddy Osha,  Slimcase and  CDQ"
74,NGNP (No Girlfriend No Problem) [feat. Zlatan],Idowest
75,Dedede,Boyodre and  Dayo Chino
76,Hustle (feat. Zlatan),Reklyn
77,The Matter (feat. Papisnoop),Zlatan
78,Isolova,Peruzzi
79,Olopa (feat. Zlatan),Qdot
80,One Leg Up (feat. Tekno),Blaq Jerzee
