rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Party Next Door ,Bella Shmurda,2,1,1,1,1,3,3,1.714285714
2,Naira Marley ,Zinoleesky,1,2,2,2,2,2,2,1.857142857
3,Feel Good ,Mohbad,4,4,4,4,4,1,1,3.142857143
4,Coming,Naira Marley,3,3,3,3,3,4,4,3.285714286
5,FOCUS DANCE BEAT (feat. Hagman & Abati),AJIMOVOIX DRUMS,5,5,5,5,5,5,5,5
6,Hallelu (feat. Bella Shmurda & Zlatan) ,Masterkraft,6,6,6,6,6,7,7,6.285714286
7,Korope (Audio slide) - Lil Kesh,Lil Kesh,7,7,7,7,7,8,8,7.285714286
8,Far Away,Bella Shmurda,8,8,8,8,8,10,10,8.571428571
48,KPK (Ko Por Ke) (Official Music Video) (feat. Mohbad & Sho Madjozi),Rexxie,9,9,9,9,9,11,11,9.571428571
9,Hello,Reminisce,10,10,10,10,10,12,12,10.57142857
10,Kilofeshe (Official Video) ,MarlianMusic HQ,11,11,11,11,11,14,14,11.85714286
11,Sheydi Balabala (Refix),Dj Baddo,14,14,14,14,14,9,9,12.57142857
12,Chi Chi ,Naira Marley,12,12,12,12,12,15,15,12.85714286
13,God Sent,Seyi Vibez,13,13,13,13,13,17,17,14.14285714
14,KAMBA,Terry Apala,15,15,15,15,15,18,18,15.85714286
15,Happiness,Davolee,16,16,16,16,16,19,19,16.85714286
16,Cash App,Bella Shmurda,17,17,17,17,17,20,20,17.85714286
17,Koleyewon,Naira Marley,19,19,19,19,19,16,16,18.14285714
18,Mandeman (Remix) (feat. Davido),Small Doctor,18,18,18,18,18,21,21,18.85714286
19,Omo Ologo (Official Video),LilFroshVEVO,20,20,20,20,20,22,22,20.57142857
20,Vision2020 ([Official Video] ft. Olamide - Bella Shmurda),Bella Shmurda,21,21,21,21,21,23,23,21.57142857
21,Gratitude (feat. Barry Jhay),Superwozzy,22,22,22,22,22,24,24,22.57142857
22,"Are You Sure (feat. Naira Marley, Zinoleesky & EMO Grae)",LYTA,23,23,23,23,23,25,25,23.57142857
23,Lagos Anthem,Zlatan,24,24,24,24,24,26,26,24.57142857
24,Ayewada,Barry Jhay,25,25,25,25,25,27,27,25.57142857
25,"Baba Fela Remix (Official Video) ft. Zlatan, Laycon",Mr Real,26,26,26,26,26,28,28,26.57142857
26,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun) ",Dj Kaywise,28,28,28,28,28,29,29,28.28571429
27,Your Body,Mayorkun,30,30,30,30,30,30,30,30
28,MaPariwo (OFFICIAL VIDEO),Naira Marley,31,31,31,31,31,31,31,31
29,90'S,Seyi Vibez,27,27,27,27,27,41,41,31
30,As E Dey Go,Naira Marley,32,32,32,32,32,32,32,32
31,See Finish (feat. Mayorkun),Dapo Tuburna,33,33,33,33,33,33,33,33
32,Triumphant (feat. Bella Shmurda),Olamide,34,34,34,34,34,34,34,34
33,Better Better,Jamopyper,29,29,29,29,29,49,49,34.71428571
34,All The Way,Lil Kesh,37,37,37,37,37,35,35,36.42857143
35,Opor (Remix),Rexxie,36,36,36,36,36,39,39,36.85714286
36,Lowo Lowo (Remix) (feat. Davido),May D,38,38,38,38,38,36,36,37.42857143
37,Money,Bella Shmurda,39,39,39,39,39,37,37,38.42857143
38,Available (feat. Mohbad),C Blvck,41,41,41,41,41,38,38,40.14285714
39,Baba Nla (feat. Teni),Candy Bleakz,42,42,42,42,42,40,40,41.42857143
40,Love (Official Video),Davolee,40,40,40,40,40,46,46,41.71428571
41,Caro,Idowest Ft Davido,43,43,43,43,43,42,42,42.71428571
42,O Por (Official Audio),Lil Kesh,44,44,44,44,44,44,44,44
43,Hold Me Down (Official Video),Naira Marley,46,46,46,46,46,45,45,45.71428571
44,Ori,Barry Jhay,48,48,48,48,48,43,43,46.57142857
45,Prayer,HotKid,47,47,47,47,47,47,47,47
46,Epo,Davido,49,49,49,49,49,48,48,48.71428571
47,If No Be You (feat. Mayorkun),Jamopyper,50,50,50,50,50,50,50,50
49,Lesse passe,Bella Shmurda,35,35,35,35,35,201,201,82.42857143
50,Cho Cho (feat. Davido & Mayorkun),Zlatan,45,45,45,45,45,201,201,89.57142857
51,Rihanna - The Kazez,The Kazez,201,201,201,201,201,6,6,145.2857143
53,Kilamiti,Fabian Blu,201,201,201,201,201,13,13,147.2857143
