rank,song,artist,R1,R2,R3,R4,R5,R6,R7,RT
1,Feel Good - Mohbad,Mohbad,1,1,1,1,1,2,2,1.2857142857142858
2,Zinoleesky - Naira Marley (Official Video) - Naira Marley,Naira Marley,2,2,2,2,2,3,3,2.2857142857142856
3,Party Next Door - Bella Shmurda,Bella Shmurda,4,4,4,4,4,4,4,4.0
4,Drug Test - Naira Marley,Naira Marley,5,5,5,5,5,5,5,5.0
5,Sheydi Balabala (Refix) - Dj Baddo,Dj Baddo,6,6,6,6,6,6,6,6.0
6,Babylon - Picazo,Picazo,3,3,3,3,3,16,16,6.714285714285714
7,Paper - C Blvck,C Blvck,7,7,7,7,7,7,7,7.0
8,FOCUS DANCE BEAT (feat. Hagman & Abati) - AJIMOVOIX DRUMS,AJIMOVOIX DRUMS,8,8,8,8,8,8,8,8.0
9,Hallelu (feat. Bella Shmurda & Zlatan) - Masterkraft,Masterkraft,9,9,9,9,9,9,9,9.0
10,Coming - Naira Marley,Naira Marley,10,10,10,10,10,10,10,10.0
11,Professor Peller [Feat. Zlatan] (Official Audio) - Seyi Vibez,Seyi Vibez,11,11,11,11,11,11,11,11.0
12,Far Away - Bella Shmurda,Bella Shmurda,12,12,12,12,12,12,12,12.0
13,Koleyewon - Naira Marley,Naira Marley,13,13,13,13,13,14,14,13.285714285714286
14,Lil Kesh x Naira Marley - Korope (Audio slide) - Lil Kesh,Lil Kesh,14,14,14,14,14,17,17,14.857142857142858
15,Kilofeshe - Zinoleesky,Zinoleesky,18,18,18,18,18,13,13,16.571428571428573
16,Denge Pose (feat. MohBad) - Lil Frosh,Lil Frosh,16,16,16,16,16,19,19,16.857142857142858
17,Hello e - Reminisce,Reminisce,17,17,17,17,17,20,20,17.857142857142858
18,God Sent - Seyi Vibez,Seyi Vibez,19,19,19,19,19,21,21,19.571428571428573
19,Happiness - Davolee,Davolee,20,20,20,20,20,22,22,20.571428571428573
20,Bella Shmurda - Vision2020 [Official Video] ft. Olamide - Bella Shmurda,Bella Shmurda,24,24,24,24,24,15,15,21.428571428571427
21,Cash App - Bella Shmurda,Bella Shmurda,21,21,21,21,21,23,23,21.571428571428573
22,Mandeman (Remix) (feat. Davido) - Small Doctor,Small Doctor,22,22,22,22,22,24,24,22.571428571428573
23,Omo Ologo (Official Video) - LilFroshVEVO,LilFroshVEVO,23,23,23,23,23,25,25,23.571428571428573
24,Gratitude (feat. Barry Jhay) - Superwozzy,Superwozzy,25,25,25,25,25,26,26,25.285714285714285
25,"What Type Of Dance (feat. Naira Marley, Zlatan & Mayorkun) - Dj Kaywise",Dj Kaywise,27,27,27,27,27,27,27,27.0
26,Zinoleesky - MaPariwo (OFFICIAL VIDEO) - Naira Marley,Naira Marley,29,29,29,29,29,28,28,28.714285714285715
27,Lagos Anthem - Zlatan,Zlatan,26,26,26,26,26,36,36,28.857142857142858
28,KAMBA - Terry Apala,Terry Apala,30,30,30,30,30,29,29,29.714285714285715
29,Your Body - Mayorkun,Mayorkun,28,28,28,28,28,34,34,29.714285714285715
30,Better Better - Jamopyper,Jamopyper,31,31,31,31,31,30,30,30.714285714285715
31,All The Way - Lil Kesh,Lil Kesh,35,35,35,35,35,31,31,33.857142857142854
32,Chi Chi - Naira Marley,Naira Marley,32,32,32,32,32,42,42,34.857142857142854
33,Available (feat. Mohbad) - C Blvck,C Blvck,37,37,37,36,36,32,32,35.285714285714285
34,Triumphant (feat. Bella Shmurda) - Olamide,Olamide,34,34,34,34,34,40,40,35.714285714285715
35,Kilamiti - Fabian Blu,Fabian Blu,33,33,33,33,33,48,48,37.285714285714285
36,Ori - Barry Jhay,Barry Jhay,40,40,40,39,39,33,33,37.714285714285715
37,See Finish (feat. Mayorkun) - Dapo Tuburna,Dapo Tuburna,39,39,39,38,38,38,38,38.42857142857143
38,Rihanna - The Kazez,The Kazez,41,41,41,40,40,35,35,39.0
39,90’S - Seyi Vibez,Seyi Vibez,38,38,38,37,37,46,46,40.0
40,Lil Kesh & Naira Marley - O Por (Official Audio) - Lil Kesh,Lil Kesh,42,42,42,41,41,37,37,40.285714285714285
41,"Mr Real - Baba Fela Remix (Official Video) ft. Zlatan, Laycon - Mr Real",Mr Real,43,43,43,42,42,39,39,41.57142857142857
42,Lyta - Hold Me Down (Official Video) - Naira Marley,Naira Marley,44,44,44,43,43,41,41,42.857142857142854
43,Ayewada - Barry Jhay,Barry Jhay,45,45,45,44,44,43,43,44.142857142857146
44,Money - Bella Shmurda,Bella Shmurda,47,47,47,46,46,44,44,45.857142857142854
45,Prayer - HotKid,HotKid,48,48,48,47,47,45,45,46.857142857142854
46,Epo - Davido,Davido,50,50,50,49,49,49,49,49.42857142857143
47,Love (Official Video) - Davolee,Davolee,46,46,46,45,45,201,201,90.0
48,KPK (Ko Por Ke) (Official Music Video) (feat. Mohbad & Sho Madjozi) - Rexxie,Rexxie,15,15,15,15,201,201,201,94.71428571428571
49,"Are You Sure (feat. Emo Grae, Naira Marley & Zinoleesky) - Lyta",Lyta,49,49,49,48,201,201,201,114.0
50,KPK (Ko Por Ke) (Official Music Video) (feat. Sho Madjozi & Mohbad) - Rexxie,Rexxie,201,201,201,201,15,18,18,122.14285714285714
51,Lowo Lowo (Remix) (feat. Davido) - May D,May D,36,36,36,201,201,201,201,130.28571428571428
52,"Are You Sure (feat. Naira Marley, Zinoleesky & Emo Grae) - LYTA",LYTA,201,201,201,201,48,47,47,135.14285714285714
53,CDQ - Kogbede ft. Wande Coal (Official Audio) - CDQ,CDQ,201,201,201,201,201,1,201,172.42857142857142
54,CDQ - Kogbede ft Wande Coal (Official Video) (feat. CDQ) - Sossick,Sossick,201,201,201,201,201,201,1,172.42857142857142
