,artist,song
0,PlaTBoss,Matriculation (Intro)
1,PlaTBoss,Hustler's Tale
2,Lojay,Monalisa ft. Sarz
3,PlaTBoss,Politics and Lies
4,PlaTBoss,Trust Issues
5,PlaTBoss,Tomorrow Never Comes
6,PlaTBoss,Balling
7,PlaTBoss,Living It Up
8,PlaTBoss,Indifferent
9,PlaTBoss,Graduation
10,Kaptain,Check Yourself
11,Naira Marley,Koleyewon
12,Vector,Early Momo ft. Good Girl LA
13,Sarkodie,Non Living Thing feat. Oxlade
14,Jae5,Dimension ft. Skepta & Rema
15,Nasty C,Jack
16,Erigga,Many Nites
17,M.I Abaga,All My Life (feat. Oxlade)
18,Phyno,For the Money ft. Peruzzi
19,Black Sherif,Second Sermon
20,Dave,System ft. WizKid
21,Roddy Ricch,Late At Night
22,Erigga,Dick Appointment
23,Lojay,Tonongo ft. Sarz
24,Show Dem Camp,Tycoon ft. Reminisce & Mojo
25,Dave,Clash ft. Stormzy
26,Juice WRLD,Stay High
27,Pop Smoke,Dior
28,Erigga,Wahala Dey
29,Show Dem Camp,Align ft. LadiPoe
30,Roddy Ricch,The Box
31,Sarkodie,Coachella feat. Kwesi Arthur
32,Roddy Ricch,Die Young
33,Pop Smoke,Bout A Million ft. 21 Savage & 42 Dugg
34,Pop Smoke,Mood Swings ft. Lil Tjay
35,Erigga,I No Wear Pant
36,LiL Baby,Voice of the Heroes ft. Lil Durk
37,Balloranking,Sorry ft. Mohbad
38,Cardi B,Up
39,Lojay,LV N ATTN feat. Wizkid ft. Sarz & Wizkid
40,Juice WRLD,Wishing Well
41,Roddy Ricch,Down Below
42,Post Malone,Motley Crew
43,Pop Smoke,Tell The Vision ft. Kanye West & Pusha T
44,Dave,Lazarus ft. Boj
45,Dremo,Ego ft. Jeriq
46,Dremo,East To West ft. Jeriq
47,Roddy Ricch,God's Eyes
48,Roddy Ricch,High Fashion (feat. Mustard)
49,Juice WRLD,Robbery
