,artist,song
0,Dave,System ft. WizKid
1,Kaptain,Check Yourself
2,Mrolaide ,Feel
3,Sarkodie,Jaara feat. Medikal
4,PlaTBoss,Matriculation (Intro)
5,PlaTBoss,Hustler's Tale
6,PlaTBoss,Politics and Lies
7,Naira Marley,Koleyewon
8,PlaTBoss,Trust Issues
9,PlaTBoss,Tomorrow Never Comes
10,PlaTBoss,Balling
11,Nasty C,Jack
12,Jae5,Dimension ft. Skepta & Rema
13,Erigga,Many Nites
14,PlaTBoss,Living It Up
15,PlaTBoss,Indifferent
16,PlaTBoss,Graduation
17,Phyno,For the Money ft. Peruzzi
18,Vector,Early Momo ft. Good Girl LA
19,Black Sherif,Second Sermon
20,Dave,Lazarus ft. Boj
21,M.I Abaga,All My Life (feat. Oxlade)
22,Vector,"Crown Of Clay (Remix) ft. Dip Doundou Guiss, Khaligraph Jones & Ashs The Best"
23,Erigga,Dick Appointment
24,Roddy Ricch,Late At Night
25,Sarkodie,Non Living Thing feat. Oxlade
26,Show Dem Camp,Align ft. LadiPoe
27,Lojay,Monalisa ft. Sarz
28,Sarkodie,Married To The Game feat. Cassper Nyovest
29,Sarkodie,Coachella ft. Kwesi Arthur
30,Show Dem Camp,Vipers ft. Jesse Jagz & Tomi Thomas
31,Sarkodie,Intro
32,Pop Smoke,Dior
33,Erigga,Wahala Dey
34,Dave,Clash ft. Stormzy
35,Juice WRLD,Stay High
36,Sarkodie,Coachella feat. Kwesi Arthur
37,Dremo,Ego ft. Jeriq
38,Erigga,I No Wear Pant
39,Juice WRLD,Wishing Well
40,Lojay,LV N ATTN feat. Wizkid ft. Sarz & Wizkid
41,Pop Smoke,Bout A Million ft. 21 Savage & 42 Dugg
42,Kaptain,Problem
43,Dremo,East To West ft. Jeriq
44,Lojay,Tonongo ft. Sarz
45,Roddy Ricch,The Box
46,Show Dem Camp,Tycoon ft. Reminisce & Mojo
47,Pop Smoke,Tell The Vision ft. Kanye West & Pusha T
48,LiL Baby,Voice of the Heroes ft. Lil Durk
49,Sarkodie,Vibration ft. Vic Mensa
