,artist,song
0,Omah Lay,Understand
1,LADIPOE,Feeling ft. Buju
2,Olamide,Rock
3,Ruger,Bounce
4,Cheque,History ft. Fireboy DML
5,Joeboy,Show Me
6,Jaywillz,Medicine
7,Joeboy,Focus
8,Buju,Testimony
9,AV,Big Thug Boys
10,Burna Boy,Kilometre
11,Olamide,Infinity ft. Omah Lay
12,Omah Lay,Godly
13,Olamide,Triumphant ft. Bella Shmurda
14,Patoranking,Celebrate Me
15,Chike,Running (To You) ft. Simi
16,Fireboy DML,Champion ft. D Smoke
17,Crayon,Too Correct ft. Rema
18,2Baba,Rise Up ft. Falz
19,Okal,Thinking
20,Omah Lay,Can't Relate
21,Burna Boy,Way Too Big
22,Joeboy,Door ft. Kwesi Arthur
23,DJ Tunez,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay"
24,Teni,Dorime 
25,Patoranking,Abule
26,Seyi Vibez,Professor Peller ft. Zlatan
27,Burna Boy,23
28,Olamide,Julie
29,Lil Kesh,Love Like This ft. Fireboy DML
30,Teni,FOR YOU ft. Davido
31,Omah Lay,My Bebe
32,Joeboy,Lonely
33,Olamide,Loading ft. BadboyTimz
34,Omah Lay,Bad Influence 
35,CKay,Felony
36,WizKid,Essence ft. Tems
37,Bella Shmurda,Adura ft. Mohbad
38,Omah Lay,Confession
39,Joeboy,Door
40,Olamide,Need For Speed
41,Mr Real,Baba Fela (Remix) ft. Laycon & Zlatan
42,Omah Lay,Lo Lo
43,Chike,If You No Love
44,Naira Marley,Aye
45,Phyno,Bia
46,Gyakie,Forever (Remix) ft. Omah Lay
47,Olamide,Green Light
48,Omah Lay,You
49,Ajebo Hustlers,Pronto ft. Omah Lay
